measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2008-06-01,27997.414,352031.0,352031.0,280.586,3528.0,3528.0
2008-07-01,39193.789000000004,493783.0,493783.0,95.211,1200.0,1200.0
2008-08-01,41098.479,526117.0,526117.0,67.521,864.0,864.0
2008-09-01,20897.447,277266.0,277266.0,194.553,2581.0,2581.0
2008-10-01,19801.005,243783.0,243783.0,159.995,1970.0,1970.0
2008-11-01,18518.336000000003,225479.0,225479.0,235.66400000000002,2869.0,2869.0
2008-12-01,25602.632,322039.0,322039.0,253.36800000000002,3187.0,3187.0
2009-01-01,22888.125,283863.0,283863.0,212.875,2640.0,2640.0
2009-02-01,1751.0220000000002,25601.0,25601.0,32.978,482.0,482.0
2009-03-01,-117.5,0.0,0.0,-117.5,0.0,0.0
2009-04-01,-116.0,0.0,0.0,-116.0,0.0,0.0
2009-05-01,-92.0,0.0,0.0,-92.0,0.0,0.0
2009-06-01,-55.0,0.0,0.0,-55.0,0.0,0.0
2009-07-01,-59.5,0.0,0.0,-59.5,0.0,0.0
2009-08-01,-58.5,0.0,0.0,-58.5,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,-40.5,0.0,0.0,-40.5,0.0,0.0
2009-12-01,-53.0,0.0,0.0,-53.0,0.0,0.0
2010-01-01,-132.663,0.0,0.0,-1.337,0.0,0.0
2010-02-01,-119.792,0.0,0.0,-1.208,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,-105.932,0.0,0.0,-1.068,0.0,0.0
2010-05-01,-229.685,0.0,0.0,-2.315,0.0,0.0
2010-06-01,24593.11,335458.0,335458.0,300.89,4104.0,4104.0
2010-07-01,36851.16,485737.0,485737.0,46.84,617.0,617.0
2010-08-01,33400.171,446779.0,446779.0,135.829,1817.0,1817.0
2010-09-01,14365.11,202587.0,202587.0,85.89,1211.0,1211.0
2010-10-01,-218.794,0.0,0.0,-2.206,0.0,0.0
2010-11-01,2070.466,28907.0,28907.0,34.534,482.0,482.0
2010-12-01,26060.62,338838.0,338838.0,157.38,2046.0,2046.0
2011-01-01,14617.761,222379.0,222379.0,205.239,3122.0,3122.0
2011-02-01,8367.644,101375.0,101375.0,170.356,2064.0,2064.0
2012-01-01,-137.272,0.0,0.0,-0.728,0.0,0.0
2012-02-01,-117.377,0.0,0.0,-0.623,0.0,0.0
2012-03-01,-101.462,0.0,0.0,-0.538,0.0,0.0
2012-04-01,-194.966,0.0,0.0,-1.034,0.0,0.0
2012-05-01,-94.499,0.0,0.0,-0.501,0.0,0.0
2012-06-01,-95.494,0.0,0.0,-0.506,0.0,0.0
2012-07-01,-116.383,0.0,0.0,-0.617,0.0,0.0
2012-08-01,-112.404,0.0,0.0,-0.596,0.0,0.0
2012-09-01,-156.172,0.0,0.0,-0.828,0.0,0.0
2012-10-01,-95.494,0.0,0.0,-0.506,0.0,0.0
2012-11-01,-89.525,0.0,0.0,-0.475,0.0,0.0
2012-12-01,-88.53,0.0,0.0,-0.47,0.0,0.0
2013-01-01,-57.0,0.0,0.0,-57.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0
