measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,35068.0,447042.0,447042.0,50.0,664.0,664.0
2001-02-01,19940.0,254488.0,254488.0,95.0,1152.0,1152.0
2001-03-01,33997.0,432099.0,432099.0,60.0,723.0,723.0
2001-04-01,34426.0,434864.0,434864.0,5.0,59.0,59.0
2001-05-01,24133.0,302652.0,302652.0,40.0,394.0,394.0
2001-06-01,18852.0,245282.0,245282.0,622.0,6297.0,6297.0
2001-07-01,30909.0,393218.0,393218.0,60.0,717.0,717.0
2001-08-01,30710.0,400390.0,400390.0,10.0,100.0,100.0
2001-09-01,13082.0,178316.0,178316.0,31.0,329.0,329.0
2001-10-01,2196.0,33066.0,33066.0,129.0,1517.0,1517.0
2001-11-01,22950.0,312170.0,312170.0,22.0,312.0,312.0
2001-12-01,-103.0,261.0,261.0,-187.0,1058.0,1058.0
2002-01-01,-87.0,0.0,0.0,-177.0,0.0,0.0
2002-02-01,-80.0,0.0,0.0,-155.0,0.0,0.0
2002-03-01,19516.0,235000.0,235000.0,0.0,0.0,0.0
2002-04-01,27954.0,344648.0,344648.0,295.0,3057.0,3057.0
2002-05-01,23645.0,330288.0,330288.0,316.0,3579.0,3579.0
2002-06-01,29415.0,371175.0,371175.0,817.0,8253.0,8253.0
2002-07-01,34105.0,412641.0,412641.0,214.0,2285.0,2285.0
2002-08-01,32872.0,442031.0,442031.0,247.0,3329.0,3329.0
2002-09-01,18325.0,253365.0,253365.0,310.0,4176.0,4176.0
2002-10-01,32652.0,445887.0,445887.0,21.0,278.0,278.0
2002-11-01,20878.0,277038.0,277038.0,252.0,3387.0,3387.0
2002-12-01,12421.0,164451.0,164451.0,22.0,290.0,290.0
2003-01-01,35170.0,442723.0,442723.0,188.0,2372.0,2372.0
2003-02-01,31080.0,425672.0,425672.0,124.0,1647.0,1647.0
2003-03-01,17894.0,240210.0,240210.0,38.0,505.0,505.0
2003-04-01,-225.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,-93.0,0.0,0.0,-185.0,0.0,0.0
2003-06-01,14588.0,191256.0,191256.0,300.0,4054.0,4054.0
2003-07-01,35044.0,452285.0,452285.0,279.0,3567.0,3567.0
2003-08-01,35331.0,469290.0,469290.0,351.0,4646.0,4646.0
2003-09-01,21877.0,292741.0,292741.0,247.0,3254.0,3254.0
2003-10-01,21568.0,287471.0,287471.0,251.0,3323.0,3323.0
2003-11-01,23871.0,308108.0,308108.0,0.0,0.0,0.0
2003-12-01,25597.0,329053.0,329053.0,248.0,3196.0,3196.0
2004-01-01,23791.94,318264.0,318264.0,256.211,3531.0,3531.0
2004-02-01,20686.343,276720.0,276720.0,120.18100000000001,1656.0,1656.0
2004-03-01,18994.613,254090.0,254090.0,387.98600000000005,5346.0,5346.0
2004-04-01,16897.552,226038.0,226038.0,338.563,4665.0,4665.0
2004-05-01,19958.134,266979.0,266979.0,334.307,4607.0,4607.0
2004-06-01,19889.363,266059.0,266059.0,344.25100000000003,4744.0,4744.0
2004-07-01,21365.148,285801.0,285801.0,418.634,5769.0,5769.0
2004-08-01,20260.939,271030.0,271030.0,199.929,2755.0,2755.0
2004-09-01,18759.686,250948.0,250948.0,289.379,3988.0,3988.0
2004-10-01,17389.28,232616.0,232616.0,371.12,5114.0,5114.0
2004-11-01,15805.624,211431.0,211431.0,502.961,6931.0,6931.0
2004-12-01,20535.377,274701.0,274701.0,375.47900000000004,5174.0,5174.0
2005-01-01,31501.656,406022.83,406022.83,430.66,3283.66,3283.66
2005-02-01,27427.423000000003,353510.3,353510.3,147.961,1128.16,1128.16
2005-03-01,28455.876,366765.98,366765.98,163.996,1250.43,1250.43
2005-04-01,25359.783,326860.61,326860.61,198.64600000000002,1514.62,1514.62
2005-05-01,27839.943,358827.25,358827.25,184.49200000000002,1406.7,1406.7
2005-06-01,31007.923,399659.14,399659.14,239.452,1825.76,1825.76
2005-07-01,32778.656,422482.02,422482.02,243.733,1858.4,1858.4
2005-08-01,33143.35,427182.52,427182.52,286.32800000000003,2183.17,2183.17
2005-09-01,30373.117,391477.18,391477.18,187.43300000000002,1429.12,1429.12
2005-10-01,28681.720999999998,369676.86,369676.86,208.14700000000002,1587.06,1587.06
2005-11-01,27963.347999999998,360417.82,360417.82,167.33200000000002,1275.86,1275.86
2005-12-01,31229.204,402511.21,402511.21,353.819,2697.77,2697.77
2006-01-01,21748.675,281841.0,281841.0,221.298,2886.0,2886.0
2006-02-01,20713.226,268423.0,268423.0,115.798,1510.0,1510.0
2006-03-01,21165.085,274278.0,274278.0,97.272,1268.0,1268.0
2006-04-01,18006.774,233350.0,233350.0,186.328,2430.0,2430.0
2006-05-01,19243.477,249376.0,249376.0,174.17,2271.0,2271.0
2006-06-01,20847.419,270162.0,270162.0,158.30800000000002,2064.0,2064.0
2006-07-01,23713.901,307308.0,307308.0,229.31300000000002,2990.0,2990.0
2006-08-01,23885.01,309526.0,309526.0,222.43300000000002,2901.0,2901.0
2006-09-01,19845.561,257179.0,257179.0,102.18900000000001,1333.0,1333.0
2006-10-01,20527.107,266011.0,266011.0,107.945,1408.0,1408.0
2006-11-01,20296.314,263020.0,263020.0,127.108,1658.0,1658.0
2006-12-01,21972.452,284741.0,284741.0,140.838,1837.0,1837.0
2007-01-01,24339.05,319389.0,319389.0,208.95,2742.0,2742.0
2007-02-01,35994.968,460867.0,460867.0,175.032,2241.0,2241.0
2007-03-01,10443.814,148127.0,148127.0,62.186,882.0,882.0
2007-04-01,22386.242,299039.0,299039.0,156.758,2094.0,2094.0
2007-05-01,36377.34,467970.0,467970.0,99.66,1282.0,1282.0
2007-06-01,34471.373,440274.0,440274.0,141.627,1809.0,1809.0
2007-07-01,34967.644,456007.0,456007.0,59.356,774.0,774.0
2007-08-01,41057.031,540001.0,540001.0,107.96900000000001,1420.0,1420.0
2007-09-01,33110.074,437037.0,437037.0,84.926,1121.0,1121.0
2007-10-01,40195.178,512855.0,512855.0,93.822,1197.0,1197.0
2007-11-01,43615.759,542581.0,542581.0,41.241,513.0,513.0
2007-12-01,31777.198,414372.0,414372.0,220.80200000000002,2879.0,2879.0
2008-01-01,39689.840000000004,493935.0,493935.0,289.16,3599.0,3599.0
2008-02-01,42841.782,539674.0,539674.0,74.218,935.0,935.0
2008-03-01,38156.489,486929.0,486929.0,199.511,2546.0,2546.0
2008-04-01,37496.499,480483.0,480483.0,178.501,2287.0,2287.0
2008-05-01,2282.1890000000003,27504.0,27504.0,27.811,335.0,335.0
