measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,1069.0,15472.0,15472.0
2003-07-01,544.0,8067.0,8067.0
2003-08-01,1836.0,22536.0,22536.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,481.906,6649.0,6649.0
2004-02-01,399.06800000000004,5506.0,5506.0
2004-03-01,434.949,6001.0,6001.0
2004-04-01,532.664,7349.0,7349.0
2004-05-01,500.702,6908.0,6908.0
2004-06-01,1072.612,14799.0,14799.0
2004-07-01,464.15900000000005,6404.0,6404.0
2004-08-01,663.327,9152.0,9152.0
2004-09-01,589.553,8134.0,8134.0
2004-10-01,298.54200000000003,4119.0,4119.0
2004-11-01,476.42900000000003,6573.0,6573.0
2004-12-01,370.089,5106.0,5106.0
2005-01-01,814.403,9816.91,9816.91
2005-02-01,721.989,8702.94,8702.94
2005-03-01,861.5680000000001,10385.44,10385.44
2005-04-01,883.3180000000001,10647.62,10647.62
2005-05-01,716.5830000000001,8637.77,8637.77
2005-06-01,1219.1190000000001,14695.4,14695.4
2005-07-01,1571.006,18937.09,18937.09
2005-08-01,1679.64,20246.58,20246.58
2005-09-01,1111.097,13393.3,13393.3
2005-10-01,768.3820000000001,9262.16,9262.16
2005-11-01,689.7090000000001,8313.84,8313.84
2005-12-01,745.186,8982.56,8982.56
2006-01-01,194.08200000000002,2726.0,2726.0
2006-02-01,219.39200000000002,3081.0,3081.0
2006-03-01,289.106,4060.0,4060.0
2006-04-01,239.246,3360.0,3360.0
2006-05-01,315.147,4426.0,4426.0
2006-06-01,405.946,5701.0,5701.0
2006-07-01,726.426,10201.0,10201.0
2006-08-01,645.494,9065.0,9065.0
2006-09-01,379.69300000000004,5332.0,5332.0
2006-10-01,411.28200000000004,5776.0,5776.0
2006-11-01,276.502,3883.0,3883.0
2006-12-01,280.684,3942.0,3942.0
2007-01-01,141.46800000000002,1694.0,1694.0
2007-02-01,227.17700000000002,2720.0,2720.0
2007-03-01,152.375,1824.0,1824.0
2007-04-01,149.529,1790.0,1790.0
2007-05-01,191.258,2290.0,2290.0
2007-06-01,247.591,2964.0,2964.0
2007-07-01,227.709,2726.0,2726.0
2007-08-01,379.627,4545.0,4545.0
2007-09-01,181.005,2167.0,2167.0
2007-10-01,188.346,2255.0,2255.0
2007-11-01,121.673,1457.0,1457.0
2007-12-01,181.24200000000002,2170.0,2170.0
2008-01-01,37.954,821.0,821.0
2008-02-01,28.619,619.0,619.0
2008-03-01,34.838,753.0,753.0
2008-04-01,16.912000000000003,365.0,365.0
2008-05-01,13.892000000000001,300.0,300.0
2008-06-01,38.02,822.0,822.0
2008-07-01,45.787,989.0,989.0
2008-08-01,42.239000000000004,913.0,913.0
2008-09-01,22.68,491.0,491.0
2008-10-01,14.398000000000001,311.0,311.0
2008-11-01,15.178,328.0,328.0
2008-12-01,22.483,486.0,486.0
2009-01-01,187.198,2713.0,2713.0
2009-02-01,135.669,1967.0,1967.0
2009-03-01,153.26,2222.0,2222.0
2009-04-01,92.63600000000001,1343.0,1343.0
2009-05-01,75.86200000000001,1100.0,1100.0
2009-06-01,147.217,2134.0,2134.0
2009-07-01,107.915,1565.0,1565.0
2009-08-01,266.38300000000004,3862.0,3862.0
2009-09-01,202.76600000000002,2940.0,2940.0
2009-10-01,171.294,2483.0,2483.0
2009-11-01,103.976,1508.0,1508.0
2009-12-01,94.824,1375.0,1375.0
