measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2013-09-01,3247.033,23457.0,23457.0
2013-10-01,3020.044,21818.0,21818.0
2013-11-01,3074.81,22214.0,22214.0
2013-12-01,3626.113,26196.0,26196.0
2014-01-01,3881.011,28965.0,28965.0
2014-02-01,3376.371,25199.0,25199.0
2014-03-01,3350.256,25004.0,25004.0
2014-04-01,2884.265,21526.0,21526.0
2014-05-01,3588.271,26781.0,26781.0
2014-06-01,5202.289,38826.0,38826.0
2014-07-01,6085.581,45418.0,45418.0
2014-08-01,5519.6,41195.0,41195.0
2014-09-01,4619.096,34474.0,34474.0
2014-10-01,4362.933,32562.0,32562.0
2014-11-01,4280.896,31950.0,31950.0
2014-12-01,4125.431,30790.0,30790.0
2015-01-01,5036.649,36980.0,36980.0
2015-02-01,4195.362,30804.0,30804.0
2015-03-01,4408.161,32367.0,32367.0
2015-04-01,5005.856,36755.0,36755.0
2015-05-01,6015.921,44172.0,44172.0
2015-06-01,6915.588,50778.0,50778.0
2015-07-01,7207.143,52918.0,52918.0
2015-08-01,7671.459,56327.0,56327.0
2015-09-01,6488.97,47644.0,47644.0
2015-10-01,5554.728,40785.0,40785.0
2015-11-01,6214.09,45627.0,45627.0
2015-12-01,6791.073,49863.0,49863.0
2016-01-01,6281.623,46489.0,46489.0
2016-02-01,5450.325,40336.0,40336.0
2016-03-01,6061.822,44862.0,44862.0
2016-04-01,6772.821,50124.0,50124.0
2016-05-01,6871.166,50851.0,50851.0
2016-06-01,7984.823,59093.0,59093.0
2016-07-01,8240.773,60987.0,60987.0
2016-08-01,7804.851,57761.0,57761.0
2016-09-01,5789.94,42849.0,42849.0
2016-10-01,5084.496,37629.0,37629.0
2016-11-01,4412.764,32657.0,32657.0
2016-12-01,5636.596,41715.0,41715.0
2017-01-01,6637.0,49421.0,49421.0
2017-02-01,6044.0,45014.0,45014.0
2017-03-01,6773.0,50104.0,50104.0
2017-04-01,6590.0,47373.0,47373.0
2017-05-01,6513.0,46966.0,46966.0
2017-06-01,6215.0,44874.0,44874.0
2017-07-01,6460.0,46852.0,46852.0
2017-08-01,6404.0,46678.0,46678.0
2017-09-01,6148.0,44925.0,44925.0
2017-10-01,6344.0,46422.0,46422.0
2017-11-01,6165.0,44966.0,44966.0
2017-12-01,6338.0,46274.0,46274.0
2018-01-01,6281.0,46014.0,46014.0
2018-02-01,5652.0,42643.0,42643.0
2018-03-01,6295.0,47450.0,47450.0
2018-04-01,6179.0,46153.0,46153.0
2018-05-01,6425.0,47986.0,47986.0
2018-06-01,6032.0,45293.0,45293.0
2018-07-01,6293.0,47074.0,47074.0
2018-08-01,6305.0,47527.0,47527.0
2018-09-01,6191.0,46305.0,46305.0
2018-10-01,6527.0,48479.0,48479.0
2018-11-01,6527.0,48771.0,48771.0
2018-12-01,6521.0,48854.0,48854.0
2019-01-01,6343.0,47483.0,47483.0
2019-02-01,5661.0,42552.0,42552.0
2019-03-01,6178.0,46637.0,46637.0
2019-04-01,6110.0,46376.0,46376.0
2019-05-01,5942.0,44978.0,44978.0
2019-06-01,5868.0,447115.0,447115.0
2019-07-01,6015.0,46525.0,46525.0
2019-08-01,6066.0,46934.0,46934.0
2019-09-01,5835.06,45485.0,45485.0
2019-10-01,6091.0,46796.0,46796.0
2019-11-01,5917.0,45003.0,45003.0
2019-12-01,6039.0,46055.0,46055.0
2020-01-01,6080.0,46139.0,46139.0
2020-02-01,5973.0,45596.0,45596.0
2020-03-01,5716.0,43300.0,43300.0
2020-04-01,5760.0,44730.0,44730.0
2020-05-01,5677.0,43807.0,43807.0
2020-06-01,5610.0,44730.0,44730.0
2020-07-01,3297.0,26580.0,26580.0
2020-08-01,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0
