measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2024-01-01,117.0,399.0,399.0
2024-02-01,245.0,836.0,836.0
2024-03-01,463.0,1580.0,1580.0
2024-04-01,648.0,2211.0,2211.0
2024-05-01,834.0,2846.0,2846.0
2024-06-01,867.0,2958.0,2958.0
2024-07-01,995.0,3395.0,3395.0
2024-08-01,811.0,2767.0,2767.0
2024-09-01,612.0,2088.0,2088.0
2024-10-01,418.0,1426.0,1426.0
2024-11-01,152.0,519.0,519.0
2024-12-01,126.0,430.0,430.0
