measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,8635.884,88440.09,88440.09
2003-02-01,7591.285000000001,77742.35,77742.35
2003-03-01,7583.14,77658.94,77658.94
2003-04-01,6426.962,65818.52,65818.52
2003-05-01,6998.046,71666.99,71666.99
2003-06-01,7514.635,76957.38,76957.38
2003-07-01,8430.181,86333.48,86333.48
2003-08-01,9054.366,92725.76,92725.76
2003-09-01,7720.76,79068.3,79068.3
2003-10-01,8273.02,84724.0,84724.0
2003-11-01,7936.601000000001,81278.73,81278.73
2003-12-01,8336.95,85378.7,85378.7
2004-01-01,24664.533,247187.95,247187.95
2004-02-01,23922.634,239752.64,239752.64
2004-03-01,24901.76,249565.44,249565.44
2004-04-01,24240.349000000002,242936.78,242936.78
2004-05-01,23935.907,239885.66,239885.66
2004-06-01,25075.726000000002,251308.93,251308.93
2004-07-01,16689.757,167264.74,167264.74
2004-08-01,14564.035,145960.76,145960.76
2004-09-01,18066.52,181062.66,181062.66
2004-10-01,23683.713,237358.17,237358.17
2004-11-01,25968.716,260258.47,260258.47
2004-12-01,26305.352,263632.24,263632.24
2005-01-01,20218.637,202166.16,202166.16
2005-02-01,17480.979,174792.31,174792.31
2005-03-01,19149.683,191477.68,191477.68
2005-04-01,18291.864,182900.35,182900.35
2005-05-01,16546.615,165449.6,165449.6
2005-06-01,18638.199,186363.35,186363.35
2005-07-01,20005.804,200038.03,200038.03
2005-08-01,16927.414,169257.21,169257.21
2005-09-01,14006.498,140050.98,140050.98
2005-10-01,11954.321,119531.26,119531.26
2005-11-01,12793.501,127922.21,127922.21
2005-12-01,15659.484,156579.18,156579.18
2006-01-01,27320.805,270995.0,270995.0
2006-02-01,24635.29,244357.0,244357.0
2006-03-01,21704.039,215282.0,215282.0
2006-04-01,23624.135000000002,234328.0,234328.0
2006-05-01,27931.587,277053.0,277053.0
2006-06-01,27444.604,272223.0,272223.0
2006-07-01,28779.419,285463.0,285463.0
2006-08-01,28571.453999999998,283400.0,283400.0
2006-09-01,18546.254,183960.0,183960.0
2006-10-01,16349.835,162174.0,162174.0
2006-11-01,19151.059,189959.0,189959.0
2006-12-01,20279.519,201153.0,201153.0
2007-01-01,29432.352,290909.0,290909.0
2007-02-01,20499.985,202622.0,202622.0
2007-03-01,29604.194000000003,292608.0,292608.0
2007-04-01,23094.035,228261.0,228261.0
2007-05-01,19567.504,193405.0,193405.0
2007-06-01,11945.46,118069.0,118069.0
2007-07-01,10852.611,107267.0,107267.0
2007-08-01,6595.688,65192.0,65192.0
2007-09-01,8126.616,80323.0,80323.0
2007-10-01,9259.883,91525.0,91525.0
2007-11-01,17402.666,172008.0,172008.0
2007-12-01,23372.006,231009.0,231009.0
2008-01-01,27364.157,269646.0,269646.0
2008-02-01,22068.510000000002,217463.0,217463.0
2008-03-01,31999.665,315325.0,315325.0
2008-04-01,26409.798000000003,260242.0,260242.0
2008-05-01,35583.924,350644.0,350644.0
2008-06-01,14316.887,141079.0,141079.0
2008-07-01,14408.442,141981.0,141981.0
2008-08-01,8770.279,86422.0,86422.0
2008-09-01,8578.577000000001,84533.0,84533.0
2008-10-01,7222.7390000000005,71173.0,71173.0
2008-11-01,11732.322,115610.0,115610.0
2008-12-01,25114.7,247480.0,247480.0
2009-01-01,26248.354,256184.0,256184.0
2009-02-01,22300.037,217648.0,217648.0
2009-03-01,28881.544,281884.0,281884.0
2009-04-01,28106.134,274316.0,274316.0
2009-05-01,31474.162,307188.0,307188.0
2009-06-01,26169.078,255410.0,255410.0
2009-07-01,15450.807,150800.0,150800.0
2009-08-01,17987.905,175562.0,175562.0
2009-09-01,9580.114,93502.0,93502.0
2009-10-01,24930.558,243322.0,243322.0
2009-11-01,19923.359,194452.0,194452.0
2009-12-01,31320.948,305692.0,305692.0
2010-01-01,31741.297,309668.0,309668.0
2010-02-01,30016.464,292841.0,292841.0
2010-03-01,37081.006,361762.0,361762.0
2010-04-01,26263.502,256227.0,256227.0
2010-05-01,33207.146,323969.0,323969.0
2010-06-01,21436.628,209136.0,209136.0
2010-07-01,12723.833,124134.0,124134.0
2010-08-01,10746.956,104847.0,104847.0
2010-09-01,7936.454000000001,77428.0,77428.0
2010-10-01,10962.22,106947.0,106947.0
2010-11-01,17386.093,169619.0,169619.0
2010-12-01,23392.401,228216.0,228216.0
2011-01-01,19049.681,185087.0,185087.0
2011-02-01,28173.495,273734.0,273734.0
2011-03-01,28612.4,277998.0,277998.0
2011-04-01,25012.017,243017.0,243017.0
2011-05-01,30754.902,298815.0,298815.0
2011-06-01,16547.569,160776.0,160776.0
2011-07-01,10403.407,101080.0,101080.0
2011-08-01,6687.869,64979.0,64979.0
2011-09-01,15217.47,147853.0,147853.0
2011-10-01,17969.843,174595.0,174595.0
2011-11-01,19037.053,184964.0,184964.0
2011-12-01,27904.294,271118.0,271118.0
2012-01-01,27650.307,263120.0,263120.0
2012-02-01,26946.957,256427.0,256427.0
2012-03-01,30580.808,291007.0,291007.0
2012-04-01,21001.64,199852.0,199852.0
2012-05-01,27710.706,263695.0,263695.0
2012-06-01,11130.334,105916.0,105916.0
2012-07-01,9878.702,94006.0,94006.0
2012-08-01,9069.837,86309.0,86309.0
2012-09-01,11001.892,104694.0,104694.0
2012-10-01,11069.935,105342.0,105342.0
2012-11-01,17398.112,165560.0,165560.0
2012-12-01,19997.77,190299.0,190299.0
2013-01-01,27301.991,260488.0,260488.0
2013-02-01,25814.958,246301.0,246301.0
2013-03-01,32310.37,308273.0,308273.0
2013-04-01,26265.973,250604.0,250604.0
2013-05-01,30801.974,293882.0,293882.0
2013-06-01,25956.856,247654.0,247654.0
2013-07-01,25032.67,238837.0,238837.0
2013-08-01,23697.032,226093.0,226093.0
2013-09-01,20191.509,192647.0,192647.0
2013-10-01,15402.306,146953.0,146953.0
2013-11-01,16035.046,152990.0,152990.0
2013-12-01,27423.315,261646.0,261646.0
2014-01-01,33833.602,321758.0,321758.0
2014-02-01,32449.012,308590.0,308590.0
2014-03-01,37261.867,354360.0,354360.0
2014-04-01,29002.935,275818.0,275818.0
2014-05-01,29585.198,281355.0,281355.0
2014-06-01,15899.975,151209.0,151209.0
2014-07-01,8796.291,83653.0,83653.0
2014-08-01,16534.193,157240.0,157240.0
2014-09-01,16997.331,161645.0,161645.0
2014-10-01,21780.869,207136.0,207136.0
2014-11-01,29271.985,278377.0,278377.0
2014-12-01,32593.742,309966.0,309966.0
2015-01-01,23565.974,219611.0,219611.0
2015-02-01,20554.722,191549.0,191549.0
2015-03-01,32719.478,304913.0,304913.0
2015-04-01,29898.339,278623.0,278623.0
2015-05-01,20438.988,190471.0,190471.0
2015-06-01,16942.577,157888.0,157888.0
2015-07-01,29838.774,278068.0,278068.0
2015-08-01,10578.425,98580.0,98580.0
2015-09-01,8560.018,79771.0,79771.0
2015-10-01,17703.955,164983.0,164983.0
2015-11-01,25442.413,237098.0,237098.0
2015-12-01,25035.337,233304.0,233304.0
2016-01-01,26204.729,241922.0,241922.0
2016-02-01,28169.641,260062.0,260062.0
2016-03-01,27939.223,257935.0,257935.0
2016-04-01,21050.719,194340.0,194340.0
2016-05-01,35868.848,331141.0,331141.0
2016-06-01,24117.185,222650.0,222650.0
2016-07-01,24038.376,221922.0,221922.0
2016-08-01,18464.527,170465.0,170465.0
2016-09-01,9304.711,85901.0,85901.0
2016-10-01,19508.828,180106.0,180106.0
2016-11-01,16699.639,154171.0,154171.0
2016-12-01,30962.574,285846.0,285846.0
2017-01-01,29738.074,273977.0,273977.0
2017-02-01,25096.663,231216.0,231216.0
2017-03-01,26794.81,246861.0,246861.0
2017-04-01,32631.895,300638.0,300638.0
2017-05-01,33454.433,308216.0,308216.0
2017-06-01,26978.226,248550.0,248550.0
2017-07-01,23236.812,214081.0,214081.0
2017-08-01,19015.927,175194.0,175194.0
2017-09-01,13466.034,124063.0,124063.0
2017-10-01,13642.38,125687.0,125687.0
