measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1757.044,21262.0,21262.0
2003-02-01,1550.563,18764.0,18764.0
2003-03-01,1595.477,19307.0,19307.0
2003-04-01,1432.873,17339.0,17339.0
2003-05-01,1462.2330000000002,17695.0,17695.0
2003-06-01,1550.7520000000002,18766.0,18766.0
2003-07-01,1793.4640000000002,21703.0,21703.0
2003-08-01,1901.5,23010.0,23010.0
2003-09-01,1593.412,19282.0,19282.0
2003-10-01,1494.6670000000001,18087.0,18087.0
2003-11-01,1489.674,18027.0,18027.0
2003-12-01,1653.3410000000001,20007.0,20007.0
2004-01-01,1690.333,12361.0,12361.0
2004-02-01,1690.333,12361.0,12361.0
2004-03-01,1690.333,12361.0,12361.0
2004-04-01,1690.333,12361.0,12361.0
2004-05-01,1690.333,12361.0,12361.0
2004-06-01,1690.333,12361.0,12361.0
2004-07-01,1690.333,12361.0,12361.0
2004-08-01,1690.333,12361.0,12361.0
2004-09-01,1690.333,12361.0,12361.0
2004-10-01,1690.333,12361.0,12361.0
2004-11-01,1690.333,12361.0,12361.0
2004-12-01,1690.333,12361.0,12361.0
2005-01-01,1845.27,19559.84,19559.84
2005-02-01,1646.126,17448.92,17448.92
2005-03-01,1880.103,19929.08,19929.08
2005-04-01,1876.217,19887.88,19887.88
2005-05-01,2062.628,21863.84,21863.84
2005-06-01,2043.468,21660.74,21660.74
2005-07-01,2115.902,22428.54,22428.54
2005-08-01,2106.338,22327.17,22327.17
2005-09-01,1984.1570000000002,21032.04,21032.04
2005-10-01,2002.8590000000002,21230.29,21230.29
2005-11-01,2017.217,21382.49,21382.49
2005-12-01,2021.7160000000001,21430.17,21430.17
2006-01-01,2464.147,26120.0,26120.0
2006-02-01,2277.246,24139.0,24139.0
2006-03-01,2511.956,26627.0,26627.0
2006-04-01,1848.191,19591.0,19591.0
2006-05-01,2259.572,23951.0,23951.0
2006-06-01,2366.99,25090.0,25090.0
2006-07-01,2456.543,26039.0,26039.0
2006-08-01,2441.77,25883.0,25883.0
2006-09-01,2335.6110000000003,24757.0,24757.0
2006-10-01,2423.601,25690.0,25690.0
2006-11-01,2447.8070000000002,25947.0,25947.0
2006-12-01,2358.5660000000003,25001.0,25001.0
2007-01-01,1902.644,22321.0,22321.0
2007-02-01,1739.585,20408.0,20408.0
2007-03-01,1855.497,21768.0,21768.0
2007-04-01,2229.789,26159.0,26159.0
2007-05-01,2691.289,31573.0,31573.0
2007-06-01,2627.828,30828.0,30828.0
2007-07-01,2674.905,31381.0,31381.0
2007-08-01,2671.9680000000003,31346.0,31346.0
2007-09-01,2477.906,29070.0,29070.0
2007-10-01,2975.021,34901.0,34901.0
2007-11-01,2045.1760000000002,23993.0,23993.0
2007-12-01,1854.391,21755.0,21755.0
2008-01-01,2350.174,28470.0,28470.0
2008-02-01,2314.565,28038.0,28038.0
2008-03-01,1442.152,17470.0,17470.0
2008-04-01,2599.435,31489.0,31489.0
2008-05-01,2652.848,32136.0,32136.0
2008-06-01,2581.63,31273.0,31273.0
2008-07-01,2546.022,30842.0,30842.0
2008-08-01,2652.848,32136.0,32136.0
2008-09-01,2670.652,32352.0,32352.0
2008-10-01,2599.435,31489.0,31489.0
2008-11-01,2492.609,30195.0,30195.0
2008-12-01,2581.63,31273.0,31273.0
2009-01-01,2977.185,34930.0,34930.0
2009-02-01,2332.5530000000003,27367.0,27367.0
2009-03-01,2222.2870000000003,26074.0,26074.0
2009-04-01,1976.308,23188.0,23188.0
2009-05-01,2544.603,29855.0,29855.0
2009-06-01,2137.467,25078.0,25078.0
2009-07-01,2570.049,30154.0,30154.0
2009-08-01,2493.7110000000002,29258.0,29258.0
2009-09-01,2069.611,24282.0,24282.0
2009-10-01,2968.704,34831.0,34831.0
2009-11-01,3350.3940000000002,39309.0,39309.0
2009-12-01,3240.128,38016.0,38016.0
2010-01-01,2552.9,31113.0,31113.0
2010-02-01,2327.3920000000003,28365.0,28365.0
2010-03-01,2626.436,32010.0,32010.0
2010-04-01,2313.2980000000002,28194.0,28194.0
2010-05-01,2742.254,33422.0,33422.0
2010-06-01,2661.978,32443.0,32443.0
2010-07-01,2480.591,30233.0,30233.0
2010-08-01,2555.3520000000003,31144.0,31144.0
