measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,1812.0590000000002,13647.0,28566.0
2003-02-01,1671.8870000000002,12591.0,26356.0
2003-03-01,1843.054,13881.0,29055.0
2003-04-01,1742.949,13127.0,27477.0
2003-05-01,1995.6470000000002,15030.0,31460.0
2003-06-01,2079.265,15659.0,32778.0
2003-07-01,2669.587,20105.0,42084.0
2003-08-01,2507.983,18888.0,39537.0
2003-09-01,2291.822,17260.0,36129.0
2003-10-01,2156.806,16243.0,34001.0
2003-11-01,1825.736,13750.0,28782.0
2003-12-01,1938.485,14599.0,30559.0
2004-01-01,2212.464,12061.04,40434.51
2004-02-01,2001.245,10909.61,36574.32
2004-03-01,1983.9830000000002,10815.5,36258.85
2004-04-01,1874.1370000000002,10216.69,34251.33
2004-05-01,2059.688,11228.2,37642.42
2004-06-01,1876.833,10231.38,34300.6
2004-07-01,2111.65,11511.47,38592.07
2004-08-01,2106.655,11484.24,38500.78
2004-09-01,2051.891,11185.69,37499.92
2004-10-01,1854.943,10112.05,33900.54
2004-11-01,2005.295,10931.68,36648.33
2004-12-01,2043.695,11141.02,37350.13
2005-01-01,1570.688,8562.46,23944.42
2005-02-01,1417.71,7728.52,21612.33
2005-03-01,1529.996,8340.64,23324.08
2005-04-01,1537.345,8380.69,23436.11
2005-05-01,1688.475,9204.56,25740.01
2005-06-01,2168.7470000000003,11822.73,33061.55
2005-07-01,2777.121,15139.22,42335.93
2005-08-01,2877.982,15689.05,43873.5
2005-09-01,2170.612,11832.9,33089.98
2005-10-01,1684.815,9184.61,25684.22
2005-11-01,1503.257,8194.87,22916.46
2005-12-01,1715.172,9350.1,26147.01
2006-01-01,1948.442,10621.75,30719.43
2006-02-01,1717.892,9364.93,27084.54
2006-03-01,1902.798,10372.93,29999.79
2006-04-01,1812.989,9883.34,28583.86
2006-05-01,2113.188,11519.85,33316.85
2006-06-01,2239.878,12210.49,35314.25
2006-07-01,2522.004,13748.47,39762.29
2006-08-01,2605.3830000000003,14203.01,41076.86
2006-09-01,2121.398,11564.61,33446.28
2006-10-01,2223.835,12123.03,35061.31
2006-11-01,1878.51,10240.52,29616.86
2006-12-01,2106.543,11483.63,33212.07
2007-01-01,1787.578,9646.0,27317.0
2007-02-01,1626.001,8775.0,24849.0
2007-03-01,1504.0910000000001,8117.0,22986.0
2007-04-01,1497.131,8079.0,22879.0
2007-05-01,1669.9270000000001,9012.0,25520.0
2007-06-01,1974.4160000000002,10655.0,30173.0
2007-07-01,2689.585,14514.0,41101.0
2007-08-01,2981.6780000000003,16091.0,45565.0
2007-09-01,2349.623,12679.0,35907.0
2007-10-01,2226.7470000000003,12016.0,34029.0
2007-11-01,2117.072,11424.0,32353.0
2007-12-01,2359.152,12731.0,36053.0
2008-01-01,2189.185,11813.0,34708.0
2008-02-01,1834.332,9899.0,29082.0
2008-03-01,1721.5140000000001,9290.0,27293.0
2008-04-01,1958.3690000000001,10568.0,31049.0
2008-05-01,1556.604,8400.0,24679.0
2008-06-01,1703.7130000000002,9194.0,27011.0
2008-07-01,2231.54,12042.0,35380.0
2008-08-01,2610.6620000000003,14088.0,41390.0
2008-09-01,2351.375,12689.0,37280.0
2008-10-01,2192.103,11829.0,34754.0
2008-11-01,1909.048,10302.0,30267.0
2008-12-01,2135.5550000000003,11524.0,33858.0
2009-01-01,1838.59,9921.0,29160.0
2009-02-01,1691.717,9129.0,26831.0
2009-03-01,1574.135,8494.0,24965.0
2009-04-01,1352.213,7297.0,21445.0
2009-05-01,1373.813,7413.0,21789.0
2009-06-01,1273.278,6871.0,20194.0
2009-07-01,2329.848,12572.0,36951.0
2009-08-01,2389.074,12892.0,37890.0
2009-09-01,2503.567,13510.0,39706.0
2009-10-01,1957.7530000000002,10564.0,31049.0
2009-11-01,1787.8490000000002,9648.0,28355.0
2009-12-01,2052.163,11074.0,32547.0
2010-01-01,2276.108,12307.0,34282.0
2010-02-01,2101.378,11362.0,31653.0
2010-03-01,2237.812,12100.0,33708.0
2010-04-01,1884.921,10192.0,28393.0
2010-05-01,1372.909,7423.0,20681.0
2010-06-01,1281.565,6930.0,19305.0
2010-07-01,2115.701,11440.0,31869.0
2010-08-01,2497.313,13503.0,37617.0
2010-09-01,2314.123,12513.0,34857.0
2010-10-01,2597.9610000000002,14048.0,39133.0
2010-11-01,2187.731,11829.0,32954.0
2010-12-01,2049.478,11082.0,30871.0
2011-01-01,2029.88,10954.0,33365.0
2011-02-01,2001.63,10802.0,32900.0
2011-03-01,1592.16,8592.0,26169.0
2011-04-01,1356.626,7321.0,22298.0
2011-05-01,1210.421,6532.0,19895.0
2011-06-01,1347.044,7269.0,22141.0
2011-07-01,2159.637,11654.0,35497.0
2011-08-01,2651.515,14309.0,43581.0
2011-09-01,2691.7,14526.0,44242.0
2011-10-01,2155.805,11634.0,35434.0
2011-11-01,2125.355,11469.0,34933.0
2011-12-01,2765.227,14923.0,45451.0
2012-01-01,1678.887,9060.0,26061.0
2012-02-01,1678.759,9059.0,26058.0
2012-03-01,1596.701,8616.0,24785.0
2012-04-01,1479.384,7983.0,22963.0
2012-05-01,1469.058,7928.0,22803.0
2012-06-01,1555.247,8393.0,24141.0
2012-07-01,1839.363,9926.0,28552.0
2012-08-01,2422.033,13070.0,37595.0
2012-09-01,2200.276,11874.0,34153.0
2012-10-01,2036.003,10987.0,31603.0
2012-11-01,1757.923,9486.0,27287.0
2012-12-01,1658.366,8949.0,25741.0
2013-01-01,1839.892,9929.0,27579.0
2013-02-01,1694.838,9146.0,25405.0
2013-03-01,1634.566,8821.0,24502.0
2013-04-01,1406.554,7590.0,21084.0
2013-05-01,1485.428,8016.0,22267.0
2013-06-01,1757.367,9483.0,26342.0
2013-07-01,2229.901,12033.0,33425.0
2013-08-01,2274.192,12272.0,34089.0
2013-09-01,2268.508,12242.0,34004.0
2013-10-01,1968.338,10622.0,29505.0
2013-11-01,1941.509,10477.0,29102.0
2013-12-01,2260.907,12201.0,33890.0
2014-01-01,1967.461,10618.0,31638.0
2014-02-01,1837.268,9915.0,29545.0
2014-03-01,1594.345,8604.0,25638.0
2014-04-01,1516.004,8181.0,24378.0
2014-05-01,1528.645,8249.0,24582.0
2014-06-01,1506.977,8132.0,24233.0
2014-07-01,2132.193,11507.0,34286.0
2014-08-01,2200.955,11878.0,35392.0
2014-09-01,2302.244,12424.0,37021.0
2014-10-01,2271.139,12256.0,36521.0
2014-11-01,1641.352,8858.0,26394.0
2014-12-01,1785.417,9635.0,28710.0
2015-01-01,1515.466,8178.0,25041.0
2015-02-01,1122.159,6056.0,18541.0
2015-03-01,1314.642,7094.0,21722.0
2015-04-01,1261.555,6808.0,20845.0
2015-05-01,1231.609,6646.0,20350.0
2015-06-01,1731.856,9346.0,28615.0
2015-07-01,1953.314,10541.0,32275.0
2015-08-01,2060.386,11118.0,34044.0
2015-09-01,2046.151,11042.0,33809.0
2015-10-01,1971.054,10636.0,32568.0
2015-11-01,1453.305,7842.0,24013.0
2015-12-01,1554.503,8389.0,25686.0
2016-01-01,1963.974,9025.0,32056.0
2016-02-01,1558.662,7162.0,25439.0
2016-03-01,1212.22,5570.0,19786.0
2016-04-01,1159.278,5327.0,18920.0
2016-05-01,1251.379,5750.0,20424.0
2016-06-01,1903.759,8748.0,31072.0
2016-07-01,2245.513,10319.0,36650.0
