measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-06-01,8.303,59.0,59.0
2023-07-01,12.693,106.0,106.0
2023-08-01,4.576,35.0,35.0
2023-09-01,2.813,24.0,24.0
2023-10-01,5.62,47.0,47.0
2023-11-01,3.994,35.0,35.0
2023-12-01,4.001,35.0,35.0
2024-01-01,10.992,88.0,88.0
2024-02-01,9.479,76.0,76.0
2024-03-01,7.617,58.0,58.0
2024-04-01,8.418,70.0,70.0
2024-05-01,10.081,82.0,82.0
2024-06-01,10.941,88.0,88.0
2024-07-01,8.355,70.0,70.0
2024-08-01,7.499,58.0,58.0
2024-09-01,10.816,88.0,88.0
2024-10-01,8.927,70.0,70.0
2024-11-01,12.189,99.0,99.0
2024-12-01,8.686,70.0,70.0
