measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,19.621,277.0,277.0
2021-02-01,19.079,269.0,269.0
2021-03-01,14.87,209.0,209.0
2021-04-01,16.939,238.0,238.0
2021-05-01,19.388,272.0,272.0
2021-06-01,26.391,371.0,371.0
2021-07-01,29.074,409.0,409.0
2021-08-01,29.649,416.0,416.0
2021-09-01,25.054,353.0,353.0
2021-10-01,21.2,298.0,298.0
2021-11-01,17.437,245.0,245.0
2021-12-01,18.298,257.0,257.0
2022-01-01,18.526,286.0,286.0
2022-02-01,16.492,256.0,256.0
2022-03-01,13.133,203.0,203.0
2022-04-01,13.69,212.0,212.0
2022-05-01,20.224,313.0,313.0
2022-06-01,24.618,380.0,380.0
2022-07-01,29.01,449.0,449.0
2022-08-01,29.161,451.0,451.0
2022-09-01,24.581,380.0,380.0
2022-10-01,18.998,294.0,294.0
2022-11-01,17.806,276.0,276.0
2022-12-01,19.761,306.0,306.0
2023-01-01,20.608,318.0,318.0
2023-02-01,19.436,301.0,301.0
2023-03-01,19.182,296.0,296.0
2023-04-01,18.525,287.0,287.0
2023-05-01,26.449,409.0,409.0
2023-06-01,30.553,473.0,473.0
2023-07-01,33.507,518.0,518.0
2023-08-01,36.88,571.0,571.0
2023-09-01,31.069,481.0,481.0
2023-10-01,22.934,355.0,355.0
2023-11-01,21.263,329.0,329.0
2023-12-01,22.594,349.0,349.0
2024-01-01,19.355,320.0,320.0
2024-02-01,13.363,223.0,223.0
2024-03-01,15.164,253.0,253.0
2024-04-01,14.247,238.0,238.0
2024-05-01,19.035,318.0,318.0
2024-06-01,21.475,359.0,359.0
2024-07-01,23.213,388.0,388.0
2024-08-01,26.229,438.0,438.0
2024-09-01,21.763,364.0,364.0
2024-10-01,18.852,314.0,314.0
2024-11-01,15.103,252.0,252.0
2024-12-01,16.201,270.0,270.0
