measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2014-01-01,6.832,67.0,67.0,0.0,0.0,0.0,1478.309,13013.0,13013.0
2014-02-01,2.043,17.0,17.0,0.0,0.0,0.0,1617.089,14237.0,14237.0
2014-03-01,2.291,22.0,22.0,0.0,0.0,0.0,1710.036,15055.0,15055.0
2014-04-01,0.022,0.0,0.0,0.0,0.0,0.0,2138.839,18830.0,18830.0
2014-05-01,0.007,0.0,0.0,0.0,0.0,0.0,1973.874,17378.0,17378.0
2014-06-01,0.06,0.0,0.0,0.0,0.0,0.0,2200.62,19374.0,19374.0
2014-07-01,0.097,0.0,0.0,0.0,0.0,0.0,2749.839,24209.0,24209.0
2014-08-01,0.235,0.0,0.0,0.0,0.0,0.0,2617.69,23046.0,23046.0
2014-09-01,0.091,0.0,0.0,0.0,0.0,0.0,1978.944,17422.0,17422.0
2014-10-01,0.033,0.0,0.0,0.0,0.0,0.0,1731.166,15241.0,15241.0
2014-11-01,0.11,0.0,0.0,0.0,0.0,0.0,2096.145,18454.0,18454.0
2014-12-01,0.304,0.0,0.0,0.0,0.0,0.0,2445.324,21528.0,21528.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3473.299,31384.0,31384.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2431.102,21968.0,21968.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2730.389,24673.0,24673.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2900.704,26212.0,26212.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2765.702,24992.0,24992.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2982.208,26948.0,26948.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3580.858,32358.0,32358.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3843.365,34730.0,34730.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3351.418,30284.0,30284.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3340.122,30182.0,30182.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3206.144,28972.0,28972.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3653.689,33016.0,33016.0
2016-01-01,0.0,0.0,0.0,9.103,85.0,85.0,3488.331,30681.0,30681.0
2016-02-01,0.0,0.0,0.0,5.107,45.0,45.0,3196.8,28118.0,28118.0
2016-03-01,0.0,0.0,0.0,1.421,11.0,11.0,2933.884,25806.0,25806.0
2016-04-01,0.0,0.0,0.0,3.223,28.0,28.0,3728.357,32794.0,32794.0
2016-05-01,0.0,0.0,0.0,18.084,159.0,159.0,3350.502,29470.0,29470.0
2016-06-01,0.0,0.0,0.0,3.342,28.0,28.0,3016.495,26532.0,26532.0
2016-07-01,0.0,0.0,0.0,18.725,164.0,164.0,3661.868,32209.0,32209.0
2016-08-01,0.0,0.0,0.0,34.475,301.0,301.0,3929.845,34566.0,34566.0
2016-09-01,0.0,0.0,0.0,5.493,51.0,51.0,3234.827,28453.0,28453.0
2016-10-01,0.0,0.0,0.0,0.765,6.0,6.0,3179.585,27967.0,27967.0
2016-11-01,0.0,0.0,0.0,5.179,45.0,45.0,3243.686,28531.0,28531.0
2016-12-01,0.0,0.0,0.0,20.141,176.0,176.0,3114.762,27397.0,27397.0
2017-01-01,0.0,0.0,0.0,4.562,45.0,45.0,3260.581,29875.0,29875.0
2017-02-01,0.0,0.0,0.0,8.272,74.0,74.0,2608.479,23900.0,23900.0
2017-03-01,0.0,0.0,0.0,53.272,488.0,488.0,2467.972,22612.0,22612.0
2017-04-01,0.0,0.0,0.0,9.379,85.0,85.0,2242.463,20546.0,20546.0
2017-05-01,0.0,0.0,0.0,10.988,102.0,102.0,2026.566,18568.0,18568.0
2017-06-01,0.0,0.0,0.0,9.751,91.0,91.0,2375.329,21764.0,21764.0
2017-07-01,0.0,0.0,0.0,12.119,113.0,113.0,3239.703,29683.0,29683.0
2017-08-01,0.0,0.0,0.0,10.696,96.0,96.0,3230.648,29600.0,29600.0
2017-09-01,0.0,0.0,0.0,12.548,113.0,113.0,2389.713,21895.0,21895.0
2017-10-01,0.0,0.0,0.0,9.515,85.0,85.0,2837.791,26001.0,26001.0
2017-11-01,0.0,0.0,0.0,19.34,176.0,176.0,3182.033,29155.0,29155.0
2017-12-01,0.0,0.0,0.0,94.519,868.0,868.0,3213.761,29446.0,29446.0
2018-01-01,0.0,0.0,0.0,141.342,1321.0,1321.0,1219.325,11355.0,11355.0
2018-02-01,0.0,0.0,0.0,5.44,51.0,51.0,1195.669,11137.0,11137.0
2018-03-01,0.0,0.0,0.0,6.04,57.0,57.0,1414.509,13175.0,13175.0
2018-04-01,0.0,0.0,0.0,4.63,45.0,45.0,1195.76,11138.0,11138.0
2018-05-01,0.0,0.0,0.0,5.135,45.0,45.0,1121.486,10446.0,10446.0
2018-06-01,0.0,0.0,0.0,4.419,40.0,40.0,1523.6,14191.0,14191.0
2018-07-01,0.0,0.0,0.0,6.09,57.0,57.0,1834.688,17089.0,17089.0
2018-08-01,0.0,0.0,0.0,10.97,102.0,102.0,1918.226,17867.0,17867.0
2018-09-01,0.0,0.0,0.0,5.395,51.0,51.0,1590.588,14815.0,14815.0
2018-10-01,0.0,0.0,0.0,4.885,45.0,45.0,1587.523,14787.0,14787.0
2018-11-01,0.0,0.0,0.0,10.504,96.0,96.0,1680.19,15650.0,15650.0
2018-12-01,0.0,0.0,0.0,5.777,51.0,51.0,1753.809,16335.0,16335.0
2019-01-01,0.0,0.0,0.0,202.572,1950.0,1950.0,783.926,7553.0,7553.0
2019-02-01,0.0,0.0,0.0,126.713,1219.0,1219.0,700.518,6749.0,6749.0
2019-03-01,0.0,0.0,0.0,132.075,1270.0,1270.0,706.6,6807.0,6807.0
2019-04-01,0.0,0.0,0.0,102.587,987.0,987.0,772.096,7438.0,7438.0
2019-05-01,0.0,0.0,0.0,52.456,505.0,505.0,735.944,7090.0,7090.0
2019-06-01,0.0,0.0,0.0,63.89,618.0,618.0,804.847,7754.0,7754.0
2019-07-01,0.0,0.0,0.0,86.872,839.0,839.0,1078.854,10394.0,10394.0
2019-08-01,0.0,0.0,0.0,165.684,1599.0,1599.0,986.343,9503.0,9503.0
2019-09-01,0.0,0.0,0.0,79.812,771.0,771.0,794.299,7652.0,7652.0
2019-10-01,0.0,0.0,0.0,125.54,1208.0,1208.0,659.276,6352.0,6352.0
2019-11-01,0.0,0.0,0.0,173.514,1673.0,1673.0,830.12,7997.0,7997.0
2019-12-01,0.0,0.0,0.0,196.7,1894.0,1894.0,1031.762,9940.0,9940.0
2020-01-01,0.0,0.0,0.0,5.612,62.0,62.0,1604.057,17177.0,17177.0
2020-02-01,0.0,0.0,0.0,5.991,62.0,62.0,1503.096,16096.0,16096.0
2020-03-01,0.0,0.0,0.0,4.656,51.0,51.0,1362.237,14587.0,14587.0
2020-04-01,0.0,0.0,0.0,5.172,57.0,57.0,1394.599,14934.0,14934.0
2020-05-01,0.0,0.0,0.0,3.619,40.0,40.0,1236.453,13240.0,13240.0
2020-06-01,0.0,0.0,0.0,3.515,40.0,40.0,1653.082,17702.0,17702.0
2020-07-01,0.0,0.0,0.0,4.176,45.0,45.0,1987.142,21279.0,21279.0
2020-08-01,0.0,0.0,0.0,3.94,40.0,40.0,1770.443,18958.0,18958.0
2020-09-01,0.0,0.0,0.0,4.468,45.0,45.0,1560.577,16711.0,16711.0
2020-10-01,0.0,0.0,0.0,7.013,74.0,74.0,1273.863,13641.0,13641.0
2020-11-01,0.0,0.0,0.0,7.063,74.0,74.0,1424.134,15250.0,15250.0
2020-12-01,0.0,0.0,0.0,39.555,425.0,425.0,1606.537,17203.0,17203.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,570.751,6079.0,6079.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,525.842,5602.0,5602.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,586.912,6253.0,6253.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,450.445,4799.0,4799.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,503.501,5364.0,5364.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,646.989,6893.0,6893.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,659.005,7021.0,7021.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,708.756,7551.0,7551.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,596.348,6353.0,6353.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,514.013,5476.0,5476.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,707.214,7534.0,7534.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,610.224,6501.0,6501.0
2022-01-01,0.0,0.0,0.0,4.274,46.0,46.0,1502.923,15222.0,15222.0
2022-02-01,0.0,0.0,0.0,3.688,40.0,40.0,1296.871,13136.0,13136.0
2022-03-01,0.0,0.0,0.0,4.153,40.0,40.0,1460.299,14791.0,14791.0
2022-04-01,0.0,0.0,0.0,4.195,40.0,40.0,1475.044,14940.0,14940.0
2022-05-01,0.0,0.0,0.0,15.055,154.0,154.0,5294.166,53624.0,53624.0
2022-06-01,0.0,0.0,0.0,9.843,97.0,97.0,3461.468,35060.0,35060.0
2022-07-01,0.0,0.0,0.0,24.265,245.0,245.0,8532.818,86427.0,86427.0
2022-08-01,0.0,0.0,0.0,27.435,279.0,279.0,9647.691,97719.0,97719.0
2022-09-01,0.0,0.0,0.0,7.194,74.0,74.0,2529.831,25624.0,25624.0
2022-10-01,0.0,0.0,0.0,9.261,91.0,91.0,3256.568,32985.0,32985.0
2022-11-01,0.0,0.0,0.0,6.18,63.0,63.0,2173.378,22014.0,22014.0
2022-12-01,0.0,0.0,0.0,6.574,68.0,68.0,2311.826,23416.0,23416.0
2023-01-01,0.0,0.0,0.0,8.931,86.0,86.0,3363.63,33012.0,33012.0
2023-02-01,0.0,0.0,0.0,2.798,29.0,29.0,1053.655,10341.0,10341.0
2023-03-01,0.0,0.0,0.0,4.555,46.0,46.0,1715.548,16837.0,16837.0
2023-04-01,0.0,0.0,0.0,2.934,29.0,29.0,1105.197,10847.0,10847.0
2023-05-01,0.0,0.0,0.0,2.478,23.0,23.0,933.364,9161.0,9161.0
2023-06-01,0.0,0.0,0.0,9.368,91.0,91.0,3528.194,34627.0,34627.0
2023-07-01,0.0,0.0,0.0,13.47,131.0,131.0,5073.362,49792.0,49792.0
2023-08-01,0.0,0.0,0.0,17.136,171.0,171.0,6453.808,63340.0,63340.0
2023-09-01,0.0,0.0,0.0,17.212,171.0,171.0,6482.776,63624.0,63624.0
2023-10-01,0.0,0.0,0.0,11.507,114.0,114.0,4334.0,42536.0,42536.0
2023-11-01,0.0,0.0,0.0,3.475,34.0,34.0,1308.78,12845.0,12845.0
2023-12-01,0.0,0.0,0.0,12.419,120.0,120.0,4677.404,45906.0,45906.0
2024-01-01,0.0,0.0,0.0,2.153,23.0,23.0,1009.518,9782.0,9782.0
2024-02-01,0.0,0.0,0.0,3.383,35.0,35.0,1585.934,15366.0,15366.0
2024-03-01,0.0,0.0,0.0,5.917,58.0,58.0,2773.778,26875.0,26875.0
2024-04-01,0.0,0.0,0.0,6.848,64.0,64.0,3210.256,31104.0,31104.0
2024-05-01,0.0,0.0,0.0,8.068,76.0,76.0,3782.142,36645.0,36645.0
2024-06-01,0.0,0.0,0.0,6.913,64.0,64.0,3240.555,31398.0,31398.0
2024-07-01,0.0,0.0,0.0,19.793,192.0,192.0,9278.644,89901.0,89901.0
2024-08-01,0.0,0.0,0.0,7.965,76.0,76.0,3733.92,36178.0,36178.0
2024-09-01,0.0,0.0,0.0,8.061,76.0,76.0,3779.07,36615.0,36615.0
2024-10-01,0.0,0.0,0.0,12.765,122.0,122.0,5984.048,57979.0,57979.0
2024-11-01,0.0,0.0,0.0,10.61,105.0,105.0,4974.026,48193.0,48193.0
2024-12-01,0.0,0.0,0.0,0.71,6.0,6.0,332.923,3226.0,3226.0
