measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,365.821,2807.0,2807.0,2969.647,22780.0,22780.0
2009-07-01,0.0,0.0,0.0,1134.107,8700.0,8700.0,4809.711,36895.0,36895.0
2009-08-01,0.0,0.0,0.0,2817.496,21611.0,21611.0,5261.196,40358.0,40358.0
2009-09-01,0.0,0.0,0.0,290.289,2227.0,2227.0,3705.1150000000002,28421.0,28421.0
2009-10-01,0.0,0.0,0.0,174.127,1334.0,1334.0,4198.6140000000005,32207.0,32207.0
2009-11-01,0.0,0.0,0.0,277.911,2134.0,2134.0,3329.2180000000003,25538.0,25538.0
2009-12-01,0.0,0.0,0.0,927.8620000000001,7117.0,7117.0,3888.886,29831.0,29831.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,6847.127,61166.0,61166.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,5343.955,47739.0,47739.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4412.7,39419.0,39419.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4157.078,37136.0,37136.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6127.017000000001,54734.0,54734.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,7849.235000000001,70119.0,70119.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10124.328,90443.0,90443.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8635.682,77144.0,77144.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8336.23,74469.0,74469.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,7213.365000000001,64438.0,64438.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,9104.357,81331.0,81331.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6597.926,58941.0,58941.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4641.217,40323.0,40323.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4696.225,40800.0,40800.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4068.143,35344.0,35344.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4192.934,36428.0,36428.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,5023.685,43645.0,43645.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5106.431,44364.0,44364.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,6509.061,56550.0,56550.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6833.793,59371.0,59371.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6686.394,58091.0,58091.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,5967.018,51841.0,51841.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,5772.685,50153.0,50153.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,5614.414,48778.0,48778.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2995.08,28258.0,28258.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2798.743,26404.0,26404.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2974.214,28060.0,28060.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2659.525,25091.0,25091.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2639.919,24906.0,24906.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3357.268,31674.0,31674.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4451.21,41994.0,41994.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4488.665,42348.0,42348.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3877.441,36581.0,36581.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3922.585,37007.0,37007.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4045.911,38171.0,38171.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3495.439,32977.0,32977.0
2013-01-01,1.212,17.0,17.0,0.0,0.0,0.0,1688.148,16272.0,16272.0
2013-02-01,0.867,6.0,6.0,0.0,0.0,0.0,1608.469,15505.0,15505.0
2013-03-01,0.037,0.0,0.0,0.0,0.0,0.0,1723.201,16611.0,16611.0
2013-04-01,0.018,0.0,0.0,0.0,0.0,0.0,1622.452,15641.0,15641.0
2013-05-01,0.016,0.0,0.0,0.0,0.0,0.0,1853.538,17868.0,17868.0
2013-06-01,0.068,0.0,0.0,0.0,0.0,0.0,1623.78,15653.0,15653.0
2013-07-01,0.503,6.0,6.0,0.0,0.0,0.0,2143.693,20665.0,20665.0
2013-08-01,0.093,0.0,0.0,0.0,0.0,0.0,1901.767,18333.0,18333.0
2013-09-01,0.059,0.0,0.0,0.0,0.0,0.0,1770.881,17071.0,17071.0
2013-10-01,0.009,0.0,0.0,0.0,0.0,0.0,1587.38,15303.0,15303.0
2013-11-01,0.059,0.0,0.0,0.0,0.0,0.0,1624.218,15657.0,15657.0
2013-12-01,1.139,11.0,11.0,0.0,0.0,0.0,1531.393,14763.0,14763.0
