measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,15.645,139.0,139.0,,,
2003-02-01,13.097000000000001,116.0,116.0,,,
2003-03-01,14.673,130.0,130.0,,,
2003-04-01,12.895,115.0,115.0,,,
2003-05-01,12.736,113.0,113.0,,,
2003-06-01,14.331000000000001,127.0,127.0,,,
2003-07-01,15.599,139.0,139.0,,,
2003-08-01,16.204,144.0,144.0,,,
2003-09-01,14.11,125.0,125.0,,,
2003-10-01,14.933,133.0,133.0,,,
2003-11-01,12.619,112.0,112.0,,,
2003-12-01,14.157,126.0,126.0,,,
2004-01-01,1.419,13.0,13.0,,,
2004-02-01,0.7120000000000001,7.0,7.0,,,
2004-03-01,7.931,75.0,75.0,,,
2004-04-01,11.259,107.0,107.0,,,
2004-05-01,19.713,188.0,188.0,,,
2004-06-01,6.3180000000000005,60.0,60.0,,,
2004-07-01,6.88,65.0,65.0,,,
2004-08-01,19.811,188.0,188.0,,,
2004-09-01,5.176,49.0,49.0,,,
2004-10-01,7.601,72.0,72.0,,,
2004-11-01,1.375,13.0,13.0,,,
2004-12-01,0.806,8.0,8.0,,,
2005-01-01,5.207,47.97,47.97,0.0,0.0,0.0
2005-02-01,1.7890000000000001,16.48,16.48,0.0,0.0,0.0
2005-03-01,1.983,18.26,18.26,0.0,0.0,0.0
2005-04-01,2.402,22.13,22.13,0.0,0.0,0.0
2005-05-01,2.2310000000000003,20.55,20.55,0.0,0.0,0.0
2005-06-01,2.895,26.67,26.67,0.0,0.0,0.0
2005-07-01,2.947,27.15,27.15,0.0,0.0,0.0
2005-08-01,3.462,31.89,31.89,0.0,0.0,0.0
2005-09-01,2.266,20.87,20.87,0.0,0.0,0.0
2005-10-01,2.517,23.18,23.18,0.0,0.0,0.0
2005-11-01,2.023,18.64,18.64,0.0,0.0,0.0
2005-12-01,4.2780000000000005,39.41,39.41,0.0,0.0,0.0
2006-01-01,4.466,41.0,41.0,,,
2006-02-01,2.337,21.0,21.0,,,
