measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2018-12-01,0.0,0.0,0.0
2019-01-01,185.858,1655.0,1655.0
2019-02-01,179.127,1595.0,1595.0
2019-03-01,296.796,2643.0,2643.0
2019-04-01,304.999,2716.0,2716.0
2019-05-01,346.5,3086.0,3086.0
2019-06-01,335.796,2990.0,2990.0
2019-07-01,373.308,3324.0,3324.0
2019-08-01,332.436,2960.0,2960.0
2019-09-01,303.156,2700.0,2700.0
2019-10-01,240.381,2141.0,2141.0
2019-11-01,207.015,1843.0,1843.0
2019-12-01,183.628,1635.0,1635.0
2020-01-01,205.672,1803.0,1803.0
2020-02-01,211.37,1853.0,1853.0
2020-03-01,270.363,2370.0,2370.0
2020-04-01,367.223,3219.0,3219.0
2020-05-01,367.515,3222.0,3222.0
2020-06-01,357.547,3135.0,3135.0
2020-07-01,399.943,3506.0,3506.0
2020-08-01,321.138,2815.0,2815.0
2020-09-01,271.977,2384.0,2384.0
2020-10-01,275.737,2417.0,2417.0
2020-11-01,230.616,2022.0,2022.0
2020-12-01,194.899,1709.0,1709.0
2021-01-01,169.312,1497.0,1497.0
2021-02-01,165.396,1463.0,1463.0
2021-03-01,271.33,2400.0,2400.0
2021-04-01,364.593,3224.0,3224.0
2021-05-01,367.42,3249.0,3249.0
2021-06-01,338.469,2993.0,2993.0
2021-07-01,365.718,3234.0,3234.0
2021-08-01,333.323,2948.0,2948.0
2021-09-01,311.802,2758.0,2758.0
2021-10-01,256.008,2264.0,2264.0
2021-11-01,240.751,2129.0,2129.0
2021-12-01,175.878,1555.0,1555.0
2022-01-01,215.627,736.0,736.0
2022-02-01,240.604,821.0,821.0
2022-03-01,313.729,1070.0,1070.0
2022-04-01,407.236,1389.0,1389.0
2022-05-01,386.011,1317.0,1317.0
2022-06-01,407.944,1392.0,1392.0
2022-07-01,363.193,1239.0,1239.0
2022-08-01,353.301,1205.0,1205.0
2022-09-01,330.772,1129.0,1129.0
2022-10-01,277.336,946.0,946.0
2022-11-01,216.581,739.0,739.0
2022-12-01,169.666,579.0,579.0
2023-01-01,188.0,641.0,641.0
2023-02-01,257.0,877.0,877.0
2023-03-01,288.0,983.0,983.0
2023-04-01,334.0,1140.0,1140.0
2023-05-01,324.0,1105.0,1105.0
2023-06-01,316.0,1078.0,1078.0
2023-07-01,339.0,1157.0,1157.0
2023-08-01,347.0,1184.0,1184.0
2023-09-01,260.0,887.0,887.0
2023-10-01,283.0,966.0,966.0
2023-11-01,187.0,638.0,638.0
2023-12-01,214.0,730.0,730.0
2024-01-01,213.0,727.0,727.0
2024-02-01,232.0,792.0,792.0
2024-03-01,253.0,863.0,863.0
2024-04-01,294.0,1003.0,1003.0
2024-05-01,332.0,1133.0,1133.0
2024-06-01,345.0,1177.0,1177.0
2024-07-01,368.0,1256.0,1256.0
2024-08-01,259.0,884.0,884.0
2024-09-01,330.0,1126.0,1126.0
2024-10-01,176.0,601.0,601.0
2024-11-01,246.0,839.0,839.0
2024-12-01,181.0,618.0,618.0
