measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2002-01-01,23.777,286.0,286.0
2002-02-01,20.626,248.0,248.0
2002-03-01,20.908,252.0,252.0
2002-04-01,21.768,262.0,262.0
2002-05-01,22.337,269.0,269.0
2002-06-01,25.86,311.0,311.0
2002-07-01,28.933,348.0,348.0
2002-08-01,27.62,333.0,333.0
2002-09-01,24.698,297.0,297.0
2002-10-01,24.694000000000003,297.0,297.0
2002-11-01,24.138,291.0,291.0
2002-12-01,25.641000000000002,309.0,309.0
2005-01-01,18.755,364.09,364.09
2005-02-01,9.519,184.78,184.78
2005-03-01,11.52,223.64,223.64
2005-04-01,12.004000000000001,233.04,233.04
2005-05-01,14.145,274.6,274.6
2005-06-01,12.807,248.62,248.62
2005-07-01,20.507,398.11,398.11
2005-08-01,22.694000000000003,440.56,440.56
2005-09-01,22.536,437.51,437.51
2005-10-01,13.447000000000001,261.06,261.06
2005-11-01,10.718,208.08,208.08
2005-12-01,23.348000000000003,453.27,453.27
2006-01-01,22.774,232.0,232.0
2006-02-01,22.537000000000003,229.0,229.0
2006-03-01,19.76,201.0,201.0
2006-04-01,26.067,265.0,265.0
2006-05-01,23.558,239.0,239.0
2006-06-01,28.174000000000003,286.0,286.0
2006-07-01,27.331000000000003,278.0,278.0
2006-08-01,29.414,299.0,299.0
2006-09-01,20.896,212.0,212.0
2006-10-01,26.896,273.0,273.0
2006-11-01,23.476000000000003,239.0,239.0
2006-12-01,26.117,266.0,266.0
2007-01-01,58.565,600.0,600.0
2007-02-01,65.682,671.0,671.0
2007-03-01,33.242000000000004,341.0,341.0
2007-04-01,39.537,402.0,402.0
2007-05-01,35.456,363.0,363.0
2007-06-01,28.322000000000003,292.0,292.0
2007-07-01,32.456,330.0,330.0
2007-08-01,53.727000000000004,550.0,550.0
2007-09-01,25.101000000000003,259.0,259.0
2007-10-01,29.915,308.0,308.0
2007-11-01,23.314,237.0,237.0
2007-12-01,34.683,352.0,352.0
2008-01-01,45.648,440.0,440.0
2008-02-01,24.41,237.0,237.0
2008-03-01,21.279,209.0,209.0
2008-04-01,16.573,165.0,165.0
2008-05-01,21.865000000000002,215.0,215.0
2008-06-01,17.002000000000002,165.0,165.0
2008-07-01,12.683,127.0,127.0
2008-08-01,16.6,165.0,165.0
2008-09-01,16.595000000000002,165.0,165.0
2008-10-01,20.621000000000002,204.0,204.0
2008-11-01,32.016,314.0,314.0
2008-12-01,34.988,341.0,341.0
2009-01-01,70.48100000000001,704.0,704.0
2009-02-01,51.645,523.0,523.0
2009-03-01,48.556000000000004,490.0,490.0
2009-04-01,27.552,281.0,281.0
2009-05-01,34.172000000000004,347.0,347.0
2009-06-01,29.197000000000003,297.0,297.0
2009-07-01,25.309,259.0,259.0
2009-08-01,25.849,264.0,264.0
2009-09-01,25.397000000000002,259.0,259.0
2009-10-01,22.128,226.0,226.0
2009-11-01,31.8,325.0,325.0
2009-12-01,34.914,352.0,352.0
2010-01-01,97.85600000000001,935.0,935.0
2010-02-01,50.02,479.0,479.0
2010-03-01,22.676000000000002,215.0,215.0
2010-04-01,20.106,193.0,193.0
2010-05-01,31.955000000000002,303.0,303.0
2010-06-01,28.766000000000002,275.0,275.0
2010-07-01,20.484,193.0,193.0
2010-08-01,23.229000000000003,220.0,220.0
2010-09-01,18.086000000000002,171.0,171.0
2010-10-01,19.198,182.0,182.0
2010-11-01,25.225,242.0,242.0
2010-12-01,71.399,677.0,677.0
2011-01-01,71.692,919.0,919.0
2011-02-01,18.612,242.0,242.0
2011-03-01,24.432,314.0,314.0
2011-04-01,20.352,264.0,264.0
2011-05-01,36.032,462.0,462.0
2011-06-01,33.793,435.0,435.0
2011-07-01,18.343,237.0,237.0
2011-08-01,20.849,270.0,270.0
2011-09-01,20.886,270.0,270.0
2011-10-01,13.627,176.0,176.0
2011-11-01,21.472,275.0,275.0
2011-12-01,21.91,281.0,281.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0
2014-01-01,46.173,974.0,974.0
2014-02-01,3.787,77.0,77.0
2014-03-01,4.632,99.0,99.0
2014-04-01,1.653,33.0,33.0
2014-05-01,3.793,77.0,77.0
2014-06-01,3.379,72.0,72.0
2014-07-01,2.014,44.0,44.0
2014-08-01,2.649,55.0,55.0
2014-09-01,1.415,28.0,28.0
2014-10-01,1.465,33.0,33.0
2014-11-01,2.739,55.0,55.0
2014-12-01,3.301,72.0,72.0
2015-01-01,41.073,402.0,402.0
2015-02-01,94.569,930.0,930.0
2015-03-01,9.95,99.0,99.0
2015-04-01,3.961,39.0,39.0
2015-05-01,13.254,132.0,132.0
2015-06-01,10.199,99.0,99.0
2015-07-01,7.21,72.0,72.0
2015-08-01,6.622,66.0,66.0
2015-09-01,6.442,66.0,66.0
2015-10-01,5.051,50.0,50.0
2015-11-01,13.982,138.0,138.0
2015-12-01,8.687,88.0,88.0
2016-01-01,41.374,396.0,396.0
2016-02-01,28.385,264.0,264.0
2016-03-01,9.038,83.0,83.0
2016-04-01,9.14,88.0,88.0
2016-05-01,15.239,143.0,143.0
2016-06-01,14.008,132.0,132.0
2016-07-01,11.421,105.0,105.0
2016-08-01,10.988,105.0,105.0
2016-09-01,9.632,88.0,88.0
2016-10-01,10.402,99.0,99.0
2016-11-01,10.12,94.0,94.0
2016-12-01,21.253,198.0,198.0
2017-01-01,29.951,440.0,440.0
2017-02-01,15.186,223.0,223.0
2017-03-01,19.923,291.0,291.0
2017-04-01,20.049,291.0,291.0
2017-05-01,22.362,329.0,329.0
2017-06-01,14.543,211.0,211.0
2017-07-01,12.645,186.0,186.0
2017-08-01,9.87,143.0,143.0
2017-09-01,17.471,254.0,254.0
2017-10-01,24.155,353.0,353.0
2017-11-01,36.655,533.0,533.0
2017-12-01,36.19,527.0,527.0
2018-01-01,55.808,1519.0,1519.0
2018-02-01,2.125,56.0,56.0
2018-03-01,4.636,124.0,124.0
2018-04-01,3.065,81.0,81.0
2018-05-01,4.338,118.0,118.0
2018-06-01,4.003,112.0,112.0
2018-07-01,2.905,81.0,81.0
2018-08-01,3.855,105.0,105.0
2018-09-01,2.265,62.0,62.0
2018-10-01,1.982,56.0,56.0
2018-11-01,4.179,112.0,112.0
2018-12-01,5.839,161.0,161.0
2019-01-01,29.16,676.0,676.0
2019-02-01,8.036,186.0,186.0
2019-03-01,14.862,347.0,347.0
2019-04-01,11.317,260.0,260.0
2019-05-01,12.34,285.0,285.0
2019-06-01,13.457,310.0,310.0
2019-07-01,7.521,174.0,174.0
2019-08-01,8.027,186.0,186.0
2019-09-01,4.304,99.0,99.0
2019-10-01,6.874,161.0,161.0
2019-11-01,7.952,186.0,186.0
2019-12-01,11.15,260.0,260.0
2020-01-01,29.712,558.0,558.0
2020-02-01,10.504,198.0,198.0
2020-03-01,9.318,174.0,174.0
2020-04-01,11.083,205.0,205.0
2020-05-01,22.417,422.0,422.0
2020-06-01,10.65,198.0,198.0
2020-07-01,9.755,180.0,180.0
2020-08-01,14.012,260.0,260.0
2020-09-01,9.974,186.0,186.0
2020-10-01,12.036,223.0,223.0
2020-11-01,11.035,205.0,205.0
2020-12-01,20.504,384.0,384.0
2021-01-01,21.838,496.0,496.0
2021-02-01,43.122,961.0,961.0
2021-03-01,24.118,539.0,539.0
2021-04-01,9.114,205.0,205.0
2021-05-01,9.783,217.0,217.0
2021-06-01,15.08,335.0,335.0
2021-07-01,10.527,236.0,236.0
2021-08-01,8.75,198.0,198.0
2021-09-01,8.873,198.0,198.0
2021-10-01,5.065,112.0,112.0
2021-11-01,7.338,161.0,161.0
2021-12-01,10.392,229.0,229.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
