measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,1158.0,14575.0,14575.0
2003-02-01,423.0,5684.0,5684.0
2003-03-01,287.0,3886.0,3886.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,36.0,621.0,621.0
2003-07-01,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,5.0,87.0,87.0
2003-12-01,53.0,690.0,690.0
2004-01-01,287.831,3974.0,3974.0
2004-02-01,119.307,1647.0,1647.0
2004-03-01,36.778,508.0,508.0
2004-04-01,69.836,964.0,964.0
2004-05-01,134.671,1859.0,1859.0
2004-06-01,49.994,690.0,690.0
2004-07-01,26.432000000000002,365.0,365.0
2004-08-01,25.728,355.0,355.0
2004-09-01,10.995,152.0,152.0
2004-10-01,10.327,143.0,143.0
2004-11-01,17.242,238.0,238.0
2004-12-01,172.857,2386.0,2386.0
2005-01-01,378.47400000000005,5442.23,5442.23
2005-02-01,87.117,1252.7,1252.7
2005-03-01,74.757,1074.96,1074.96
2005-04-01,74.799,1075.57,1075.57
2005-05-01,75.416,1084.44,1084.44
2005-06-01,91.35600000000001,1313.65,1313.65
2005-07-01,173.018,2487.91,2487.91
2005-08-01,153.244,2203.56,2203.56
2005-09-01,85.268,1226.11,1226.11
2005-10-01,119.548,1719.03,1719.03
2005-11-01,80.49900000000001,1157.52,1157.52
2005-12-01,220.50400000000002,3170.71,3170.71
2006-01-01,47.245,701.0,701.0
2006-02-01,24.722,367.0,367.0
2006-03-01,20.766000000000002,308.0,308.0
2006-04-01,39.779,591.0,591.0
2006-05-01,37.183,552.0,552.0
2006-06-01,33.797000000000004,502.0,502.0
2006-07-01,48.956,727.0,727.0
2006-08-01,47.487,705.0,705.0
2006-09-01,21.816000000000003,324.0,324.0
2006-10-01,23.045,342.0,342.0
2006-11-01,27.136000000000003,403.0,403.0
2006-12-01,30.067,446.0,446.0
2007-01-01,47.713,663.0,663.0
2007-02-01,188.078,2610.0,2610.0
2007-03-01,99.88,1390.0,1390.0
2007-04-01,19.05,264.0,264.0
2007-05-01,25.324,352.0,352.0
2007-06-01,80.10300000000001,1114.0,1114.0
2007-07-01,43.729,610.0,610.0
2007-08-01,52.334,727.0,727.0
2007-09-01,34.544000000000004,481.0,481.0
2007-10-01,22.356,311.0,311.0
2007-11-01,15.496,217.0,217.0
2007-12-01,37.394,522.0,522.0
2008-01-01,68.664,1026.0,1026.0
2008-02-01,54.96,821.0,821.0
2008-03-01,17.919,270.0,270.0
2008-04-01,12.329,182.0,182.0
2008-05-01,12.65,188.0,188.0
2008-06-01,50.952000000000005,762.0,762.0
2008-07-01,23.758000000000003,358.0,358.0
2008-08-01,14.742,223.0,223.0
2008-09-01,18.38,276.0,276.0
2008-10-01,8.638,129.0,129.0
2008-11-01,18.51,276.0,276.0
2008-12-01,35.498000000000005,534.0,534.0
2009-01-01,35.79,496.0,496.0
2009-02-01,6.9030000000000005,99.0,99.0
2009-03-01,8.481,117.0,117.0
2009-04-01,3.175,47.0,47.0
2009-05-01,3.008,41.0,41.0
2009-06-01,2.662,35.0,35.0
2009-07-01,4.178,58.0,58.0
2009-08-01,3.579,52.0,52.0
2009-09-01,2.2840000000000003,35.0,35.0
2009-10-01,2.378,35.0,35.0
2009-11-01,2.817,41.0,41.0
2009-12-01,2.745,41.0,41.0
2010-01-01,65.55,974.0,974.0
2010-02-01,21.025000000000002,309.0,309.0
2010-03-01,21.051000000000002,309.0,309.0
2010-04-01,15.655000000000001,233.0,233.0
2010-05-01,17.428,257.0,257.0
2010-06-01,37.343,554.0,554.0
2010-07-01,115.79100000000001,1708.0,1708.0
2010-08-01,47.062000000000005,694.0,694.0
2010-09-01,21.355,315.0,315.0
2010-10-01,13.667,204.0,204.0
2010-11-01,14.620000000000001,216.0,216.0
2010-12-01,49.453,729.0,729.0
2011-01-01,113.391,1665.0,1665.0
2011-02-01,43.137,629.0,629.0
2011-03-01,81.406,1188.0,1188.0
2011-04-01,73.116,1066.0,1066.0
2011-05-01,107.819,1572.0,1572.0
2011-06-01,65.455,955.0,955.0
2011-07-01,130.381,1904.0,1904.0
2011-08-01,43.533,635.0,635.0
2011-09-01,41.994,611.0,611.0
2011-10-01,46.825,681.0,681.0
2011-11-01,40.774,594.0,594.0
2011-12-01,43.169,629.0,629.0
2012-01-01,54.962,781.0,781.0
2012-02-01,39.225,554.0,554.0
2012-03-01,36.23,513.0,513.0
2012-04-01,50.095,711.0,711.0
2012-05-01,86.488,1224.0,1224.0
2012-06-01,68.469,973.0,973.0
2012-07-01,148.053,2098.0,2098.0
2012-08-01,54.305,769.0,769.0
2012-09-01,60.811,862.0,862.0
2012-10-01,45.734,647.0,647.0
2012-11-01,79.667,1130.0,1130.0
2012-12-01,62.961,892.0,892.0
2013-01-01,122.151,1823.0,1823.0
2013-02-01,35.553,532.0,532.0
2013-03-01,29.421,438.0,438.0
2013-04-01,48.997,730.0,730.0
2013-05-01,46.175,689.0,689.0
2013-06-01,38.025,567.0,567.0
2013-07-01,93.789,1402.0,1402.0
2013-08-01,48.316,725.0,725.0
2013-09-01,34.269,514.0,514.0
2013-10-01,40.12,602.0,602.0
2013-11-01,38.072,567.0,567.0
2013-12-01,83.112,1245.0,1245.0
2014-01-01,308.95,4294.0,4294.0
2014-02-01,37.034,515.0,515.0
2014-03-01,45.238,625.0,625.0
2014-04-01,10.867,150.0,150.0
2014-05-01,28.823,399.0,399.0
2014-06-01,12.985,179.0,179.0
2014-07-01,19.835,278.0,278.0
2014-08-01,17.562,243.0,243.0
2014-09-01,15.904,220.0,220.0
2014-10-01,9.719,133.0,133.0
2014-11-01,18.91,260.0,260.0
