measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-03-01,12.449,193.0,193.0
2022-04-01,12.978,202.0,202.0
2022-05-01,19.171,298.0,298.0
2022-06-01,23.337,362.0,362.0
2022-07-01,27.5,427.0,427.0
2022-08-01,27.643,430.0,430.0
2022-09-01,23.302,362.0,362.0
2022-10-01,18.009,280.0,280.0
2022-11-01,16.879,263.0,263.0
2022-12-01,18.732,292.0,292.0
2023-01-01,16.934,262.0,262.0
2023-02-01,15.972,247.0,247.0
2023-03-01,15.763,245.0,245.0
2023-04-01,15.224,236.0,236.0
2023-05-01,21.735,337.0,337.0
2023-06-01,25.108,389.0,389.0
2023-07-01,27.536,427.0,427.0
2023-08-01,30.308,470.0,470.0
2023-09-01,25.532,396.0,396.0
2023-10-01,18.847,292.0,292.0
2023-11-01,17.474,271.0,271.0
2023-12-01,18.567,288.0,288.0
2024-01-01,14.342,226.0,226.0
2024-02-01,9.903,156.0,156.0
2024-03-01,11.238,176.0,176.0
2024-04-01,10.558,166.0,166.0
2024-05-01,14.107,222.0,222.0
2024-06-01,15.915,251.0,251.0
2024-07-01,17.203,270.0,270.0
2024-08-01,19.438,306.0,306.0
2024-09-01,16.128,253.0,253.0
2024-10-01,13.97,220.0,220.0
2024-11-01,11.192,176.0,176.0
2024-12-01,12.006,188.0,188.0
