measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-09-01,0.0,0.0,0.0,452.293,4000.0,4000.0
2021-10-01,0.0,0.0,0.0,334.256,2956.0,2956.0
2021-11-01,0.0,0.0,0.0,330.579,2924.0,2924.0
2021-12-01,0.0,0.0,0.0,176.872,1564.0,1564.0
2022-01-01,-2.372,0.0,0.0,678.974,2317.0,2317.0
2022-02-01,-1.969,0.0,0.0,446.828,1525.0,1525.0
2022-03-01,-2.036,0.0,0.0,666.861,2275.0,2275.0
2022-04-01,-2.437,0.0,0.0,814.771,2780.0,2780.0
2022-05-01,-2.437,0.0,0.0,917.04,3129.0,3129.0
2022-06-01,-2.477,0.0,0.0,922.393,3147.0,3147.0
2022-07-01,-2.372,0.0,0.0,1018.182,3474.0,3474.0
2022-08-01,-2.324,0.0,0.0,898.164,3065.0,3065.0
2022-09-01,-2.369,0.0,0.0,744.619,2541.0,2541.0
2022-10-01,-2.443,0.0,0.0,590.23,2014.0,2014.0
2022-11-01,-2.356,0.0,0.0,486.834,1661.0,1661.0
2022-12-01,-2.408,0.0,0.0,316.104,1079.0,1079.0
2023-01-01,-14.0,0.0,0.0,593.0,2023.0,2023.0
2023-02-01,-17.0,0.0,0.0,575.0,1962.0,1962.0
2023-03-01,-15.0,0.0,0.0,588.0,2006.0,2006.0
2023-04-01,-14.0,0.0,0.0,621.0,2119.0,2119.0
2023-05-01,-10.0,0.0,0.0,601.0,2051.0,2051.0
2023-06-01,-13.0,0.0,0.0,612.0,2088.0,2088.0
2023-07-01,-16.0,0.0,0.0,580.0,1979.0,1979.0
2023-08-01,-5.0,0.0,0.0,577.0,1969.0,1969.0
2023-09-01,-3.0,0.0,0.0,568.0,1938.0,1938.0
2023-10-01,-4.0,0.0,0.0,571.0,1948.0,1948.0
2023-11-01,-14.0,0.0,0.0,610.0,2081.0,2081.0
2023-12-01,-14.0,0.0,0.0,611.0,2085.0,2085.0
2024-01-01,-5.0,0.0,0.0,241.0,822.0,822.0
2024-02-01,-6.0,0.0,0.0,674.0,2300.0,2300.0
2024-03-01,-8.0,0.0,0.0,803.0,2740.0,2740.0
2024-04-01,-1.0,0.0,0.0,806.0,2750.0,2750.0
2024-05-01,-6.0,0.0,0.0,924.0,3153.0,3153.0
2024-06-01,-6.0,0.0,0.0,1013.0,3456.0,3456.0
2024-07-01,-1.0,0.0,0.0,936.0,3194.0,3194.0
2024-08-01,-5.0,0.0,0.0,933.0,3183.0,3183.0
2024-09-01,-6.0,0.0,0.0,836.0,2852.0,2852.0
2024-10-01,-2.0,0.0,0.0,801.0,2733.0,2733.0
2024-11-01,-1.0,0.0,0.0,603.0,2057.0,2057.0
2024-12-01,-3.0,0.0,0.0,418.0,1426.0,1426.0
