measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2021-01-01,20.612,306.0,306.0
2021-02-01,20.045,298.0,298.0
2021-03-01,15.622,232.0,232.0
2021-04-01,17.796,264.0,264.0
2021-05-01,20.369,302.0,302.0
2021-06-01,27.726,412.0,412.0
2021-07-01,30.544,454.0,454.0
2021-08-01,31.149,463.0,463.0
2021-09-01,26.321,391.0,391.0
2021-10-01,22.272,331.0,331.0
2021-11-01,18.32,272.0,272.0
2021-12-01,19.224,286.0,286.0
2022-01-01,17.62,203.0,203.0
2022-02-01,15.688,180.0,180.0
2022-03-01,12.492,143.0,143.0
2022-04-01,13.022,150.0,150.0
2022-05-01,19.238,220.0,220.0
2022-06-01,23.418,269.0,269.0
2022-07-01,27.595,316.0,316.0
2022-08-01,27.739,318.0,318.0
2022-09-01,23.382,268.0,268.0
2022-10-01,18.071,207.0,207.0
2022-11-01,16.938,194.0,194.0
2022-12-01,18.797,216.0,216.0
2023-01-01,22.036,326.0,326.0
2023-02-01,20.783,308.0,308.0
2023-03-01,20.511,304.0,304.0
2023-04-01,19.809,294.0,294.0
2023-05-01,28.282,419.0,419.0
2023-06-01,32.67,485.0,485.0
2023-07-01,35.83,532.0,532.0
2023-08-01,39.436,584.0,584.0
2023-09-01,33.223,492.0,492.0
2023-10-01,24.523,364.0,364.0
2023-11-01,22.737,337.0,337.0
2023-12-01,24.16,358.0,358.0
2024-01-01,12.268,112.0,112.0
2024-02-01,8.471,78.0,78.0
2024-03-01,9.613,89.0,89.0
2024-04-01,9.032,83.0,83.0
2024-05-01,12.067,110.0,110.0
2024-06-01,13.614,125.0,125.0
2024-07-01,14.715,136.0,136.0
2024-08-01,16.628,152.0,152.0
2024-09-01,13.796,127.0,127.0
2024-10-01,11.951,109.0,109.0
2024-11-01,9.574,88.0,88.0
2024-12-01,10.271,95.0,95.0
