measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,161.0,2404.0,2404.0
2003-02-01,0.0,0.0,0.0
2003-03-01,344.0,4943.0,4943.0
2003-04-01,64.0,971.0,971.0
2003-05-01,0.0,0.0,0.0
2003-06-01,46.0,755.0,755.0
2003-07-01,0.0,0.0,0.0
2003-08-01,25.0,386.0,386.0
2003-09-01,-1.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,52.0,1032.0,1032.0
2004-01-01,77.49300000000001,1246.0,1246.0
2004-02-01,32.121,517.0,517.0
2004-03-01,9.902000000000001,159.0,159.0
2004-04-01,18.802,302.0,302.0
2004-05-01,36.258,583.0,583.0
2004-06-01,13.46,216.0,216.0
2004-07-01,7.1160000000000005,114.0,114.0
2004-08-01,6.9270000000000005,111.0,111.0
2004-09-01,2.96,48.0,48.0
2004-10-01,2.78,45.0,45.0
2004-11-01,4.642,75.0,75.0
2004-12-01,46.539,748.0,748.0
2005-01-01,61.437000000000005,1358.07,1358.07
2005-02-01,14.142000000000001,312.6,312.6
2005-03-01,12.135,268.25,268.25
2005-04-01,12.142000000000001,268.4,268.4
2005-05-01,12.242,270.62,270.62
2005-06-01,14.83,327.81,327.81
2005-07-01,28.086000000000002,620.84,620.84
2005-08-01,24.876,549.88,549.88
2005-09-01,13.842,305.97,305.97
2005-10-01,19.406000000000002,428.98,428.98
2005-11-01,13.067,288.85,288.85
2005-12-01,35.794000000000004,791.23,791.23
2006-01-01,34.082,901.0,901.0
2006-02-01,17.834,471.0,471.0
2006-03-01,14.981,396.0,396.0
2006-04-01,28.696,758.0,758.0
2006-05-01,26.824,709.0,709.0
2006-06-01,24.381,644.0,644.0
2006-07-01,35.316,933.0,933.0
2006-08-01,34.257000000000005,905.0,905.0
2006-09-01,15.738000000000001,416.0,416.0
2006-10-01,16.625,439.0,439.0
2006-11-01,19.576,517.0,517.0
2006-12-01,21.69,573.0,573.0
2007-01-01,26.293000000000003,633.0,633.0
2007-02-01,103.64,2498.0,2498.0
2007-03-01,55.039,1330.0,1330.0
2007-04-01,10.497,256.0,256.0
2007-05-01,13.955,337.0,337.0
2007-06-01,44.141000000000005,1063.0,1063.0
2007-07-01,24.097,581.0,581.0
2007-08-01,28.839000000000002,697.0,697.0
2007-09-01,19.035,459.0,459.0
2007-10-01,12.319,296.0,296.0
2007-11-01,8.539,203.0,203.0
2007-12-01,20.606,500.0,500.0
2008-01-01,-6.316000000000001,489.0,489.0
2008-02-01,-5.056,390.0,390.0
2008-03-01,-1.6480000000000001,128.0,128.0
2008-04-01,-1.1340000000000001,87.0,87.0
2008-05-01,-1.1640000000000001,87.0,87.0
2008-06-01,-4.687,361.0,361.0
2008-07-01,-2.185,169.0,169.0
2008-08-01,-1.356,105.0,105.0
2008-09-01,-1.691,128.0,128.0
2008-10-01,-0.795,58.0,58.0
2008-11-01,-1.703,128.0,128.0
2008-12-01,-3.265,250.0,250.0
2009-01-01,66.074,2390.0,2390.0
2009-02-01,12.744,461.0,461.0
2009-03-01,15.658000000000001,566.0,566.0
2009-04-01,5.862,210.0,210.0
2009-05-01,5.554,198.0,198.0
2009-06-01,4.915,175.0,175.0
2009-07-01,7.713,280.0,280.0
2009-08-01,6.607,239.0,239.0
2009-09-01,4.2170000000000005,152.0,152.0
2009-10-01,4.389,157.0,157.0
2009-11-01,5.2,187.0,187.0
2009-12-01,5.067,181.0,181.0
2010-01-01,1.489,437.0,437.0
2010-02-01,0.47800000000000004,134.0,134.0
2010-03-01,0.47800000000000004,134.0,134.0
2010-04-01,0.35600000000000004,99.0,99.0
2010-05-01,0.396,111.0,111.0
2010-06-01,0.8490000000000001,244.0,244.0
2010-07-01,2.632,751.0,751.0
2010-08-01,1.07,308.0,308.0
2010-09-01,0.48500000000000004,140.0,140.0
2010-10-01,0.311,87.0,87.0
2010-11-01,0.332,93.0,93.0
2010-12-01,1.124,320.0,320.0
2011-01-01,24.424,896.0,896.0
2011-02-01,9.292,338.0,338.0
2011-03-01,17.535,640.0,640.0
2011-04-01,15.749,576.0,576.0
2011-05-01,23.225,850.0,850.0
2011-06-01,14.099,518.0,518.0
2011-07-01,28.085,1024.0,1024.0
2011-08-01,9.377,343.0,343.0
2011-09-01,9.046,332.0,332.0
2011-10-01,10.086,367.0,367.0
2011-11-01,8.783,320.0,320.0
2011-12-01,9.299,338.0,338.0
2012-01-01,1.465,232.0,232.0
2012-02-01,1.047,168.0,168.0
2012-03-01,0.967,157.0,157.0
2012-04-01,1.337,215.0,215.0
2012-05-01,2.308,366.0,366.0
2012-06-01,1.827,291.0,291.0
2012-07-01,3.951,627.0,627.0
2012-08-01,1.449,232.0,232.0
2012-09-01,1.623,261.0,261.0
2012-10-01,1.22,192.0,192.0
2012-11-01,2.126,337.0,337.0
2012-12-01,1.68,267.0,267.0
2013-01-01,-2.6,519.0,519.0
2013-02-01,-0.756,152.0,152.0
2013-03-01,-0.626,128.0,128.0
2013-04-01,-1.042,210.0,210.0
