measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,17535.0,179575.94,179575.94
2003-02-01,15214.0,155806.57,155806.57
2003-03-01,18759.0,192110.92,192110.92
2003-04-01,19451.0,199197.69,199197.69
2003-05-01,32196.0,329719.24,329719.24
2003-06-01,33211.0,340113.85,340113.85
2003-07-01,20340.0,208301.94,208301.94
2003-08-01,16236.0,166272.88,166272.88
2003-09-01,14492.0,148412.57,148412.57
2003-10-01,15352.0,157219.83,157219.83
2003-11-01,15720.0,160988.52,160988.52
2003-12-01,16198.0,165883.72,165883.72
2004-01-01,14441.169,144729.4,144729.4
2004-02-01,12403.069,124303.56,124303.56
2004-03-01,12608.961,126367.01,126367.01
2004-04-01,11753.245,117791.02,117791.02
2004-05-01,22103.358,221519.85,221519.85
2004-06-01,26667.237,267259.05,267259.05
2004-07-01,23757.432,238096.98,238096.98
2004-08-01,20138.802,201831.07,201831.07
2004-09-01,17092.727,171303.31,171303.31
2004-10-01,12877.272,129056.02,129056.02
2004-11-01,16353.689,163896.67,163896.67
2004-12-01,22049.038,220975.46,220975.46
2005-01-01,26205.576,262029.55,262029.55
2005-02-01,22871.928,228696.41,228696.41
2005-03-01,22184.794,221825.75,221825.75
2005-04-01,23958.399,239560.04,239560.04
2005-05-01,28033.525,280307.22,280307.22
2005-06-01,25813.588,258110.06,258110.06
2005-07-01,24056.676,240542.7,240542.7
2005-08-01,16900.851000000002,168991.61,168991.61
2005-09-01,14399.006000000001,143975.66,143975.66
2005-10-01,16727.796000000002,167261.23,167261.23
2005-11-01,17551.968,175502.13,175502.13
2005-12-01,20630.895,206288.32,206288.32
2006-01-01,26596.03,263806.0,263806.0
2006-02-01,23981.758,237875.0,237875.0
2006-03-01,21128.268,209571.0,209571.0
2006-04-01,22997.427,228111.0,228111.0
2006-05-01,27190.61,269704.0,269704.0
2006-06-01,26716.545,265001.0,265001.0
2006-07-01,28015.951,277890.0,277890.0
2006-08-01,27813.502,275882.0,275882.0
2006-09-01,18054.254,179080.0,179080.0
2006-10-01,15916.101999999999,157872.0,157872.0
2006-11-01,18643.015,184920.0,184920.0
2006-12-01,19741.538,195816.0,195816.0
2007-01-01,19071.087,188499.0,188499.0
2007-02-01,14270.073,141045.0,141045.0
2007-03-01,17074.863,168768.0,168768.0
2007-04-01,24612.059,243266.0,243266.0
2007-05-01,31623.943,312571.0,312571.0
2007-06-01,27066.501,267525.0,267525.0
2007-07-01,24484.109,242001.0,242001.0
2007-08-01,17461.362,172588.0,172588.0
2007-09-01,13571.285,134139.0,134139.0
2007-10-01,11515.159,113816.0,113816.0
2007-11-01,12299.418,121567.0,121567.0
2007-12-01,20715.141,204748.0,204748.0
2008-01-01,14700.395,144858.0,144858.0
2008-02-01,15472.336,152464.0,152464.0
2008-03-01,14335.491,141262.0,141262.0
2008-04-01,16683.928,164403.0,164403.0
2008-05-01,29727.925000000003,292939.0,292939.0
2008-06-01,44550.739,439003.0,439003.0
2008-07-01,36468.351,359359.0,359359.0
2008-08-01,23893.779,235449.0,235449.0
2008-09-01,17928.417,176667.0,176667.0
2008-10-01,15188.686000000002,149669.0,149669.0
2008-11-01,16512.964,162719.0,162719.0
2008-12-01,25216.989,248488.0,248488.0
2009-01-01,20231.312,197458.0,197458.0
2009-02-01,17992.565000000002,175607.0,175607.0
2009-03-01,17868.514,174397.0,174397.0
2009-04-01,20477.937,199865.0,199865.0
2009-05-01,39852.886,388964.0,388964.0
2009-06-01,46903.752,457781.0,457781.0
2009-07-01,30269.545,295431.0,295431.0
2009-08-01,20559.832,200664.0,200664.0
2009-09-01,17395.83,169783.0,169783.0
2009-10-01,18401.022,179594.0,179594.0
2009-11-01,19727.23,192538.0,192538.0
2009-12-01,28706.575,280176.0,280176.0
2010-01-01,19173.422,187056.0,187056.0
2010-02-01,16982.522,165681.0,165681.0
2010-03-01,14713.365,143544.0,143544.0
2010-04-01,13746.664,134112.0,134112.0
2010-05-01,30727.307,299776.0,299776.0
2010-06-01,48956.222,477617.0,477617.0
2010-07-01,35380.483,345172.0,345172.0
2010-08-01,23912.28,233288.0,233288.0
2010-09-01,23955.894,233714.0,233714.0
2010-10-01,18658.441,182032.0,182032.0
2010-11-01,21323.341,208031.0,208031.0
2010-12-01,29331.059,286154.0,286154.0
2011-01-01,16497.494,160290.0,160290.0
