measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2020-02-01,195.243,1712.0,1712.0
2020-03-01,282.304,2475.0,2475.0
2020-04-01,283.075,2482.0,2482.0
2020-05-01,371.733,3259.0,3259.0
2020-06-01,373.697,3276.0,3276.0
2020-07-01,355.419,3116.0,3116.0
2020-08-01,301.775,2646.0,2646.0
2020-09-01,296.776,2602.0,2602.0
2020-10-01,210.697,1847.0,1847.0
2020-11-01,194.032,1701.0,1701.0
2020-12-01,131.249,1151.0,1151.0
2021-01-01,159.212,1408.0,1408.0
2021-02-01,112.612,996.0,996.0
2021-03-01,277.231,2452.0,2452.0
2021-04-01,282.512,2499.0,2499.0
2021-05-01,313.016,2768.0,2768.0
2021-06-01,309.822,2740.0,2740.0
2021-07-01,277.734,2456.0,2456.0
2021-08-01,265.461,2348.0,2348.0
2021-09-01,265.034,2344.0,2344.0
2021-10-01,205.182,1815.0,1815.0
2021-11-01,189.615,1677.0,1677.0
2021-12-01,126.569,1119.0,1119.0
2022-01-01,105.699,361.0,361.0
2022-02-01,132.538,452.0,452.0
2022-03-01,185.321,632.0,632.0
2022-04-01,216.629,739.0,739.0
2022-05-01,216.04,737.0,737.0
2022-06-01,229.145,782.0,782.0
2022-07-01,236.886,808.0,808.0
2022-08-01,235.783,804.0,804.0
2022-09-01,199.51,681.0,681.0
2022-10-01,194.318,663.0,663.0
2022-11-01,139.633,476.0,476.0
2022-12-01,106.498,363.0,363.0
2023-01-01,124.0,423.0,423.0
2023-02-01,210.0,717.0,717.0
2023-03-01,158.0,539.0,539.0
2023-04-01,293.0,1000.0,1000.0
2023-05-01,381.0,1300.0,1300.0
2023-06-01,208.0,710.0,710.0
2023-07-01,172.0,587.0,587.0
2023-08-01,180.0,614.0,614.0
2023-09-01,123.0,420.0,420.0
2023-10-01,107.0,365.0,365.0
2023-11-01,137.0,467.0,467.0
2023-12-01,60.0,205.0,205.0
2024-01-01,16.0,55.0,55.0
2024-02-01,105.0,358.0,358.0
2024-03-01,131.0,447.0,447.0
2024-04-01,158.0,539.0,539.0
2024-05-01,196.0,669.0,669.0
2024-06-01,184.0,628.0,628.0
2024-07-01,281.0,959.0,959.0
2024-08-01,299.0,1020.0,1020.0
2024-09-01,261.0,891.0,891.0
2024-10-01,300.0,1024.0,1024.0
2024-11-01,188.0,641.0,641.0
2024-12-01,36.0,123.0,123.0
