measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,34.047,479.0,479.0
2021-02-01,33.111,466.0,466.0
2021-03-01,25.805,362.0,362.0
2021-04-01,29.396,413.0,413.0
2021-05-01,33.647,473.0,473.0
2021-06-01,45.8,643.0,643.0
2021-07-01,50.455,709.0,709.0
2021-08-01,51.453,724.0,724.0
2021-09-01,43.479,611.0,611.0
2021-10-01,36.791,517.0,517.0
2021-11-01,30.261,425.0,425.0
2021-12-01,31.755,446.0,446.0
2022-01-01,31.326,440.0,440.0
2022-02-01,27.889,395.0,395.0
2022-03-01,22.209,314.0,314.0
2022-04-01,23.151,328.0,328.0
2022-05-01,34.2,484.0,484.0
2022-06-01,41.631,588.0,588.0
2022-07-01,49.058,694.0,694.0
2022-08-01,49.313,697.0,697.0
2022-09-01,41.568,588.0,588.0
2022-10-01,32.127,454.0,454.0
2022-11-01,30.112,426.0,426.0
2022-12-01,33.416,473.0,473.0
2023-01-01,27.476,389.0,389.0
2023-02-01,25.915,366.0,366.0
2023-03-01,25.576,361.0,361.0
2023-04-01,24.701,349.0,349.0
2023-05-01,35.265,498.0,498.0
2023-06-01,40.737,576.0,576.0
2023-07-01,44.676,631.0,631.0
2023-08-01,49.174,695.0,695.0
2023-09-01,41.426,586.0,586.0
2023-10-01,30.578,432.0,432.0
2023-11-01,28.351,401.0,401.0
2023-12-01,30.125,426.0,426.0
2024-01-01,24.712,371.0,371.0
2024-02-01,17.061,257.0,257.0
2024-03-01,19.361,292.0,292.0
2024-04-01,18.19,274.0,274.0
2024-05-01,24.304,366.0,366.0
2024-06-01,27.419,413.0,413.0
2024-07-01,29.638,446.0,446.0
2024-08-01,33.489,504.0,504.0
2024-09-01,27.787,419.0,419.0
2024-10-01,24.07,362.0,362.0
2024-11-01,19.283,290.0,290.0
2024-12-01,20.686,311.0,311.0
