measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-10-01,749.946,5238.0,6675.0
2019-11-01,944.285,6595.0,8405.0
2019-12-01,1173.658,8197.0,10447.0
2020-01-01,893.236,6259.0,8077.0
2020-02-01,837.015,5865.0,7569.0
2020-03-01,758.576,5315.0,6860.0
2020-04-01,776.598,5442.0,7023.0
2020-05-01,688.532,4825.0,6227.0
2020-06-01,920.537,6450.0,8325.0
2020-07-01,1106.562,7754.0,10006.0
2020-08-01,985.891,6908.0,8915.0
2020-09-01,869.025,6089.0,7859.0
2020-10-01,709.365,4971.0,6414.0
2020-11-01,793.045,5557.0,7172.0
2020-12-01,894.618,6269.0,8090.0
2021-01-01,746.248,5208.0,6638.0
2021-02-01,687.531,4798.0,6115.0
2021-03-01,767.379,5355.0,6826.0
2021-04-01,588.95,4110.0,5238.0
2021-05-01,658.32,4594.0,5855.0
2021-06-01,845.929,5903.0,7524.0
2021-07-01,861.64,6013.0,7663.0
2021-08-01,926.689,6467.0,8243.0
2021-09-01,779.717,5441.0,6935.0
2021-10-01,672.065,4690.0,5978.0
2021-11-01,924.673,6453.0,8225.0
2021-12-01,797.859,5568.0,7096.0
2022-01-01,694.237,4829.0,5392.0
2022-02-01,561.447,3905.0,4360.0
2022-03-01,719.999,5008.0,5590.0
2022-04-01,569.76,3963.0,4423.0
2022-05-01,601.036,4180.0,4667.0
2022-06-01,776.289,5399.0,6027.0
2022-07-01,921.248,6408.0,7153.0
2022-08-01,933.622,6494.0,7249.0
2022-09-01,825.504,5742.0,6410.0
2022-10-01,659.36,4586.0,5119.0
2022-11-01,726.358,5052.0,5640.0
2022-12-01,607.14,4223.0,4714.0
2023-01-01,883.0,6023.0,7097.0
2023-02-01,662.0,4521.0,5289.0
2023-03-01,433.0,2953.0,3569.0
2023-04-01,669.0,4567.0,5242.0
2023-05-01,997.0,6804.0,8070.0
2023-06-01,923.0,6299.0,7469.0
2023-07-01,919.0,6273.0,7448.0
2023-08-01,983.0,6450.0,8042.0
2023-09-01,822.0,5610.0,6711.0
2023-10-01,929.0,6338.0,7615.0
2023-11-01,980.0,6430.0,7953.0
2023-12-01,1012.0,6640.0,8214.0
2024-01-01,949.0,6411.0,6696.0
2024-02-01,934.0,6312.0,6698.0
2024-03-01,960.0,6489.0,6935.0
2024-04-01,880.0,5945.0,6419.0
2024-05-01,943.0,6371.0,6898.0
2024-06-01,892.0,6030.0,6657.0
2024-07-01,991.0,6699.0,7454.0
2024-08-01,955.0,6450.0,7186.0
2024-09-01,901.0,6089.0,6710.0
2024-10-01,847.0,5722.0,6229.0
2024-11-01,941.0,6365.0,6955.0
2024-12-01,899.0,6076.0,6554.0
