measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-01-01,906.281,8350.0,8350.0
2017-02-01,1012.282,9326.0,9326.0
2017-03-01,1887.643,17391.0,17391.0
2017-04-01,1988.778,18323.0,18323.0
2017-05-01,2500.551,23038.0,23038.0
2017-06-01,2709.867,24966.0,24966.0
2017-07-01,2470.074,22757.0,22757.0
2017-08-01,2282.732,21031.0,21031.0
2017-09-01,2131.585,19638.0,19638.0
2017-10-01,1963.685,18091.0,18091.0
2017-11-01,1206.692,11117.0,11117.0
2017-12-01,1150.83,10603.0,10603.0
2018-01-01,1010.216,9197.0,9197.0
2018-02-01,1422.026,12946.0,12946.0
2018-03-01,1625.998,14803.0,14803.0
2018-04-01,2032.7,18506.0,18506.0
2018-05-01,2450.177,22306.0,22306.0
2018-06-01,2639.905,24034.0,24034.0
2018-07-01,2281.854,20774.0,20774.0
2018-08-01,2297.738,20919.0,20919.0
2018-09-01,2175.132,19802.0,19802.0
2018-10-01,1713.719,15602.0,15602.0
2018-11-01,1178.769,10732.0,10732.0
2018-12-01,937.766,8537.0,8537.0
2019-01-01,958.222,8533.0,8533.0
2019-02-01,1118.08,9957.0,9957.0
2019-03-01,1698.378,15124.0,15124.0
2019-04-01,1975.33,17590.0,17590.0
2019-05-01,2056.638,18314.0,18314.0
2019-06-01,2486.353,22141.0,22141.0
2019-07-01,2453.719,21850.0,21850.0
2019-08-01,2403.122,21400.0,21400.0
2019-09-01,1965.249,17501.0,17501.0
2019-10-01,1805.739,16080.0,16080.0
2019-11-01,1154.831,10284.0,10284.0
2019-12-01,744.339,6628.0,6628.0
2020-01-01,932.74,8177.0,8177.0
2020-02-01,1264.375,11085.0,11085.0
2020-03-01,1237.267,10847.0,10847.0
2020-04-01,1559.305,13670.0,13670.0
2020-05-01,2040.74,17891.0,17891.0
2020-06-01,2032.17,17816.0,17816.0
2020-07-01,2295.369,20124.0,20124.0
2020-08-01,1901.65,16672.0,16672.0
2020-09-01,1493.171,13091.0,13091.0
2020-10-01,1380.178,12100.0,12100.0
2020-11-01,1091.132,9566.0,9566.0
2020-12-01,863.903,7574.0,7574.0
2021-01-01,974.836,8621.0,8621.0
2021-02-01,1277.009,11294.0,11294.0
2021-03-01,1648.84,14582.0,14582.0
2021-04-01,2063.916,18253.0,18253.0
2021-05-01,2249.631,19896.0,19896.0
2021-06-01,2185.274,19327.0,19327.0
2021-07-01,2093.076,18511.0,18511.0
2021-08-01,2058.754,18208.0,18208.0
2021-09-01,1775.178,15700.0,15700.0
2021-10-01,1477.525,13067.0,13067.0
2021-11-01,1175.654,10397.0,10397.0
2021-12-01,803.307,7104.0,7104.0
2022-01-01,996.188,3399.0,3399.0
2022-02-01,1188.249,4054.0,4054.0
2022-03-01,1575.366,5375.0,5375.0
2022-04-01,1777.066,6063.0,6063.0
2022-05-01,2082.774,7106.0,7106.0
2022-06-01,2168.688,7400.0,7400.0
2022-07-01,2091.67,7137.0,7137.0
2022-08-01,1942.099,6626.0,6626.0
2022-09-01,1638.97,5592.0,5592.0
2022-10-01,1509.967,5152.0,5152.0
2022-11-01,1119.386,3819.0,3819.0
2022-12-01,782.577,2670.0,2670.0
2023-01-01,761.0,2597.0,2597.0
2023-02-01,916.0,3125.0,3125.0
2023-03-01,847.0,2890.0,2890.0
2023-04-01,1303.0,4446.0,4446.0
2023-05-01,2182.0,7445.0,7445.0
2023-06-01,2408.0,8216.0,8216.0
2023-07-01,2267.0,7735.0,7735.0
2023-08-01,1937.0,6609.0,6609.0
2023-09-01,1782.0,6080.0,6080.0
2023-10-01,1478.0,5043.0,5043.0
2023-11-01,53.0,181.0,181.0
2023-12-01,1756.0,5991.0,5991.0
2024-01-01,411.0,1402.0,1402.0
2024-02-01,936.0,3194.0,3194.0
2024-03-01,1482.0,5057.0,5057.0
2024-04-01,1406.0,4797.0,4797.0
2024-05-01,1586.0,5411.0,5411.0
2024-06-01,2174.0,7418.0,7418.0
2024-07-01,663.0,2262.0,2262.0
2024-08-01,3009.0,10267.0,10267.0
2024-09-01,1269.0,4330.0,4330.0
2024-10-01,1232.0,4204.0,4204.0
2024-11-01,173.0,590.0,590.0
2024-12-01,458.0,1563.0,1563.0
