measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-01-01,-119.5,0.0,0.0
2016-02-01,-89.019,0.0,0.0
2016-03-01,-80.705,0.0,0.0
2016-04-01,-72.758,0.0,0.0
2016-05-01,-107.953,0.0,0.0
2016-06-01,-129.785,0.0,0.0
2016-07-01,-137.174,0.0,0.0
2016-08-01,-117.542,0.0,0.0
2016-09-01,-135.417,0.0,0.0
2016-10-01,-139.205,0.0,0.0
2016-11-01,-139.699,0.0,0.0
2016-12-01,-144.243,0.0,0.0
2017-01-01,-117.0,0.0,0.0
2017-02-01,-97.0,0.0,0.0
2017-03-01,-125.0,0.0,0.0
2017-04-01,-138.0,0.0,0.0
2017-05-01,-133.0,0.0,0.0
2017-06-01,-115.0,0.0,0.0
2017-07-01,-109.0,0.0,0.0
2017-08-01,-114.0,0.0,0.0
2017-09-01,-113.0,0.0,0.0
2017-10-01,-117.0,0.0,0.0
2017-11-01,-112.0,0.0,0.0
2017-12-01,-96.0,0.0,0.0
2018-01-01,-118.0,0.0,0.0
2018-02-01,-109.0,0.0,0.0
2018-03-01,-108.0,0.0,0.0
2018-04-01,-109.0,0.0,0.0
2018-05-01,-116.0,0.0,0.0
2018-06-01,-108.0,0.0,0.0
2018-07-01,-103.0,0.0,0.0
2018-08-01,-110.0,0.0,0.0
2018-09-01,-105.0,0.0,0.0
2018-10-01,-73.0,0.0,0.0
2018-11-01,-53.0,0.0,0.0
2018-12-01,-55.0,0.0,0.0
2019-01-01,-55.0,0.0,0.0
2019-02-01,-21.0,0.0,0.0
2019-03-01,0.0,0.0,0.0
2019-04-01,-45.0,0.0,0.0
2019-05-01,-116.0,0.0,0.0
2019-06-01,-96.0,0.0,0.0
2019-07-01,-95.0,0.0,0.0
2019-08-01,-88.0,0.0,0.0
2019-09-01,-51.0,0.0,0.0
2019-10-01,-55.0,0.0,0.0
2019-11-01,-56.0,0.0,0.0
2019-12-01,-58.0,0.0,0.0
2020-01-01,-59.0,0.0,0.0
2020-02-01,-61.0,0.0,0.0
2020-03-01,-60.0,0.0,0.0
2020-04-01,-53.0,0.0,0.0
2020-05-01,-54.0,0.0,0.0
2020-06-01,-52.0,0.0,0.0
2020-07-01,-46.0,0.0,0.0
2020-08-01,-57.0,0.0,0.0
2020-09-01,-58.0,0.0,0.0
2020-10-01,-59.0,0.0,0.0
2020-11-01,-59.0,0.0,0.0
2020-12-01,-67.0,0.0,0.0
2021-01-01,-68.0,0.0,0.0
2021-02-01,-58.0,0.0,0.0
2021-03-01,-65.0,0.0,0.0
2021-04-01,-60.0,0.0,0.0
2021-05-01,-59.0,0.0,0.0
2021-06-01,-60.0,0.0,0.0
2021-07-01,-53.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
