measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2012-12-01,238.0,1585.0,1585.0
2013-01-01,605.058,4372.0,4372.0
2013-02-01,557.355,4028.0,4028.0
2013-03-01,537.535,3884.0,3884.0
2013-04-01,462.552,3343.0,3343.0
2013-05-01,488.49,3530.0,3530.0
2013-06-01,577.918,4177.0,4177.0
2013-07-01,733.313,5299.0,5299.0
2013-08-01,747.879,5405.0,5405.0
2013-09-01,746.009,5391.0,5391.0
2013-10-01,647.297,4678.0,4678.0
2013-11-01,638.474,4614.0,4614.0
2013-12-01,743.51,5373.0,5373.0
2014-01-01,458.846,3643.0,3643.0
2014-02-01,428.481,3403.0,3403.0
2014-03-01,371.828,2952.0,2952.0
2014-04-01,353.557,2808.0,2808.0
2014-05-01,356.505,2832.0,2832.0
2014-06-01,351.452,2791.0,2791.0
2014-07-01,497.263,3949.0,3949.0
2014-08-01,513.299,4076.0,4076.0
2014-09-01,536.922,4264.0,4264.0
2014-10-01,529.667,4206.0,4206.0
2014-11-01,382.791,3040.0,3040.0
2014-12-01,416.389,3307.0,3307.0
2015-01-01,515.697,3879.0,3879.0
2015-02-01,381.859,2871.0,2871.0
2015-03-01,447.359,3364.0,3364.0
2015-04-01,429.294,3228.0,3228.0
2015-05-01,419.103,3152.0,3152.0
2015-06-01,589.332,4432.0,4432.0
2015-07-01,664.692,4998.0,4998.0
2015-08-01,701.127,5272.0,5272.0
2015-09-01,696.283,5235.0,5235.0
2015-10-01,670.729,5043.0,5043.0
2015-11-01,494.544,3719.0,3719.0
2015-12-01,528.981,3978.0,3978.0
2016-01-01,644.957,4874.0,4874.0
2016-02-01,511.854,3868.0,3868.0
2016-03-01,398.085,3008.0,3008.0
2016-04-01,380.699,2877.0,2877.0
2016-05-01,410.945,3106.0,3106.0
2016-06-01,625.182,4725.0,4725.0
2016-07-01,737.412,5572.0,5572.0
2016-08-01,815.604,6164.0,6164.0
2016-09-01,675.193,5102.0,5102.0
2016-10-01,666.029,5034.0,5034.0
2016-11-01,512.119,3870.0,3870.0
2016-12-01,579.921,4383.0,4383.0
2017-01-01,636.746,4835.0,4835.0
2017-02-01,486.015,3692.0,3692.0
2017-03-01,402.486,3058.0,3058.0
2017-04-01,359.542,2731.0,2731.0
2017-05-01,446.046,3388.0,3388.0
2017-06-01,586.84,4457.0,4457.0
2017-07-01,800.258,6079.0,6079.0
2017-08-01,903.379,6862.0,6862.0
2017-09-01,743.313,5646.0,5646.0
2017-10-01,703.967,5347.0,5347.0
2017-11-01,611.801,4647.0,4647.0
2017-12-01,648.607,4926.0,4926.0
2018-01-01,558.794,4158.0,4158.0
2018-02-01,490.635,3653.0,3653.0
2018-03-01,510.278,3799.0,3799.0
2018-04-01,384.027,2859.0,2859.0
2018-05-01,350.562,2609.0,2609.0
2018-06-01,479.554,3570.0,3570.0
2018-07-01,836.82,6229.0,6229.0
2018-08-01,774.133,5763.0,5763.0
2018-09-01,623.023,4638.0,4638.0
2018-10-01,696.398,5185.0,5185.0
2018-11-01,622.553,4635.0,4635.0
2018-12-01,627.223,4669.0,4669.0
2019-01-01,529.259,4545.0,4545.0
2019-02-01,490.735,4216.0,4216.0
2019-03-01,427.944,3676.0,3676.0
2019-04-01,300.288,2579.0,2579.0
2019-05-01,258.762,2223.0,2223.0
2019-06-01,346.011,2972.0,2972.0
2019-07-01,545.453,4686.0,4686.0
2019-08-01,640.7,5504.0,5504.0
2019-09-01,563.769,4843.0,4843.0
2019-10-01,577.421,4961.0,4961.0
2019-11-01,566.299,4865.0,4865.0
2019-12-01,587.359,5046.0,5046.0
