measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0
2007-10-01,2629.01,31607.0,31607.0
2007-11-01,2366.83,28455.0,28455.0
2007-12-01,2280.16,27413.0,27413.0
2008-01-01,1474.174,16795.0,16795.0
2008-02-01,3554.411,40495.0,40495.0
2008-03-01,2463.79,28069.0,28069.0
2008-04-01,2843.375,32394.0,32394.0
2008-05-01,2034.616,23180.0,23180.0
2008-06-01,2845.5330000000004,32419.0,32419.0
2008-07-01,4131.159000000001,47066.0,47066.0
2008-08-01,2877.433,32782.0,32782.0
2008-09-01,2391.931,27251.0,27251.0
2008-10-01,4191.893,47757.0,47757.0
2008-11-01,2622.498,29878.0,29878.0
2008-12-01,3280.1870000000004,37371.0,37371.0
2009-01-01,3021.804,35666.0,35666.0
2009-02-01,2736.3320000000003,32296.0,32296.0
2009-03-01,2818.08,33261.0,33261.0
2009-04-01,3342.529,39451.0,39451.0
2009-05-01,2042.0490000000002,24102.0,24102.0
2009-06-01,2381.194,28105.0,28105.0
2009-07-01,2734.677,32277.0,32277.0
2009-08-01,2905.356,34291.0,34291.0
2009-09-01,2450.502,28923.0,28923.0
2009-10-01,2623.72,30967.0,30967.0
2009-11-01,3064.938,36175.0,36175.0
2009-12-01,3337.819,39396.0,39396.0
2010-01-01,2912.976,33088.0,33088.0
2010-02-01,2137.6040000000003,24280.0,24280.0
2010-03-01,3596.935,40856.0,40856.0
2010-04-01,3180.13,36122.0,36122.0
2010-05-01,2231.049,25341.0,25341.0
2010-06-01,2288.087,25989.0,25989.0
2010-07-01,2637.121,29954.0,29954.0
2010-08-01,2440.846,27725.0,27725.0
2010-09-01,2313.3320000000003,26276.0,26276.0
2010-10-01,3343.775,37981.0,37981.0
2010-11-01,3328.884,37811.0,37811.0
