measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2013-01-01,109.063,1041.0,1041.0
2013-02-01,223.453,2132.0,2132.0
2013-03-01,380.541,3631.0,3631.0
2013-04-01,401.224,3828.0,3828.0
2013-05-01,451.543,4308.0,4308.0
2013-06-01,575.443,5490.0,5490.0
2013-07-01,542.915,5180.0,5180.0
2013-08-01,730.656,6971.0,6971.0
2013-09-01,710.249,6776.0,6776.0
2013-10-01,628.8,5999.0,5999.0
2013-11-01,625.935,5972.0,5972.0
2013-12-01,653.178,6232.0,6232.0
2014-01-01,225.676,2146.0,2146.0
2014-02-01,257.384,2448.0,2448.0
2014-03-01,453.148,4309.0,4309.0
2014-04-01,536.252,5100.0,5100.0
2014-05-01,616.049,5859.0,5859.0
2014-06-01,683.25,6498.0,6498.0
2014-07-01,632.273,6013.0,6013.0
2014-08-01,684.145,6506.0,6506.0
2014-09-01,667.516,6348.0,6348.0
2014-10-01,602.788,5733.0,5733.0
2014-11-01,500.924,4764.0,4764.0
2014-12-01,341.595,3249.0,3249.0
2015-01-01,229.357,2137.0,2137.0
2015-02-01,289.064,2694.0,2694.0
2015-03-01,423.608,3948.0,3948.0
2015-04-01,475.438,4431.0,4431.0
2015-05-01,477.888,4453.0,4453.0
2015-06-01,492.385,4589.0,4589.0
2015-07-01,509.593,4749.0,4749.0
2015-08-01,515.785,4807.0,4807.0
2015-09-01,425.665,3967.0,3967.0
2015-10-01,358.59,3342.0,3342.0
2015-11-01,332.187,3096.0,3096.0
2015-12-01,273.44,2548.0,2548.0
2016-01-01,333.654,3080.0,3080.0
2016-02-01,556.908,5141.0,5141.0
2016-03-01,614.714,5675.0,5675.0
2016-04-01,716.102,6611.0,6611.0
2016-05-01,890.148,8218.0,8218.0
2016-06-01,853.752,7882.0,7882.0
2016-07-01,996.662,9201.0,9201.0
2016-08-01,982.864,9074.0,9074.0
2016-09-01,867.174,8006.0,8006.0
2016-10-01,731.022,6749.0,6749.0
2016-11-01,627.981,5798.0,5798.0
2016-12-01,458.019,4228.0,4228.0
2017-01-01,370.167,3410.0,3410.0
2017-02-01,413.463,3809.0,3809.0
2017-03-01,771.001,7103.0,7103.0
2017-04-01,812.309,7484.0,7484.0
2017-05-01,1021.341,9410.0,9410.0
2017-06-01,1106.835,10197.0,10197.0
2017-07-01,1008.892,9295.0,9295.0
2017-08-01,932.373,8590.0,8590.0
2017-09-01,870.638,8021.0,8021.0
2017-10-01,802.06,7389.0,7389.0
2017-11-01,492.869,4541.0,4541.0
2017-12-01,470.052,4331.0,4331.0
2018-01-01,439.76,4004.0,4004.0
2018-02-01,619.025,5636.0,5636.0
2018-03-01,707.816,6444.0,6444.0
2018-04-01,884.859,8056.0,8056.0
2018-05-01,1066.591,9710.0,9710.0
2018-06-01,1149.182,10462.0,10462.0
2018-07-01,993.318,9043.0,9043.0
2018-08-01,1000.233,9106.0,9106.0
2018-09-01,946.861,8620.0,8620.0
2018-10-01,746.002,6792.0,6792.0
2018-11-01,513.132,4672.0,4672.0
2018-12-01,408.221,3716.0,3716.0
2019-01-01,429.544,3825.0,3825.0
2019-02-01,501.203,4463.0,4463.0
2019-03-01,761.333,6780.0,6780.0
2019-04-01,885.483,7885.0,7885.0
2019-05-01,921.931,8210.0,8210.0
2019-06-01,1114.559,9925.0,9925.0
2019-07-01,1099.931,9795.0,9795.0
2019-08-01,1077.25,9593.0,9593.0
2019-09-01,880.964,7845.0,7845.0
2019-10-01,809.46,7208.0,7208.0
2019-11-01,517.677,4610.0,4610.0
2019-12-01,333.665,2971.0,2971.0
2020-01-01,49.029,430.0,430.0
2020-02-01,66.461,583.0,583.0
2020-03-01,65.037,570.0,570.0
2020-04-01,81.964,719.0,719.0
2020-05-01,107.271,940.0,940.0
2020-06-01,106.82,936.0,936.0
2020-07-01,120.655,1058.0,1058.0
2020-08-01,99.96,876.0,876.0
2020-09-01,78.488,688.0,688.0
2020-10-01,72.549,636.0,636.0
