measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-10-01,6.329,90.0,90.0
2021-11-01,5.207,73.0,73.0
2021-12-01,5.464,77.0,77.0
2022-01-01,25.0,350.0,350.0
2022-02-01,22.258,313.0,313.0
2022-03-01,17.724,250.0,250.0
2022-04-01,18.476,260.0,260.0
2022-05-01,27.294,384.0,384.0
2022-06-01,33.225,468.0,468.0
2022-07-01,39.152,551.0,551.0
2022-08-01,39.356,554.0,554.0
2022-09-01,33.175,467.0,467.0
2022-10-01,25.64,361.0,361.0
2022-11-01,24.031,338.0,338.0
2022-12-01,26.669,376.0,376.0
2023-01-01,25.232,354.0,354.0
2023-02-01,23.798,336.0,336.0
2023-03-01,23.487,331.0,331.0
2023-04-01,22.683,320.0,320.0
2023-05-01,32.384,456.0,456.0
2023-06-01,37.41,528.0,528.0
2023-07-01,41.027,578.0,578.0
2023-08-01,45.157,637.0,637.0
2023-09-01,38.042,536.0,536.0
2023-10-01,28.081,396.0,396.0
2023-11-01,26.035,367.0,367.0
2023-12-01,27.664,390.0,390.0
2024-01-01,22.031,320.0,320.0
2024-02-01,15.212,220.0,220.0
2024-03-01,17.263,250.0,250.0
2024-04-01,16.219,234.0,234.0
2024-05-01,21.67,313.0,313.0
2024-06-01,24.447,353.0,353.0
2024-07-01,26.426,382.0,382.0
2024-08-01,29.859,431.0,431.0
2024-09-01,24.775,358.0,358.0
2024-10-01,21.461,310.0,310.0
2024-11-01,17.193,248.0,248.0
2024-12-01,18.444,266.0,266.0
