measured_on,"Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Generation","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Total Fuel Consumed","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2003-01-01,3603.6,71517.6,71517.6,2948.4,58514.4,58514.4,225.0,4460.0,4460.0
2003-02-01,2729.65,57024.0,57024.0,2233.35,46656.0,46656.0,629.0,13147.0,13147.0
2003-03-01,2967.25,60462.6,60462.6,2427.75,49469.4,49469.4,614.0,12510.0,12510.0
2003-04-01,3112.45,56423.4,56423.4,2546.55,46164.6,46164.6,428.0,7758.0,7758.0
2003-05-01,1436.6,22314.6,22314.6,1175.4,18257.4,18257.4,296.0,4598.0,4598.0
2003-06-01,3020.05,43495.65,43495.65,2470.95,35587.35,35587.35,500.0,7200.0,7200.0
2003-07-01,3162.5,46138.95,46138.95,2587.5,37750.05,37750.05,526.0,7668.0,7668.0
2003-08-01,2955.7,40290.8,40290.8,2418.3,32965.2,32965.2,486.0,6618.0,6618.0
2003-09-01,3044.25,55346.5,55346.5,2490.75,45283.5,45283.5,412.0,7489.0,7489.0
2003-10-01,2825.35,44203.5,44203.5,2311.65,36166.5,36166.5,596.0,9325.0,9325.0
2003-11-01,2236.3,36234.0,36234.0,1829.7,29646.0,29646.0,413.0,6692.0,6692.0
2003-12-01,3504.05,47295.6,47295.6,2866.95,38696.4,38696.4,399.0,5391.0,5391.0
2004-01-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,227.86700000000002,3575.0,3575.0
2004-02-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,284.16200000000003,4458.0,4458.0
2004-03-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,360.665,5659.0,5659.0
2004-04-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,345.458,5420.0,5420.0
2004-05-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,393.327,6171.0,6171.0
2004-06-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,339.77700000000004,5331.0,5331.0
2004-07-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,653.186,10248.0,10248.0
2004-08-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,611.1890000000001,9589.0,9589.0
2004-09-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,546.172,8569.0,8569.0
2004-10-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,391.233,6138.0,6138.0
2004-11-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,386.29400000000004,6061.0,6061.0
2004-12-01,3073.21685,48219.6,48219.6,2514.45015,39452.4,39452.4,330.672,5188.0,5188.0
2005-01-01,2999.85896,22500.35,22500.35,2357.03204,17678.84,17678.84,580.356,7668.11,7668.11
2005-02-01,2558.47144,19189.73,19189.73,2010.22756,15077.65,15077.65,523.832,6921.27,6921.27
2005-03-01,2858.20808,21437.9,21437.9,2245.73492,16844.06,16844.06,565.321,7469.45,7469.45
2005-04-01,2638.98544,19793.62,19793.62,2073.48856,15552.13,15552.13,568.0360000000001,7505.33,7505.33
2005-05-01,2891.4312,21687.09,21687.09,2271.8388,17039.85,17039.85,623.8770000000001,8243.14,8243.14
2005-06-01,2803.62712,21028.51,21028.51,2202.84988,16522.4,16522.4,801.3340000000001,10587.84,10587.84
2005-07-01,3012.09776,22592.14,22592.14,2366.64824,17750.97,17750.97,1026.123,13557.92,13557.92
2005-08-01,2901.47592,21762.43,21762.43,2279.73108,17099.05,17099.05,1063.39,14050.33,14050.33
2005-09-01,2762.40272,20719.31,20719.31,2170.45928,16279.46,16279.46,802.023,10596.94,10596.94
2005-10-01,2383.9284000000002,17880.58,17880.58,1873.0866,14049.02,14049.02,622.525,8225.28,8225.28
2005-11-01,2654.4952000000003,19909.95,19909.95,2085.6748000000002,15643.54,15643.54,555.441,7338.91,7338.91
2005-12-01,2970.37776,22279.22,22279.22,2333.86824,17505.1,17505.1,633.7420000000001,8373.48,8373.48
2006-01-01,,,,,,,123.637,1796.0,1796.0
2006-02-01,,,,,,,146.684,2131.0,2131.0
2006-03-01,,,,,,,167.306,2430.0,2430.0
2006-04-01,,,,,,,187.136,2718.0,2718.0
2006-05-01,,,,,,,216.75,3148.0,3148.0
2006-06-01,,,,,,,276.19800000000004,4012.0,4012.0
2006-07-01,,,,,,,347.24100000000004,5044.0,5044.0
2006-08-01,,,,,,,351.62,5107.0,5107.0
2006-09-01,,,,,,,239.24300000000002,3475.0,3475.0
2006-10-01,,,,,,,216.614,3146.0,3146.0
2006-11-01,,,,,,,160.869,2337.0,2337.0
2006-12-01,,,,,,,167.702,2436.0,2436.0
2007-01-01,,,,,,,142.138,2508.0,2508.0
2007-02-01,,,,,,,121.304,2138.0,2138.0
2007-03-01,,,,,,,199.68900000000002,3660.0,3660.0
2007-04-01,,,,,,,112.147,1981.0,1981.0
2007-05-01,,,,,,,181.876,3263.0,3263.0
2007-06-01,,,,,,,82.589,1463.0,1463.0
2007-07-01,,,,,,,215.90300000000002,3132.0,3132.0
2007-08-01,,,,,,,157.934,2912.0,2912.0
2007-09-01,,,,,,,146.00300000000001,2691.0,2691.0
2007-10-01,,,,,,,166.02,2425.0,2425.0
2007-11-01,,,,,,,51.529,751.0,751.0
2007-12-01,,,,,,,92.94,1324.0,1324.0
2008-01-01,,,,,,,170.443,2456.0,2456.0
2008-02-01,,,,,,,136.707,2022.0,2022.0
2008-03-01,,,,,,,133.739,2019.0,2019.0
2008-04-01,,,,,,,40.27,592.0,592.0
2008-05-01,,,,,,,151.943,2332.0,2332.0
2008-06-01,,,,,,,18.139,271.0,271.0
2008-07-01,,,,,,,77.396,1169.0,1169.0
2008-08-01,,,,,,,12.528,185.0,185.0
2008-09-01,,,,,,,41.715,641.0,641.0
2008-10-01,,,,,,,145.78400000000002,2211.0,2211.0
2008-11-01,,,,,,,338.25100000000003,5193.0,5193.0
2008-12-01,,,,,,,185.687,2792.0,2792.0
2009-01-01,,,,,,,59.272000000000006,897.0,897.0
2009-02-01,,,,,,,54.656000000000006,843.0,843.0
2009-03-01,,,,,,,91.145,1397.0,1397.0
2009-04-01,,,,,,,79.247,762.0,762.0
2009-05-01,,,,,,,123.24,1851.0,1851.0
2009-06-01,,,,,,,7.663,112.0,112.0
2009-07-01,,,,,,,29.015,440.0,440.0
2009-08-01,,,,,,,10.103,150.0,150.0
2009-09-01,,,,,,,95.637,1475.0,1475.0
2009-10-01,,,,,,,18.011,272.0,272.0
2009-11-01,,,,,,,9.816,146.0,146.0
2009-12-01,,,,,,,128.625,1928.0,1928.0
2010-01-01,,,,,,,204.595,3152.0,3152.0
2010-02-01,,,,,,,125.88000000000001,1910.0,1910.0
2010-03-01,,,,,,,90.66900000000001,1367.0,1367.0
2010-04-01,,,,,,,54.894000000000005,861.0,861.0
2010-05-01,,,,,,,156.387,2361.0,2361.0
2010-06-01,,,,,,,40.754000000000005,604.0,604.0
2010-07-01,,,,,,,92.41300000000001,1407.0,1407.0
2010-08-01,,,,,,,33.097,501.0,501.0
2010-09-01,,,,,,,56.006,842.0,842.0
2010-10-01,,,,,,,202.187,3084.0,3084.0
2010-11-01,,,,,,,58.371,870.0,870.0
2010-12-01,,,,,,,391.17900000000003,5927.0,5927.0
2011-01-01,,,,,,,372.439,5573.0,5573.0
2011-02-01,,,,,,,113.611,1693.0,1693.0
2011-03-01,,,,,,,425.529,6489.0,6489.0
2011-04-01,,,,,,,38.421,603.0,603.0
2011-05-01,,,,,,,296.749,4684.0,4684.0
2011-06-01,,,,,,,162.251,2503.0,2503.0
2011-07-01,,,,,,,102.601,1600.0,1600.0
2011-08-01,,,,,,,90.031,1395.0,1395.0
2011-09-01,,,,,,,201.58,3137.0,3137.0
2011-10-01,,,,,,,153.803,2370.0,2370.0
2011-11-01,,,,,,,219.211,3356.0,3356.0
2011-12-01,,,,,,,110.38,1639.0,1639.0
2012-01-01,,,,,,,69.116,1048.0,1048.0
2012-02-01,,,,,,,156.802,2363.0,2363.0
2012-03-01,,,,,,,186.31,2827.0,2827.0
2012-04-01,,,,,,,153.437,2418.0,2418.0
2012-05-01,,,,,,,352.79,5478.0,5478.0
2012-06-01,,,,,,,291.386,4511.0,4511.0
2012-07-01,,,,,,,469.464,7449.0,7449.0
2012-08-01,,,,,,,421.717,6644.0,6644.0
2012-09-01,,,,,,,475.915,7390.0,7390.0
2012-10-01,,,,,,,236.738,3741.0,3741.0
2012-11-01,,,,,,,306.877,4623.0,4623.0
2012-12-01,,,,,,,406.111,5979.0,5979.0
2013-01-01,,,,,,,347.854,5592.0,5592.0
2013-02-01,,,,,,,270.258,4451.0,4451.0
2013-03-01,,,,,,,281.166,4331.0,4331.0
2013-04-01,,,,,,,142.455,2507.0,2507.0
2013-05-01,,,,,,,332.918,5539.0,5539.0
2013-06-01,,,,,,,256.978,4593.0,4593.0
2013-07-01,,,,,,,430.925,7832.0,7832.0
2013-08-01,,,,,,,209.326,3818.0,3818.0
2013-09-01,,,,,,,219.906,3980.0,3980.0
2013-10-01,,,,,,,266.917,4643.0,4643.0
2013-11-01,,,,,,,237.891,4134.0,4134.0
2013-12-01,,,,,,,402.272,6862.0,6862.0
2014-01-01,,,,,,,445.458,7595.0,7595.0
2014-02-01,,,,,,,469.411,8131.0,8131.0
2014-03-01,,,,,,,575.473,10181.0,10181.0
2014-04-01,,,,,,,147.338,2665.0,2665.0
2014-05-01,,,,,,,315.932,5678.0,5678.0
2014-06-01,,,,,,,304.2,5406.0,5406.0
2014-07-01,,,,,,,457.903,8084.0,8084.0
2014-08-01,,,,,,,431.772,7597.0,7597.0
2014-09-01,,,,,,,614.932,10701.0,10701.0
2014-10-01,,,,,,,579.323,9990.0,9990.0
2014-11-01,,,,,,,667.349,11396.0,11396.0
2014-12-01,,,,,,,537.651,9252.0,9252.0
2015-01-01,,,,,,,612.044,9096.0,9096.0
2015-02-01,,,,,,,483.024,7442.0,7442.0
2015-03-01,,,,,,,491.513,7501.0,7501.0
2015-04-01,,,,,,,243.912,3631.0,3631.0
2015-05-01,,,,,,,377.938,5666.0,5666.0
2015-06-01,,,,,,,410.181,6123.0,6123.0
2015-07-01,,,,,,,343.132,5185.0,5185.0
2015-08-01,,,,,,,377.301,5810.0,5810.0
2015-09-01,,,,,,,621.08,9544.0,9544.0
2015-10-01,,,,,,,468.856,7188.0,7188.0
2015-11-01,,,,,,,365.788,5469.0,5469.0
2015-12-01,,,,,,,466.886,6944.0,6944.0
2016-01-01,,,,,,,936.018,14271.0,14271.0
2016-02-01,,,,,,,692.497,10597.0,10597.0
2016-03-01,,,,,,,770.596,11778.0,11778.0
2016-04-01,,,,,,,579.931,8858.0,8858.0
2016-05-01,,,,,,,360.942,5639.0,5639.0
2016-06-01,,,,,,,473.801,7303.0,7303.0
2016-07-01,,,,,,,514.7,7943.0,7943.0
2016-08-01,,,,,,,470.749,7325.0,7325.0
2016-09-01,,,,,,,669.902,10489.0,10489.0
2016-10-01,,,,,,,669.033,10394.0,10394.0
2016-11-01,,,,,,,706.485,10797.0,10797.0
2016-12-01,,,,,,,595.864,9092.0,9092.0
2017-01-01,,,,,,,382.318,5793.0,5793.0
2017-02-01,,,,,,,755.489,11267.0,11267.0
2017-03-01,,,,,,,641.072,9566.0,9566.0
2017-04-01,,,,,,,238.561,3557.0,3557.0
2017-05-01,,,,,,,567.353,8731.0,8731.0
2017-06-01,,,,,,,572.418,8827.0,8827.0
2017-07-01,,,,,,,547.758,8334.0,8334.0
2017-08-01,,,,,,,685.861,10551.0,10551.0
2017-09-01,,,,,,,553.194,8397.0,8397.0
2017-10-01,,,,,,,877.99,13436.0,13436.0
2017-11-01,,,,,,,619.809,9471.0,9471.0
2017-12-01,,,,,,,435.529,6579.0,6579.0
2018-01-01,,,,,,,453.083,6928.0,6928.0
2018-02-01,,,,,,,578.497,8704.0,8704.0
2018-03-01,,,,,,,541.54,8406.0,8406.0
2018-04-01,,,,,,,532.689,8182.0,8182.0
2018-05-01,,,,,,,701.282,10421.0,10421.0
2018-06-01,,,,,,,644.281,9993.0,9993.0
2018-07-01,,,,,,,0.0,0.0,0.0
