measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2016-09-01,756.978,4643.0,4643.0
2016-10-01,746.704,4580.0,4580.0
2016-11-01,574.152,3522.0,3522.0
2016-12-01,650.166,3988.0,3988.0
2017-01-01,903.643,5750.0,5750.0
2017-02-01,689.732,4388.0,4388.0
2017-03-01,571.191,3634.0,3634.0
2017-04-01,510.246,3246.0,3246.0
2017-05-01,633.009,4027.0,4027.0
2017-06-01,832.818,5299.0,5299.0
2017-07-01,1135.691,7225.0,7225.0
2017-08-01,1282.037,8156.0,8156.0
2017-09-01,1054.877,6711.0,6711.0
2017-10-01,999.039,6355.0,6355.0
2017-11-01,868.242,5523.0,5523.0
2017-12-01,920.475,5856.0,5856.0
2018-01-01,815.212,5523.0,5523.0
2018-02-01,715.773,4849.0,4849.0
2018-03-01,744.43,5043.0,5043.0
2018-04-01,560.246,3795.0,3795.0
2018-05-01,511.425,3465.0,3465.0
2018-06-01,699.608,4740.0,4740.0
2018-07-01,1220.813,8271.0,8271.0
2018-08-01,1129.361,7651.0,7651.0
2018-09-01,908.912,6158.0,6158.0
2018-10-01,1015.956,6883.0,6883.0
2018-11-01,908.226,6154.0,6154.0
2018-12-01,915.038,6200.0,6200.0
2019-01-01,854.942,7041.0,7041.0
2019-02-01,792.712,6529.0,6529.0
2019-03-01,691.283,5694.0,5694.0
2019-04-01,485.072,3994.0,3994.0
2019-05-01,417.993,3442.0,3442.0
2019-06-01,558.932,4603.0,4603.0
2019-07-01,881.103,7256.0,7256.0
2019-08-01,1034.96,8523.0,8523.0
2019-09-01,910.689,7500.0,7500.0
2019-10-01,932.742,7682.0,7682.0
2019-11-01,914.776,7534.0,7534.0
2019-12-01,948.796,7814.0,7814.0
2020-01-01,648.327,4702.0,4702.0
2020-02-01,572.533,4152.0,4152.0
2020-03-01,635.55,4610.0,4610.0
2020-04-01,449.461,3260.0,3260.0
2020-05-01,422.616,3065.0,3065.0
2020-06-01,594.498,4313.0,4313.0
2020-07-01,831.639,6032.0,6032.0
2020-08-01,1034.202,7501.0,7501.0
2020-09-01,900.628,6533.0,6533.0
2020-10-01,935.325,6784.0,6784.0
2020-11-01,747.104,5419.0,5419.0
2020-12-01,828.117,6007.0,6007.0
2021-01-01,655.612,4718.0,4718.0
2021-02-01,555.979,4001.0,4001.0
2021-03-01,597.784,4302.0,4302.0
2021-04-01,530.434,3817.0,3817.0
2021-05-01,554.372,3989.0,3989.0
2021-06-01,758.072,5455.0,5455.0
2021-07-01,1046.125,7529.0,7529.0
2021-08-01,955.148,6874.0,6874.0
2021-09-01,812.718,5849.0,5849.0
2021-10-01,774.77,5575.0,5575.0
2021-11-01,712.052,5124.0,5124.0
2021-12-01,734.934,5289.0,5289.0
2022-01-01,738.51,5129.0,5129.0
2022-02-01,613.16,4257.0,4257.0
2022-03-01,567.336,3939.0,3939.0
2022-04-01,581.142,4035.0,4035.0
2022-05-01,533.296,3704.0,3704.0
2022-06-01,725.319,5037.0,5037.0
2022-07-01,968.952,6729.0,6729.0
2022-08-01,1169.17,8119.0,8119.0
2022-09-01,1071.541,7441.0,7441.0
2022-10-01,984.046,6833.0,6833.0
2022-11-01,903.677,6275.0,6275.0
2022-12-01,998.851,6936.0,6936.0
2023-01-01,754.592,5260.0,5260.0
2023-02-01,642.767,4481.0,4481.0
2023-03-01,617.781,4307.0,4307.0
2023-04-01,482.616,3364.0,3364.0
2023-05-01,312.588,2179.0,2179.0
2023-06-01,411.221,2867.0,2867.0
2023-07-01,951.896,6636.0,6636.0
2023-08-01,960.482,6696.0,6696.0
2023-09-01,679.856,4740.0,4740.0
2023-10-01,830.23,5788.0,5788.0
2023-11-01,779.908,5437.0,5437.0
2023-12-01,878.063,6121.0,6121.0
2024-01-01,790.0,5542.0,5542.0
2024-02-01,726.0,5113.0,5113.0
2024-03-01,773.0,5488.0,5488.0
2024-04-01,764.0,5399.0,5399.0
2024-05-01,789.0,5570.0,5570.0
2024-06-01,830.0,5809.0,5809.0
2024-07-01,831.0,5852.0,5852.0
2024-08-01,818.0,5829.0,5829.0
2024-09-01,778.0,5475.0,5475.0
2024-10-01,888.0,6189.0,6189.0
2024-11-01,856.0,5981.0,5981.0
2024-12-01,879.0,6166.0,6166.0
