measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2023-01-01,41.0,140.0,140.0
2023-02-01,68.0,232.0,232.0
2023-03-01,93.0,317.0,317.0
2023-04-01,178.0,607.0,607.0
2023-05-01,232.0,792.0,792.0
2023-06-01,188.0,641.0,641.0
2023-07-01,201.0,686.0,686.0
2023-08-01,181.0,618.0,618.0
2023-09-01,108.0,368.0,368.0
2023-10-01,104.0,355.0,355.0
2023-11-01,106.0,362.0,362.0
2023-12-01,66.0,225.0,225.0
2024-01-01,46.0,157.0,157.0
2024-02-01,113.0,386.0,386.0
2024-03-01,134.0,457.0,457.0
2024-04-01,166.0,566.0,566.0
2024-05-01,177.0,604.0,604.0
2024-06-01,222.0,757.0,757.0
2024-07-01,191.0,652.0,652.0
2024-08-01,148.0,505.0,505.0
2024-09-01,140.0,478.0,478.0
2024-10-01,163.0,556.0,556.0
2024-11-01,100.0,341.0,341.0
2024-12-01,65.0,222.0,222.0
