measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,2788.0,27877.21,27877.21
2006-01-01,14388.0,142715.0,142715.0
2006-02-01,14194.0,140790.0,140790.0
2006-03-01,12689.0,125862.0,125862.0
2006-04-01,16371.0,162384.0,162384.0
2006-05-01,10238.0,101551.0,101551.0
2006-06-01,7582.0,75206.0,75206.0
2006-07-01,6705.0,66507.0,66507.0
2006-08-01,5985.0,59365.0,59365.0
2006-09-01,9150.0,90759.0,90759.0
2006-10-01,14592.0,144738.0,144738.0
2006-11-01,14084.0,139699.0,139699.0
2006-12-01,12005.0,119078.0,119078.0
2007-01-01,17861.0,176538.0,176538.0
2007-02-01,17169.0,169698.0,169698.0
2007-03-01,13551.0,133938.0,133938.0
2007-04-01,13979.0,138168.0,138168.0
2007-05-01,10563.0,104405.0,104405.0
2007-06-01,10791.0,106658.0,106658.0
2007-07-01,5312.0,52504.0,52504.0
2007-08-01,6399.0,63248.0,63248.0
2007-09-01,10631.0,105077.0,105077.0
2007-10-01,14194.0,140293.0,140293.0
2007-11-01,10076.0,99591.0,99591.0
2007-12-01,17483.0,172802.0,172802.0
2008-01-01,16451.0,162108.0,162108.0
2008-02-01,13674.0,134744.0,134744.0
2008-03-01,13927.0,137237.0,137237.0
2008-04-01,19694.0,194065.0,194065.0
2008-05-01,14410.0,141996.0,141996.0
2008-06-01,11743.0,115716.0,115716.0
2008-07-01,6413.0,63194.0,63194.0
2008-08-01,5525.0,54443.0,54443.0
2008-09-01,4744.0,46747.0,46747.0
2008-10-01,14321.0,141119.0,141119.0
2008-11-01,15326.0,151022.0,151022.0
2008-12-01,16505.0,162640.0,162640.0
2009-01-01,18743.0,182932.0,182932.0
2009-02-01,13747.0,134171.0,134171.0
2009-03-01,14333.0,139890.0,139890.0
2009-04-01,17663.0,172391.0,172391.0
2009-05-01,10986.0,107223.0,107223.0
2009-06-01,14276.0,139334.0,139334.0
2009-07-01,9026.0,88094.0,88094.0
2009-08-01,6318.0,61664.0,61664.0
2009-09-01,8344.0,81437.0,81437.0
2009-10-01,12158.0,118662.0,118662.0
2009-11-01,13385.0,130638.0,130638.0
2009-12-01,4375.0,42700.0,42700.0
2010-01-01,38.0,371.0,371.0
2010-02-01,588.0,5737.0,5737.0
2010-03-01,13191.0,128691.0,128691.0
2010-04-01,12850.0,125365.0,125365.0
2010-05-01,14920.0,145560.0,145560.0
2010-06-01,11263.0,109882.0,109882.0
2010-07-01,7222.0,70458.0,70458.0
2010-08-01,8709.0,84965.0,84965.0
2010-09-01,6669.0,65063.0,65063.0
2010-10-01,10560.0,103023.0,103023.0
2010-11-01,19507.0,190310.0,190310.0
2010-12-01,15939.0,155501.0,155501.0
2011-01-01,19222.0,186761.0,186761.0
2011-02-01,18566.0,180387.0,180387.0
2011-03-01,19911.0,193455.0,193455.0
2011-04-01,19099.0,185566.0,185566.0
2011-05-01,20459.0,198780.0,198780.0
2011-06-01,16354.0,158895.0,158895.0
2011-07-01,8774.0,85248.0,85248.0
2011-08-01,7941.0,77155.0,77155.0
2011-09-01,5434.0,52797.0,52797.0
2011-10-01,10648.0,103456.0,103456.0
2011-11-01,14959.0,145342.0,145342.0
2011-12-01,14936.0,145118.0,145118.0
2012-01-01,16601.0,157975.0,157975.0
2012-02-01,15367.0,146232.0,146232.0
2012-03-01,14749.0,140351.0,140351.0
2012-04-01,11616.0,110538.0,110538.0
2012-05-01,12151.0,115629.0,115629.0
2012-06-01,10708.0,101897.0,101897.0
2012-07-01,7161.0,68144.0,68144.0
2012-08-01,1355.0,12894.0,12894.0
2012-09-01,6120.0,58238.0,58238.0
2012-10-01,11820.0,112479.0,112479.0
2012-11-01,11826.0,112536.0,112536.0
2012-12-01,14807.0,140903.0,140903.0
2013-01-01,16927.0,161501.0,161501.0
2013-02-01,12705.0,121218.0,121218.0
2013-03-01,14518.0,138516.0,138516.0
2013-04-01,14741.0,140644.0,140644.0
2013-05-01,17573.0,167664.0,167664.0
2013-06-01,12261.0,116982.0,116982.0
2013-07-01,8175.0,77998.0,77998.0
2013-08-01,6954.0,66348.0,66348.0
2013-09-01,5963.0,56893.0,56893.0
2013-10-01,13913.0,132744.0,132744.0
2013-11-01,13137.0,125340.0,125340.0
2013-12-01,11410.0,108863.0,108863.0
2014-01-01,7254.0,68986.0,68986.0
2014-02-01,11581.0,110135.0,110135.0
2014-03-01,14933.0,142013.0,142013.0
2014-04-01,14395.0,136896.0,136896.0
2014-05-01,16393.0,155897.0,155897.0
2014-06-01,15505.0,147453.0,147453.0
2014-07-01,7232.0,68776.0,68776.0
2014-08-01,7706.0,73284.0,73284.0
2014-09-01,6924.0,65847.0,65847.0
2014-10-01,8388.0,79770.0,79770.0
2014-11-01,18743.0,178246.0,178246.0
2014-12-01,10882.0,103488.0,103488.0
2015-01-01,11780.0,109778.0,109778.0
2015-02-01,7523.0,70107.0,70107.0
2015-03-01,10963.0,102164.0,102164.0
2015-04-01,11868.0,110598.0,110598.0
2015-05-01,12803.0,119311.0,119311.0
2015-06-01,10732.0,100012.0,100012.0
2015-07-01,9855.0,91839.0,91839.0
2015-08-01,8599.0,80134.0,80134.0
2015-09-01,6605.0,61552.0,61552.0
2015-10-01,8389.0,78177.0,78177.0
2015-11-01,11531.0,107457.0,107457.0
2015-12-01,16043.0,149505.0,149505.0
2016-01-01,14567.0,134483.0,134483.0
2016-02-01,14707.0,135775.0,135775.0
2016-03-01,15368.0,141877.0,141877.0
2016-04-01,12698.0,117228.0,117228.0
2016-05-01,13666.0,126165.0,126165.0
2016-06-01,9077.0,83799.0,83799.0
2016-07-01,10336.0,95422.0,95422.0
2016-08-01,5551.0,51247.0,51247.0
2016-09-01,12048.0,111227.0,111227.0
2016-10-01,12169.0,112344.0,112344.0
2016-11-01,10386.0,95884.0,95884.0
2016-12-01,12243.0,113027.0,113027.0
2017-01-01,7542.245,69487.0,69487.0
2017-02-01,6944.339,63978.0,63978.0
2017-03-01,8822.452,81281.0,81281.0
2017-04-01,11206.277,103243.0,103243.0
2017-05-01,15214.602,140172.0,140172.0
2017-06-01,15161.625,139684.0,139684.0
2017-07-01,13117.108,120848.0,120848.0
2017-08-01,15185.243,139902.0,139902.0
2017-09-01,11254.27,103686.0,103686.0
2017-10-01,7748.517,71387.0,71387.0
2017-11-01,4138.327,38126.0,38126.0
2017-12-01,2142.995,19743.0,19743.0
2018-01-01,4713.537,42912.0,42912.0
2018-02-01,9852.901,89701.0,89701.0
2018-03-01,11788.248,107320.0,107320.0
2018-04-01,13716.752,124877.0,124877.0
2018-05-01,21430.673,195105.0,195105.0
2018-06-01,19815.024,180396.0,180396.0
2018-07-01,17393.285,158348.0,158348.0
2018-08-01,18273.534,166362.0,166362.0
2018-09-01,13983.386,127305.0,127305.0
2018-10-01,11428.986,104049.0,104049.0
2018-11-01,7094.4,64587.0,64587.0
2018-12-01,6164.274,56120.0,56120.0
2019-01-01,6140.193,54678.0,54678.0
2019-02-01,12036.835,107188.0,107188.0
2019-03-01,12525.218,111537.0,111537.0
2019-04-01,16848.12,150033.0,150033.0
2019-05-01,20993.668,186949.0,186949.0
2019-06-01,17855.314,159002.0,159002.0
2019-07-01,19110.182,170176.0,170176.0
2019-08-01,16775.163,149383.0,149383.0
2019-09-01,13816.26,123034.0,123034.0
2019-10-01,10013.318,89169.0,89169.0
2019-11-01,5336.317,47520.0,47520.0
2019-12-01,5433.412,48385.0,48385.0
2020-01-01,8028.525,70386.0,70386.0
2020-02-01,8229.786,72151.0,72151.0
2020-03-01,11930.21,104592.0,104592.0
2020-04-01,16084.548,141013.0,141013.0
2020-05-01,16412.434,143888.0,143888.0
2020-06-01,18201.407,159572.0,159572.0
2020-07-01,17870.792,156673.0,156673.0
2020-08-01,15225.551,133482.0,133482.0
2020-09-01,8428.918,73896.0,73896.0
2020-10-01,9183.548,80512.0,80512.0
2020-11-01,7027.845,61613.0,61613.0
2020-12-01,6901.436,60505.0,60505.0
2021-01-01,7863.663,69546.0,69546.0
2021-02-01,11501.723,101721.0,101721.0
2021-03-01,13448.965,118943.0,118943.0
2021-04-01,18003.42,159222.0,159222.0
2021-05-01,19888.526,175894.0,175894.0
2021-06-01,17526.38,155003.0,155003.0
2021-07-01,14239.219,125932.0,125932.0
2021-08-01,14995.133,132617.0,132617.0
2021-09-01,11806.186,104414.0,104414.0
2021-10-01,9018.313,79758.0,79758.0
2021-11-01,5369.297,47486.0,47486.0
2021-12-01,7333.175,64855.0,64855.0
2022-01-01,5517.528,18826.0,18826.0
2022-02-01,7313.771,24955.0,24955.0
2022-03-01,12641.564,43133.0,43133.0
2022-04-01,16286.791,55571.0,55571.0
2022-05-01,18810.727,64182.0,64182.0
