measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-44.0,0.0,0.0
2024-02-01,-46.0,0.0,0.0
2024-03-01,-74.0,0.0,0.0
2024-04-01,-76.0,0.0,0.0
2024-05-01,-85.0,0.0,0.0
2024-06-01,-83.0,0.0,0.0
2024-07-01,-97.0,0.0,0.0
2024-08-01,-86.0,0.0,0.0
2024-09-01,-71.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
