measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,2.6380000000000003,64.0,64.0
2001-02-01,2.285,55.0,55.0
2001-03-01,2.483,60.0,60.0
2001-04-01,2.109,51.0,51.0
2001-05-01,2.375,57.0,57.0
2001-06-01,2.5140000000000002,61.0,61.0
2001-07-01,2.61,63.0,63.0
2001-08-01,2.6830000000000003,65.0,65.0
2001-09-01,1.868,45.0,45.0
2001-10-01,2.115,51.0,51.0
2001-11-01,2.039,49.0,49.0
2001-12-01,2.281,55.0,55.0
2002-01-01,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0
2002-06-01,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0
2003-01-01,102.815,1083.0,1083.0
2003-02-01,87.36800000000001,920.0,920.0
2003-03-01,96.542,1017.0,1017.0
2003-04-01,83.73400000000001,882.0,882.0
2003-05-01,75.349,793.0,793.0
2003-06-01,90.10600000000001,949.0,949.0
2003-07-01,108.945,1147.0,1147.0
2003-08-01,102.738,1082.0,1082.0
2003-09-01,95.47800000000001,1005.0,1005.0
2003-10-01,93.369,983.0,983.0
2003-11-01,88.99300000000001,937.0,937.0
2003-12-01,100.56200000000001,1059.0,1059.0
2004-01-01,-29.761000000000003,74.0,74.0
2004-02-01,-27.115,68.0,68.0
2004-03-01,-25.131,63.0,63.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,-56.727000000000004,142.0,142.0
2004-08-01,-26.994,68.0,68.0
2004-09-01,-64.272,161.0,161.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,53.603,1039.7,1039.7
2005-02-01,18.416,357.21,357.21
2005-03-01,20.412000000000003,395.92,395.92
2005-04-01,24.725,479.57,479.57
2005-05-01,22.963,445.4,445.4
2005-06-01,29.804000000000002,578.08,578.08
2005-07-01,30.337,588.42,588.42
2005-08-01,35.638000000000005,691.25,691.25
2005-09-01,23.329,452.5,452.5
2005-10-01,25.907,502.51,502.51
2005-11-01,20.827,403.97,403.97
2005-12-01,44.039,854.19,854.19
2006-01-01,3.4080000000000004,400.0,400.0
2006-02-01,1.7830000000000001,209.0,209.0
2006-03-01,1.498,176.0,176.0
2006-04-01,2.87,337.0,337.0
2006-05-01,2.682,315.0,315.0
2006-06-01,2.438,286.0,286.0
2006-07-01,3.532,415.0,415.0
2006-08-01,3.426,402.0,402.0
2006-09-01,1.574,185.0,185.0
2006-10-01,1.6620000000000001,195.0,195.0
2006-11-01,1.9580000000000002,230.0,230.0
2006-12-01,2.169,255.0,255.0
2007-01-01,16.87,276.0,276.0
2007-02-01,91.27600000000001,1485.0,1485.0
2007-03-01,29.863000000000003,483.0,483.0
2007-04-01,17.746000000000002,288.0,288.0
2007-05-01,48.133,783.0,783.0
2007-06-01,44.589,725.0,725.0
2007-07-01,45.127,731.0,731.0
2007-08-01,100.956,1640.0,1640.0
2007-09-01,46.723,760.0,760.0
2007-10-01,62.743,1018.0,1018.0
2007-11-01,12.422,201.0,201.0
2007-12-01,23.551000000000002,386.0,386.0
2008-01-01,54.022000000000006,849.0,849.0
2008-02-01,67.896,1060.0,1060.0
2008-03-01,110.349,1724.0,1724.0
2008-04-01,47.08,738.0,738.0
2008-05-01,67.21900000000001,1054.0,1054.0
2008-06-01,161.303,2523.0,2523.0
2008-07-01,91.867,1438.0,1438.0
2008-08-01,66.872,1048.0,1048.0
2008-09-01,65.07000000000001,1017.0,1017.0
2008-10-01,30.951,484.0,484.0
2008-11-01,48.446000000000005,756.0,756.0
2008-12-01,59.925000000000004,936.0,936.0
2009-01-01,239.329,3131.0,3131.0
2009-02-01,113.022,1476.0,1476.0
2009-03-01,170.793,2226.0,2226.0
2009-04-01,171.255,2232.0,2232.0
2009-05-01,274.34,3577.0,3577.0
2009-06-01,304.038,3968.0,3968.0
2009-07-01,175.405,2288.0,2288.0
2009-08-01,209.155,2728.0,2728.0
2009-09-01,119.82400000000001,1562.0,1562.0
2009-10-01,170.214,2220.0,2220.0
2009-11-01,104.08,1358.0,1358.0
2009-12-01,119.545,1562.0,1562.0
2010-01-01,58.914,924.0,924.0
2010-02-01,47.151,738.0,738.0
2010-03-01,53.917,843.0,843.0
2010-04-01,54.501000000000005,849.0,849.0
2010-05-01,116.342,1817.0,1817.0
2010-06-01,82.656,1290.0,1290.0
2010-07-01,60.878,949.0,949.0
2010-08-01,75.56400000000001,1178.0,1178.0
2010-09-01,58.499,911.0,911.0
2010-10-01,30.772000000000002,477.0,477.0
2010-11-01,39.181000000000004,614.0,614.0
2010-12-01,72.625,1135.0,1135.0
2011-01-01,53.951,849.0,849.0
2011-02-01,38.319,608.0,608.0
2011-03-01,46.274,738.0,738.0
2011-04-01,137.337,2182.0,2182.0
2011-05-01,67.945,1079.0,1079.0
2011-06-01,76.226,1209.0,1209.0
2011-07-01,85.714,1364.0,1364.0
2011-08-01,77.966,1240.0,1240.0
2011-09-01,34.594,552.0,552.0
2011-10-01,48.346,769.0,769.0
2011-11-01,28.824,459.0,459.0
2011-12-01,39.504,626.0,626.0
2012-01-01,46.045,682.0,682.0
2012-02-01,44.833,670.0,670.0
2012-03-01,39.468,589.0,589.0
2012-04-01,127.583,1903.0,1903.0
2012-05-01,77.073,1153.0,1153.0
2012-06-01,62.655,936.0,936.0
2012-07-01,68.944,1029.0,1029.0
2012-08-01,51.321,769.0,769.0
2012-09-01,39.197,583.0,583.0
2012-10-01,68.717,1029.0,1029.0
2012-11-01,52.953,794.0,794.0
2012-12-01,47.211,707.0,707.0
2013-01-01,44.671,781.0,781.0
2013-02-01,27.804,490.0,490.0
2013-03-01,26.437,465.0,465.0
2013-04-01,31.991,564.0,564.0
2013-05-01,60.16,1060.0,1060.0
2013-06-01,63.232,1116.0,1116.0
2013-07-01,33.246,589.0,589.0
2013-08-01,32.468,570.0,570.0
2013-09-01,38.383,676.0,676.0
2013-10-01,26.637,471.0,471.0
2013-11-01,29.481,521.0,521.0
2013-12-01,43.49,769.0,769.0
2014-01-01,38.19,595.0,595.0
2014-02-01,35.053,546.0,546.0
2014-03-01,25.105,391.0,391.0
2014-04-01,22.606,353.0,353.0
2014-05-01,22.959,360.0,360.0
2014-06-01,28.38,440.0,440.0
2014-07-01,19.699,310.0,310.0
2014-08-01,28.998,453.0,453.0
2014-09-01,20.19,316.0,316.0
2014-10-01,18.344,285.0,285.0
2014-11-01,54.745,856.0,856.0
2014-12-01,23.731,372.0,372.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2018-01-01,-6.759,167.0,167.0
2018-02-01,-4.872,124.0,124.0
2018-03-01,-10.32,260.0,260.0
2018-04-01,-10.77,273.0,273.0
2018-05-01,-10.661,267.0,267.0
2018-06-01,-7.276,180.0,180.0
2018-07-01,-4.974,124.0,124.0
2018-08-01,-6.303,161.0,161.0
2018-09-01,-6.419,161.0,161.0
2018-10-01,-8.565,217.0,217.0
2018-11-01,-7.219,180.0,180.0
2018-12-01,-7.862,198.0,198.0
2019-01-01,36.918,719.0,719.0
2019-02-01,24.803,487.0,487.0
2019-03-01,31.081,609.0,609.0
2019-04-01,29.892,586.0,586.0
2019-05-01,23.019,452.0,452.0
2019-06-01,30.01,586.0,586.0
2019-07-01,42.238,829.0,829.0
2019-08-01,34.593,679.0,679.0
2019-09-01,35.509,696.0,696.0
2019-10-01,34.321,673.0,673.0
2019-11-01,20.494,400.0,400.0
2019-12-01,28.122,551.0,551.0
2020-01-01,17.92,527.0,527.0
2020-02-01,7.644,223.0,223.0
2020-03-01,16.474,484.0,484.0
2020-04-01,9.161,273.0,273.0
2020-05-01,19.708,583.0,583.0
2020-06-01,18.646,552.0,552.0
2020-07-01,21.356,626.0,626.0
2020-08-01,31.1,918.0,918.0
2020-09-01,13.247,391.0,391.0
2020-10-01,5.461,161.0,161.0
2020-11-01,6.837,198.0,198.0
2020-12-01,22.446,663.0,663.0
2021-01-01,59.384,812.0,812.0
2021-02-01,83.211,1147.0,1147.0
2021-03-01,50.294,694.0,694.0
2021-04-01,59.806,825.0,825.0
2021-05-01,92.403,1277.0,1277.0
2021-06-01,76.194,1054.0,1054.0
2021-07-01,77.612,1073.0,1073.0
2021-08-01,60.567,837.0,837.0
2021-09-01,68.76,949.0,949.0
2021-10-01,59.142,818.0,818.0
2021-11-01,62.572,862.0,862.0
2021-12-01,95.055,1308.0,1308.0
2022-01-01,38.856,384.0,384.0
2022-02-01,62.229,601.0,601.0
2022-03-01,51.563,496.0,496.0
2022-04-01,105.601,1023.0,1023.0
2022-05-01,54.795,527.0,527.0
2022-06-01,54.293,527.0,527.0
2022-07-01,23.773,229.0,229.0
2022-08-01,44.033,428.0,428.0
2022-09-01,24.637,236.0,236.0
2022-10-01,44.957,434.0,434.0
2022-11-01,59.195,570.0,570.0
2022-12-01,59.068,570.0,570.0
2023-01-01,34.967,502.0,502.0
2023-02-01,25.856,372.0,372.0
2023-03-01,59.334,856.0,856.0
2023-04-01,43.286,620.0,620.0
2023-05-01,74.984,1079.0,1079.0
2023-06-01,53.668,775.0,775.0
2023-07-01,53.397,769.0,769.0
2023-08-01,39.116,564.0,564.0
2023-09-01,47.545,682.0,682.0
2023-10-01,73.655,1060.0,1060.0
2023-11-01,41.106,589.0,589.0
2023-12-01,45.086,651.0,651.0
2024-01-01,150.268,1866.0,1866.0
2024-02-01,121.427,1507.0,1507.0
2024-03-01,204.202,2536.0,2536.0
2024-04-01,105.334,1308.0,1308.0
2024-05-01,171.836,2139.0,2139.0
2024-06-01,84.147,1048.0,1048.0
2024-07-01,68.687,856.0,856.0
2024-08-01,104.399,1296.0,1296.0
2024-09-01,131.43,1637.0,1637.0
2024-10-01,143.006,1779.0,1779.0
2024-11-01,138.665,1724.0,1724.0
2024-12-01,88.599,1104.0,1104.0
