measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,2085.0,24048.0,24048.0,0.0,0.0,0.0
2001-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-03-01,,,,19467.0,226113.0,226113.0,0.0,0.0,0.0
2001-04-01,,,,4539.0,52070.0,52070.0,0.0,0.0,0.0
2001-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-01,,,,4217.0,49420.0,49420.0,0.0,0.0,0.0
2001-07-01,,,,21521.0,251501.0,251501.0,0.0,0.0,0.0
2001-08-01,,,,15562.0,185666.0,185666.0,928.0,12078.0,12078.0
2001-09-01,,,,20684.0,249143.0,249143.0,0.0,0.0,0.0
2001-10-01,,,,24454.0,287355.0,287355.0,0.0,0.0,0.0
2001-11-01,,,,12197.0,142963.0,142963.0,0.0,0.0,0.0
2001-12-01,,,,2201.0,26187.0,26187.0,0.0,0.0,0.0
2002-01-01,,,,8.0,116.0,116.0,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0,1109.0,12970.0,12970.0,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0,3714.0,44247.0,44247.0,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0,8365.0,101293.0,101293.0,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0,16473.0,202385.0,202385.0,0.0,0.0,0.0
2002-06-01,5.0,57.0,57.0,12946.0,160616.0,160616.0,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0,29742.0,350926.0,350926.0,0.0,0.0,0.0
2002-08-01,3.0,35.0,35.0,5418.0,66043.0,66043.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,15883.0,192266.0,192266.0,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0,913.0,12054.0,12054.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0,22697.0,262958.0,262958.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,22593.0,265451.0,265451.0,0.0,0.0,0.0
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-02-01,0.0,0.0,0.0,26083.0,291437.0,291437.0,,,
2003-03-01,27.0,289.0,289.0,4929.0,52295.0,52295.0,,,
2003-04-01,0.0,0.0,0.0,20394.0,224093.0,224093.0,,,
2003-05-01,0.0,0.0,0.0,4464.0,51521.0,51521.0,,,
2003-06-01,38.0,433.0,433.0,13301.0,153588.0,153588.0,,,
2003-07-01,63.0,724.0,724.0,15645.0,181155.0,181155.0,,,
2003-08-01,0.0,0.0,0.0,25921.0,296035.0,296035.0,,,
2003-09-01,0.0,0.0,0.0,6183.0,71567.0,71567.0,,,
2003-10-01,21.0,302.0,302.0,185.0,2630.0,2630.0,,,
2003-11-01,13.0,376.0,376.0,47.0,1324.0,1324.0,,,
2003-12-01,0.0,0.0,0.0,6315.0,76370.0,76370.0,,,
2004-01-01,35.978,433.0,433.0,18143.504,215239.0,215239.0,,,
2004-02-01,1.395,17.0,17.0,7538.378000000001,89429.0,89429.0,,,
2004-03-01,2.116,25.0,25.0,14699.685000000001,174385.0,174385.0,,,
2004-04-01,0.927,11.0,11.0,5501.799,65269.0,65269.0,,,
2004-05-01,3.399,41.0,41.0,9174.531,108839.0,108839.0,,,
2004-06-01,7.448,90.0,90.0,8789.048,104266.0,104266.0,,,
2004-07-01,5.939,72.0,72.0,14075.127,166976.0,166976.0,,,
2004-08-01,1.23,15.0,15.0,3767.612,44696.0,44696.0,,,
2004-09-01,2.677,32.0,32.0,6808.962,80776.0,80776.0,,,
2004-10-01,0.433,5.0,5.0,1352.583,16046.0,16046.0,,,
2004-11-01,4.04,49.0,49.0,4108.281,48737.0,48737.0,,,
2004-12-01,2.4170000000000003,29.0,29.0,5400.4890000000005,64067.0,64067.0,,,
2005-01-01,50.54,592.86,592.86,13286.101,154360.68,154360.68,,,
2005-02-01,17.364,203.69,203.69,10628.967,123489.54,123489.54,,,
2005-03-01,19.246000000000002,225.76,225.76,14749.661,171364.62,171364.62,,,
2005-04-01,23.312,273.46,273.46,14001.205,162668.9,162668.9,,,
2005-05-01,21.651,253.98,253.98,13388.482,155550.16,155550.16,,,
2005-06-01,28.101000000000003,329.64,329.64,25273.624,293634.21,293634.21,,,
2005-07-01,28.603,335.53,335.53,33271.533,386555.56,386555.56,,,
2005-08-01,33.602000000000004,394.16,394.16,33051.949,384004.39,384004.39,,,
2005-09-01,21.996000000000002,258.02,258.02,20010.833,232490.01,232490.01,,,
2005-10-01,24.427,286.54,286.54,14188.869,164849.22,164849.22,,,
2005-11-01,19.637,230.35,230.35,12435.415,144477.23,144477.23,,,
2005-12-01,41.522,487.08,487.08,15545.36,180609.21,180609.21,,,
2006-01-01,85.793,1063.0,1063.0,4278.707,52347.0,52347.0,,,
2006-02-01,44.893,556.0,556.0,4836.687,59173.0,59173.0,,,
2006-03-01,37.71,467.0,467.0,6373.594,77976.0,77976.0,,,
2006-04-01,72.236,895.0,895.0,5274.375,64528.0,64528.0,,,
2006-05-01,67.522,837.0,837.0,6947.696,85000.0,85000.0,,,
2006-06-01,61.373000000000005,761.0,761.0,8949.425000000001,109489.0,109489.0,,,
2006-07-01,88.9,1102.0,1102.0,16014.691,195927.0,195927.0,,,
2006-08-01,86.233,1069.0,1069.0,14230.465,174099.0,174099.0,,,
2006-09-01,39.617000000000004,491.0,491.0,8370.649000000001,102408.0,102408.0,,,
2006-10-01,41.848,519.0,519.0,9067.073,110929.0,110929.0,,,
2006-11-01,49.277,611.0,611.0,6095.717000000001,74576.0,74576.0,,,
2006-12-01,54.6,677.0,677.0,6187.921,75704.0,75704.0,,,
2007-01-01,142.437,1630.0,1630.0,5580.044,63742.0,63742.0,,,
2007-02-01,440.045,5029.0,5029.0,8349.666000000001,95379.0,95379.0,,,
2007-03-01,82.867,945.0,945.0,6291.242,71866.0,71866.0,,,
2007-04-01,81.00800000000001,928.0,928.0,5049.917,57686.0,57686.0,,,
2007-05-01,88.991,1015.0,1015.0,4294.587,49058.0,49058.0,,,
2007-06-01,128.74800000000002,1473.0,1473.0,5995.819,68491.0,68491.0,,,
2007-07-01,116.411,1328.0,1328.0,6677.1050000000005,76273.0,76273.0,,,
2007-08-01,231.922,2651.0,2651.0,9674.63,110515.0,110515.0,,,
2007-09-01,111.82,1276.0,1276.0,3737.5170000000003,42695.0,42695.0,,,
2007-10-01,73.08200000000001,835.0,835.0,5474.685,62538.0,62538.0,,,
2007-11-01,77.919,887.0,887.0,3542.0860000000002,40462.0,40462.0,,,
2007-12-01,81.507,934.0,934.0,4797.944,54808.0,54808.0,,,
2008-01-01,104.48100000000001,1206.0,1206.0,3177.594,36925.0,36925.0,,,
2008-02-01,101.68900000000001,1183.0,1183.0,3512.369,40815.0,40815.0,,,
2008-03-01,61.417,713.0,713.0,3341.3520000000003,38828.0,38828.0,,,
2008-04-01,65.352,760.0,760.0,1612.334,18736.0,18736.0,,,
2008-05-01,36.014,418.0,418.0,1046.275,12158.0,12158.0,,,
2008-06-01,112.08200000000001,1305.0,1305.0,1809.2820000000002,21025.0,21025.0,,,
2008-07-01,59.951,696.0,696.0,3504.194,40721.0,40721.0,,,
2008-08-01,29.733,348.0,348.0,3017.217,35061.0,35061.0,,,
2008-09-01,42.061,487.0,487.0,1832.798,21298.0,21298.0,,,
2008-10-01,18.792,220.0,220.0,3174.685,36892.0,36892.0,,,
2008-11-01,26.241,307.0,307.0,1252.482,14554.0,14554.0,,,
2008-12-01,75.393,876.0,876.0,2052.212,23848.0,23848.0,,,
2009-01-01,2.979,46.0,46.0,619.086,10903.0,10903.0,,,
2009-02-01,3.0370000000000004,52.0,52.0,470.163,8281.0,8281.0,,,
2009-03-01,3.3480000000000003,58.0,58.0,456.24,8036.0,8036.0,,,
2009-04-01,2.539,46.0,46.0,560.75,9877.0,9877.0,,,
2009-05-01,4.905,87.0,87.0,290.66200000000003,5120.0,5120.0,,,
2009-06-01,3.471,64.0,64.0,504.98100000000005,8894.0,8894.0,,,
2009-07-01,2.577,46.0,46.0,265.485,4676.0,4676.0,,,
2009-08-01,3.527,64.0,64.0,564.85,9948.0,9948.0,,,
2009-09-01,1.5310000000000001,29.0,29.0,493.91,8699.0,8699.0,,,
2009-10-01,2.083,35.0,35.0,371.565,6544.0,6544.0,,,
2009-11-01,2.482,46.0,46.0,362.065,6377.0,6377.0,,,
2009-12-01,3.4160000000000004,58.0,58.0,484.348,8530.0,8530.0,,,
2010-01-01,0.0,0.0,0.0,3571.194,44784.0,44784.0,,,
2010-02-01,0.0,0.0,0.0,3056.52,38331.0,38331.0,,,
