measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-01-01,1216.731,5397.86,91763.38,,,
2004-02-01,1059.555,4700.57,79909.55,,,
2004-03-01,948.0390000000001,4205.85,71499.39,,,
2004-04-01,783.7510000000001,3477.0,59108.87,,,
2004-05-01,908.389,4029.95,68508.85,,,
2004-06-01,1010.2470000000001,4481.82,76190.94,,,
2004-07-01,1065.824,4728.38,80382.45,,,
2004-08-01,1133.887,5030.34,85515.53,,,
2004-09-01,1027.2530000000002,4557.27,77473.62,,,
2004-10-01,1053.162,4672.21,79427.42,,,
2004-11-01,1119.354,4965.86,84419.48,,,
2004-12-01,1159.6470000000002,5144.61,87458.26,,,
2005-01-01,938.90294,4165.31,78961.97,48.21306,213.89,4054.73
2005-02-01,852.4809,3781.92,71694.03,42.7421,189.62,3594.63
2005-03-01,913.80483,4053.97,76851.45,51.00517,226.28,4289.56
2005-04-01,751.77203,3335.13,63224.19,52.29297,231.99,4397.85
2005-05-01,714.20297,3168.46,60064.75,42.42203,188.2,3567.71
2005-06-01,915.45742,4061.3,76990.18,72.17258,320.18,6069.73
2005-07-01,1021.38379,4531.23,85898.77,93.00421,412.6,7821.69
2005-08-01,1011.66551,4488.12,85081.43,99.43549,441.13,8362.56
2005-09-01,911.35435,4043.1,76645.03,65.77765,291.81,5531.91
2005-10-01,853.44245,3786.18,71774.93,45.48855,201.8,3825.61
2005-11-01,838.11293,3718.17,70485.64,40.83107,181.14,3433.91
2005-12-01,966.7476,4288.84,81303.8,44.1154,195.71,3710.12
2006-01-01,1039.43211,4611.3,86636.21,50.68689,224.87,4224.73
2006-02-01,977.29891,4335.65,81457.41,50.539089999999995,224.21,4212.41
2006-03-01,954.34858,4233.84,79544.48,55.135419999999996,244.6,4595.51
2006-04-01,955.25815,4237.87,79620.36,46.35585,205.65,3863.74
2006-05-01,1004.64257,4456.96,83736.54,44.96843,199.5,3748.1
2006-06-01,1027.72372,4559.36,85660.31,57.52328,255.19,4794.54
2006-07-01,1079.24529,4787.93,89954.7,86.14470999999999,382.17,7180.13
2006-08-01,1078.77303,4785.83,89915.3,81.10297,359.8,6759.9
2006-09-01,974.24674,4322.11,81203.06,57.52626,255.21,4794.79
