measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2006-10-01,953.84297,4231.59,79502.44,64.15603,284.62,5347.38
2006-11-01,967.03023,4290.1,80601.55,55.18277,244.81,4599.46
2006-12-01,1030.71468,4572.62,85909.64,53.921319999999994,239.21,4494.32
2007-01-01,1017.4590000000001,4525.0,17503.0,39.222,174.0,674.0
2007-02-01,944.88,4187.0,16255.0,62.985,279.0,1083.0
2007-03-01,854.9830000000001,3797.0,14695.0,42.246,187.0,726.0
2007-04-01,907.5970000000001,4031.0,15605.0,41.457,184.0,713.0
2007-05-01,927.822,4109.0,15943.0,53.027,235.0,912.0
2007-06-01,971.385,4317.0,16697.0,68.645,305.0,1180.0
2007-07-01,1091.15,4837.0,18752.0,63.133,280.0,1085.0
2007-08-01,1095.63,4863.0,18830.0,105.25200000000001,467.0,1810.0
2007-09-01,1034.391,4577.0,17789.0,50.184000000000005,223.0,863.0
2007-10-01,1075.247,4759.0,18492.0,52.219,232.0,898.0
2007-11-01,998.7130000000001,4421.0,17165.0,33.734,150.0,580.0
2007-12-01,975.0390000000001,4317.0,16775.0,50.25,223.0,864.0
2008-01-01,934.62,4022.0,100243.0,65.33,281.0,7008.0
2008-02-01,776.368,3341.0,83272.0,49.261,212.0,5284.0
2008-03-01,815.942,3511.0,87534.0,59.966,258.0,6432.0
2008-04-01,803.744,3459.0,86209.0,29.11,125.0,3123.0
2008-05-01,789.532,3398.0,84701.0,23.911,103.0,2565.0
2008-06-01,871.57,3751.0,93486.0,65.44200000000001,282.0,7020.0
2008-07-01,905.928,3898.0,97177.0,78.811,339.0,8454.0
2008-08-01,858.898,3696.0,92135.0,72.705,313.0,7799.0
2008-09-01,781.967,3365.0,83870.0,39.038000000000004,168.0,4187.0
2008-10-01,755.869,3253.0,81089.0,24.783,107.0,2658.0
2008-11-01,818.8230000000001,3524.0,87820.0,26.125,112.0,2802.0
2008-12-01,860.557,3703.0,92316.0,38.7,167.0,4151.0
2009-01-01,898.3340000000001,3866.0,82117.0,70.45700000000001,303.0,6443.0
2009-02-01,734.883,3162.0,67210.0,51.062000000000005,220.0,4669.0
2009-03-01,743.1890000000001,3198.0,67963.0,57.683,248.0,5275.0
2009-04-01,781.821,3364.0,71495.0,34.866,150.0,3188.0
2009-05-01,661.769,2848.0,60510.0,28.552,123.0,2611.0
2009-06-01,852.7570000000001,3670.0,77988.0,55.408,238.0,5067.0
2009-07-01,923.254,3973.0,84428.0,40.616,175.0,3714.0
2009-08-01,861.6320000000001,3708.0,78793.0,100.259,431.0,9168.0
2009-09-01,767.052,3301.0,70145.0,76.316,328.0,6979.0
2009-10-01,765.913,3296.0,70041.0,64.47,277.0,5895.0
2009-11-01,755.971,3253.0,69132.0,39.134,168.0,3579.0
2009-12-01,872.913,3756.0,79832.0,35.689,154.0,3264.0
2010-01-01,437.886,1884.0,55541.0,56.958000000000006,245.0,7222.0
2010-02-01,393.137,1692.0,49849.0,32.771,141.0,4155.0
2010-03-01,395.156,1700.0,50109.0,31.821,137.0,4035.0
2010-04-01,362.422,1560.0,45950.0,38.899,167.0,4932.0
2010-05-01,363.82500000000005,1566.0,46132.0,74.622,321.0,9462.0
2010-06-01,430.00800000000004,1850.0,54527.0,102.153,440.0,12952.0
2010-07-01,472.511,2033.0,59907.0,148.565,639.0,18837.0
2010-08-01,481.579,2072.0,61051.0,143.71,618.0,18221.0
2010-09-01,407.528,1754.0,51668.0,45.719,197.0,5797.0
2010-10-01,399.048,1717.0,50603.0,54.6,235.0,6923.0
2010-11-01,371.915,1600.0,47146.0,47.869,206.0,6069.0
2010-12-01,365.341,1572.0,46314.0,86.95700000000001,374.0,11026.0
2011-01-01,671.247,2889.0,62326.0,80.539,347.0,7476.0
2011-02-01,567.538,2442.0,52687.0,56.758,244.0,5268.0
2011-03-01,598.185,2574.0,55519.0,65.007,280.0,6034.0
2011-04-01,590.279,2540.0,54792.0,45.468,196.0,4220.0
2011-05-01,613.596,2640.0,56948.0,60.339,260.0,5601.0
2011-06-01,711.647,3062.0,66067.0,63.798,275.0,5922.0
2011-07-01,764.171,3288.0,70925.0,157.231,677.0,14594.0
2011-08-01,734.582,3161.0,68172.0,102.562,441.0,9520.0
2011-09-01,664.984,2862.0,61728.0,37.333,161.0,3465.0
2011-10-01,609.162,2621.0,56532.0,50.862,219.0,4721.0
2011-11-01,557.617,2400.0,51752.0,70.286,302.0,6524.0
2011-12-01,578.549,2490.0,53701.0,86.26,371.0,8007.0
2012-01-01,620.198,2751.0,48851.0,91.665,407.0,7220.0
2012-02-01,565.116,2507.0,44502.0,95.461,423.0,7519.0
2012-03-01,561.426,2491.0,44216.0,105.953,470.0,8345.0
2012-04-01,537.025,2382.0,42289.0,134.257,596.0,10575.0
2012-05-01,624.498,2771.0,49190.0,127.336,565.0,10029.0
2012-06-01,653.63,2900.0,51481.0,133.289,591.0,10498.0
2012-07-01,804.241,3568.0,63355.0,183.263,813.0,14434.0
2012-08-01,794.962,3527.0,62626.0,98.635,438.0,7769.0
2012-09-01,637.76,2829.0,50231.0,68.023,302.0,5358.0
2012-10-01,604.18,2680.0,47575.0,51.964,231.0,4093.0
2012-11-01,657.846,2918.0,51820.0,52.351,232.0,4123.0
2012-12-01,685.007,3039.0,53955.0,33.974,151.0,2676.0
2013-01-01,765.215,3395.0,49321.0,104.793,465.0,6757.0
2013-02-01,741.795,3291.0,47843.0,90.328,401.0,5825.0
2013-03-01,682.029,3026.0,43979.0,146.285,649.0,9433.0
2013-04-01,581.035,2578.0,37470.0,150.959,670.0,9735.0
2013-05-01,661.806,2936.0,42682.0,186.221,826.0,12008.0
2013-06-01,763.105,3385.0,49217.0,134.008,595.0,8641.0
2013-07-01,832.759,3694.0,53703.0,190.987,847.0,12316.0
2013-08-01,833.924,3700.0,53781.0,168.136,746.0,10842.0
2013-09-01,740.522,3285.0,47765.0,100.92,448.0,6508.0
2013-10-01,711.928,3158.0,45898.0,111.792,496.0,7209.0
2013-11-01,725.144,3217.0,46754.0,108.861,483.0,7020.0
2013-12-01,786.226,3488.0,50695.0,128.122,568.0,8262.0
2014-01-01,875.806,3885.0,57445.0,171.406,760.0,11245.0
2014-02-01,787.057,3492.0,51623.0,160.4,712.0,10523.0
2014-03-01,849.9,3770.0,55745.0,124.006,550.0,8135.0
2014-04-01,566.899,2515.0,37197.0,115.299,512.0,7564.0
2014-05-01,674.433,2992.0,44256.0,120.738,536.0,7921.0
2014-06-01,802.035,3558.0,52628.0,125.375,556.0,8225.0
2014-07-01,913.182,4051.0,59918.0,79.981,355.0,5247.0
2014-08-01,943.708,4187.0,61901.0,131.014,581.0,8595.0
2014-09-01,744.585,3303.0,48841.0,106.84,474.0,7009.0
2014-10-01,699.839,3105.0,45904.0,118.278,525.0,7759.0
2014-11-01,696.423,3090.0,45698.0,96.649,429.0,6340.0
2014-12-01,703.625,3122.0,46162.0,130.422,579.0,8556.0
2015-01-01,0.0,337.0,6040.0,0.0,173.0,3071.0
2015-02-01,0.0,340.0,6015.0,0.0,179.0,3177.0
2015-03-01,0.0,337.0,5964.0,0.0,175.0,3105.0
2015-04-01,0.0,325.0,5761.0,0.0,128.0,2277.0
2015-05-01,0.0,334.0,5914.0,0.0,147.0,2615.0
2015-06-01,0.0,355.0,6294.0,0.0,168.0,2981.0
2015-07-01,0.0,399.0,7081.0,0.0,204.0,3614.0
2015-08-01,0.0,393.0,6980.0,0.0,173.0,3061.0
2015-09-01,0.0,347.0,6142.0,0.0,171.0,3030.0
2015-10-01,0.0,321.0,5685.0,0.0,193.0,3423.0
2015-11-01,0.0,328.0,5812.0,0.0,178.0,3151.0
2015-12-01,0.0,314.0,5558.0,0.0,209.0,3704.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,84678.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,85714.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,97556.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,112054.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,115380.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,109758.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,123563.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,147576.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,88320.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,85414.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,88581.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,79216.0
2017-01-01,0.0,0.0,0.0,847.517,4808.0,93444.0
2017-02-01,0.0,0.0,0.0,691.685,3924.0,76264.0
2017-03-01,0.0,0.0,0.0,1094.051,6207.0,120628.0
2017-04-01,0.0,0.0,0.0,779.304,4421.0,85924.0
2017-05-01,0.0,0.0,0.0,910.785,5167.0,100421.0
2017-06-01,0.0,0.0,0.0,1021.342,5795.0,112611.0
2017-07-01,0.0,0.0,0.0,1217.244,6906.0,134211.0
2017-08-01,0.0,0.0,0.0,1085.329,6158.0,119666.0
2017-09-01,0.0,0.0,0.0,954.842,5417.0,105279.0
2017-10-01,0.0,0.0,0.0,1048.613,5949.0,115618.0
2017-11-01,0.0,0.0,0.0,886.415,5029.0,97734.0
2017-12-01,0.0,0.0,0.0,1101.903,6252.0,121493.0
2018-01-01,0.0,0.0,0.0,424.376,2408.0,121654.0
2018-02-01,0.0,0.0,0.0,367.896,2087.0,105464.0
2018-03-01,0.0,0.0,0.0,487.877,2768.0,139859.0
2018-04-01,0.0,0.0,0.0,406.069,2304.0,116408.0
2018-05-01,0.0,0.0,0.0,443.313,2515.0,127084.0
2018-06-01,0.0,0.0,0.0,387.773,2200.0,111163.0
2018-07-01,0.0,0.0,0.0,427.472,2425.0,122543.0
2018-08-01,0.0,0.0,0.0,443.925,2519.0,127259.0
2018-09-01,0.0,0.0,0.0,368.966,2093.0,105771.0
2018-10-01,0.0,0.0,0.0,349.582,1983.0,100214.0
2018-11-01,0.0,0.0,0.0,310.993,1764.0,89152.0
2018-12-01,0.0,0.0,0.0,342.518,1943.0,98189.0
2019-01-01,0.0,0.0,0.0,509.858,2893.0,97992.0
2019-02-01,0.0,0.0,0.0,435.937,2473.0,83784.0
2019-03-01,0.0,0.0,0.0,467.13,2650.0,89779.0
2019-04-01,0.0,0.0,0.0,482.201,2736.0,92676.0
2019-05-01,0.0,0.0,0.0,456.692,2591.0,87773.0
2019-06-01,0.0,0.0,0.0,475.589,2698.0,91405.0
2019-07-01,0.0,0.0,0.0,649.23,3683.0,124777.0
2019-08-01,0.0,0.0,0.0,608.032,3450.0,116859.0
2019-09-01,0.0,0.0,0.0,482.407,2737.0,92715.0
2019-10-01,0.0,0.0,0.0,567.864,3222.0,109139.0
2019-11-01,0.0,0.0,0.0,515.34,2924.0,99045.0
2019-12-01,0.0,0.0,0.0,541.23,3071.0,104021.0
2020-01-01,0.0,0.0,0.0,566.918,3216.0,95289.0
2020-02-01,0.0,0.0,0.0,498.992,2831.0,83872.0
2020-03-01,0.0,0.0,0.0,474.818,2694.0,79808.0
2020-04-01,0.0,0.0,0.0,422.416,2397.0,71001.0
2020-05-01,0.0,0.0,0.0,428.021,2428.0,71943.0
2020-06-01,0.0,0.0,0.0,466.752,2648.0,78452.0
2020-07-01,0.0,0.0,0.0,628.03,3563.0,105560.0
2020-08-01,0.0,0.0,0.0,501.65,2846.0,84318.0
2020-09-01,0.0,0.0,0.0,434.767,2467.0,73076.0
2020-10-01,0.0,0.0,0.0,475.572,2698.0,79935.0
2020-11-01,0.0,0.0,0.0,363.662,2063.0,61125.0
2020-12-01,0.0,0.0,0.0,452.672,2568.0,76086.0
2021-01-01,0.0,0.0,0.0,969.355,5500.0,105443.0
2021-02-01,0.0,0.0,0.0,1022.626,5802.0,111237.0
2021-03-01,0.0,0.0,0.0,666.471,3781.0,72496.0
2021-04-01,0.0,0.0,0.0,812.007,4607.0,88327.0
2021-05-01,0.0,0.0,0.0,703.623,3992.0,76537.0
2021-06-01,0.0,0.0,0.0,973.997,5526.0,105948.0
2021-07-01,0.0,0.0,0.0,1046.307,5936.0,113813.0
2021-08-01,0.0,0.0,0.0,1084.941,6155.0,118016.0
2021-09-01,0.0,0.0,0.0,867.867,4924.0,94403.0
2021-10-01,0.0,0.0,0.0,842.874,4782.0,91685.0
2021-11-01,0.0,0.0,0.0,922.849,5236.0,100384.0
2021-12-01,0.0,0.0,0.0,855.053,4851.0,93009.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,85877.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,70126.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,71960.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,63210.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,59719.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,93622.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,125191.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,114260.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,100996.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,98022.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,66700.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,91034.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,128401.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,125519.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,140139.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,136134.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,124927.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,143063.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,174084.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,168175.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,153398.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,135195.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,131241.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,155151.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,99739.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,115461.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,108010.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,109525.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,126205.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,117411.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,151906.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,148276.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,120932.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,85559.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,105494.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,104883.0
