measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-05-01,714465.0,7674649.0,7674649.0,1422.0,15715.0,15715.0,,,
2004-06-01,816753.0,8373980.0,8373980.0,1212.0,13178.0,13178.0,,,
2004-07-01,870910.0,8967635.0,8967635.0,846.0,9114.0,9114.0,,,
2004-08-01,767177.0,7828241.0,7828241.0,583.0,6196.0,6196.0,,,
2004-09-01,739778.0,7603151.0,7603151.0,488.0,5210.0,5210.0,,,
2004-10-01,491093.0,5290555.0,5290555.0,537.0,5979.0,5979.0,,,
2004-11-01,457892.0,4903752.0,4903752.0,1102.0,12250.0,12250.0,,,
2004-12-01,804520.0,8297430.0,8297430.0,1535.0,16291.0,16291.0,,,
2005-01-01,1152220.0,11814530.4,11814530.4,730.0,7831.8,7831.8,,,
2005-02-01,850457.0,8595709.2,8595709.2,1056.0,11080.8,11080.8,,,
2005-03-01,930784.0,9282078.0,9282078.0,546.0,5747.8,5747.8,,,
2005-04-01,784591.0,7996435.2,7996435.2,423.0,4434.6,4434.6,,,
2005-05-01,490401.0,5150448.0,5150448.0,1697.0,18745.6,18745.6,,,
2005-06-01,512198.0,5568865.5,5568865.5,1986.0,22321.2,22321.2,,,
2005-07-01,763437.0,7884976.3,7884976.3,985.0,10788.0,10788.0,,,
2005-08-01,930244.0,9841500.6,9841500.6,702.0,7882.2,7882.2,,,
2005-09-01,831110.0,8418173.4,8418173.4,1278.0,13670.6,13670.6,,,
2005-10-01,907056.0,9172421.6,9172421.6,456.0,4912.6,4912.6,,,
2005-11-01,810291.0,8570121.0,8570121.0,502.0,5489.1,5489.1,,,
2005-12-01,742748.0,8206454.2,8206454.2,804.0,9063.0,9063.0,,,
2006-01-01,791084.0,7564495.0,7564495.0,1130.0,11409.0,11409.0,,,
2006-02-01,915488.0,9311801.0,9311801.0,336.0,3561.0,3561.0,,,
2006-03-01,608763.0,6254501.0,6254501.0,605.0,6479.0,6479.0,,,
2006-04-01,635197.0,6482092.0,6482092.0,1580.0,16524.0,16524.0,,,
2006-05-01,864099.0,8306732.0,8306732.0,1160.0,11623.0,11623.0,,,
2006-06-01,818569.0,8545631.0,8545631.0,537.0,5870.0,5870.0,,,
2006-07-01,942249.0,10312731.0,10312731.0,1147.0,12986.0,12986.0,,,
2006-08-01,976957.0,9923116.0,9923116.0,683.0,7142.0,7142.0,,,
2006-09-01,583872.0,6117871.0,6117871.0,748.0,8178.0,8178.0,,,
2006-10-01,638984.0,6584825.0,6584825.0,514.0,5545.0,5545.0,,,
2006-11-01,542849.0,5692980.0,5692980.0,2165.0,23473.0,23473.0,,,
2006-12-01,721846.0,7615521.0,7615521.0,2015.0,22168.0,22168.0,,,
2007-01-01,892302.229,9015963.0,9015963.0,1087.77,10991.0,10991.0,,,
2007-02-01,913929.942,9566442.0,9566442.0,656.058,6867.0,6867.0,,,
2007-03-01,875823.011,9074888.0,9074888.0,1151.989,11936.0,11936.0,,,
2007-04-01,820373.864,8359506.0,8359506.0,947.1360000000001,9651.0,9651.0,,,
2007-05-01,905335.447,9324526.0,9324526.0,214.554,2210.0,2210.0,,,
2007-06-01,782179.82,8326918.0,8326918.0,1011.18,10765.0,10765.0,,,
2007-07-01,861139.236,8957494.0,8957494.0,970.764,10098.0,10098.0,,,
2007-08-01,907465.336,9575245.0,9575245.0,914.664,9651.0,9651.0,,,
2007-09-01,762410.386,8081613.0,8081613.0,1097.614,11635.0,11635.0,,,
2007-10-01,961073.946,10004573.0,10004573.0,985.0540000000001,10254.0,10254.0,,,
2007-11-01,877308.12,9054383.0,9054383.0,873.88,9019.0,9019.0,,,
2007-12-01,771801.648,7927269.0,7927269.0,1299.352,13346.0,13346.0,,,
2008-01-01,928828.198,9609180.0,9609180.0,974.802,10085.0,10085.0,,,
2008-02-01,950371.758,9886310.0,9886310.0,690.2420000000001,7180.0,7180.0,,,
2008-03-01,598481.933,6285111.0,6285111.0,1098.067,11532.0,11532.0,,,
2008-04-01,610558.543,6289436.0,6289436.0,1080.457,11130.0,11130.0,,,
2008-05-01,688959.611,7175280.0,7175280.0,690.389,7190.0,7190.0,,,
2008-06-01,743690.73,7616609.0,7616609.0,1726.27,17680.0,17680.0,,,
2008-07-01,1033161.808,10694349.0,10694349.0,831.192,8604.0,8604.0,,,
2008-08-01,825009.951,8551886.0,8551886.0,1286.049,13331.0,13331.0,,,
2008-09-01,969885.272,9989060.0,9989060.0,421.728,4343.0,4343.0,,,
2008-10-01,807061.7000000001,8324443.0,8324443.0,1730.3,17847.0,17847.0,,,
2008-11-01,747680.494,7514007.0,7514007.0,408.50600000000003,4105.0,4105.0,,,
2008-12-01,548175.968,5785833.0,5785833.0,1103.0320000000002,11642.0,11642.0,,,
2009-01-01,852107.88,9061910.0,9061910.0,1002.12,10657.0,10657.0,,,
2009-02-01,644116.015,6776136.0,6776136.0,716.985,7543.0,7543.0,,,
2009-03-01,378296.051,3970939.0,3970939.0,892.9490000000001,9373.0,9373.0,,,
2009-04-01,485087.396,5141035.0,5141035.0,548.604,5814.0,5814.0,,,
2009-05-01,442121.519,4626347.0,4626347.0,750.481,7853.0,7853.0,,,
2009-06-01,553769.525,5927209.0,5927209.0,1663.475,17805.0,17805.0,,,
2009-07-01,323593.764,3455120.0,3455120.0,811.236,8662.0,8662.0,,,
2009-08-01,428172.615,4456201.0,4456201.0,586.385,6103.0,6103.0,,,
2009-09-01,412000.898,4309754.0,4309754.0,1310.102,13704.0,13704.0,,,
2009-10-01,506346.532,5271117.0,5271117.0,706.4680000000001,7354.0,7354.0,,,
2009-11-01,532939.089,5444369.0,5444369.0,303.911,3105.0,3105.0,,,
2009-12-01,620986.815,6487687.0,6487687.0,1153.185,12048.0,12048.0,,,
2010-01-01,605310.909,6561239.0,6561239.0,1672.0910000000001,18125.0,18125.0,,,
2010-02-01,775319.241,8030176.0,8030176.0,986.759,10220.0,10220.0,,,
2010-03-01,525609.229,5616148.0,5616148.0,741.7710000000001,7926.0,7926.0,,,
2010-04-01,675041.449,7219820.0,7219820.0,194.55100000000002,2081.0,2081.0,,,
2010-05-01,502719.513,5637882.0,5637882.0,560.4870000000001,6286.0,6286.0,,,
2010-06-01,753375.886,8065520.0,8065520.0,925.114,9904.0,9904.0,,,
2010-07-01,540337.396,6128332.0,6128332.0,1722.604,19537.0,19537.0,,,
2010-08-01,806508.087,8547646.0,8547646.0,1040.913,11032.0,11032.0,,,
2010-09-01,355012.387,3927043.0,3927043.0,564.613,6246.0,6246.0,,,
2010-10-01,269193.467,2992670.0,2992670.0,2654.533,29511.0,29511.0,,,
2010-11-01,52097.831,664950.0,664950.0,609.169,7775.0,7775.0,,,
2010-12-01,586809.823,6255961.0,6255961.0,1261.1770000000001,13445.0,13445.0,,,
2011-01-01,895067.07,9452316.0,9452316.0,1086.928,11478.0,11478.0,,,
2011-02-01,671488.36,7144841.0,7144841.0,703.644,7487.0,7487.0,,,
2011-03-01,549165.75,5848935.0,5848935.0,810.252,8630.0,8630.0,,,
2011-04-01,649607.28,7018240.0,7018240.0,773.718,8359.0,8359.0,,,
2011-05-01,604647.99,6542738.0,6542738.0,414.006,4480.0,4480.0,,,
2011-06-01,688771.25,7559919.0,7559919.0,1203.751,13212.0,13212.0,,,
2011-07-01,786906.87,8607536.0,8607536.0,684.133,7483.0,7483.0,,,
2011-08-01,691139.84,7540515.0,7540515.0,234.16,2555.0,2555.0,,,
2011-09-01,415237.55,4551785.0,4551785.0,149.446,1638.0,1638.0,,,
2011-10-01,607157.09,6460129.0,6460129.0,719.911,7660.0,7660.0,,,
2011-11-01,232434.8,2558198.0,2558198.0,570.202,6276.0,6276.0,,,
2011-12-01,193394.62,2385108.0,2385108.0,644.382,7947.0,7947.0,,,
2012-01-01,317893.27,3586577.0,3586577.0,300.73,3393.0,3393.0,,,
2012-02-01,373091.73,3971301.0,3971301.0,1161.271,12361.0,12361.0,,,
2012-03-01,599572.57,6151487.0,6151487.0,334.435,3431.0,3431.0,,,
2012-04-01,621854.99,6513914.0,6513914.0,256.01,2682.0,2682.0,,,
2012-05-01,240842.09,2800955.0,2800955.0,518.909,6035.0,6035.0,,,
2012-06-01,561251.19,6071612.0,6071612.0,998.815,10805.0,10805.0,,,
2012-07-01,871954.37,9437241.0,9437241.0,396.631,4293.0,4293.0,,,
2012-08-01,854680.5,9229530.0,9229530.0,749.496,8094.0,8094.0,,,
2012-09-01,457802.78,5080376.0,5080376.0,557.225,6184.0,6184.0,,,
2012-10-01,287997.97,3192611.0,3192611.0,257.028,2849.0,2849.0,,,
2012-11-01,389688.71,4303519.0,4303519.0,241.292,2665.0,2665.0,,,
2012-12-01,206142.97,2413590.0,2413590.0,499.027,5843.0,5843.0,,,
2013-01-01,243440.23,2818419.0,2818419.0,151.767,1757.0,1757.0,,,
2013-02-01,285388.16,3183479.0,3183479.0,22.845,255.0,255.0,,,
2013-03-01,387906.8,4207517.0,4207517.0,127.205,1380.0,1380.0,,,
2013-04-01,361490.22,3957439.0,3957439.0,129.778,1421.0,1421.0,,,
2013-05-01,707668.17,7367429.0,7367429.0,559.827,5828.0,5828.0,,,
2013-06-01,582622.97,6048084.0,6048084.0,532.031,5523.0,5523.0,,,
2013-07-01,705041.48,7424673.0,7424673.0,581.522,6124.0,6124.0,,,
2013-08-01,789755.19,8203612.0,8203612.0,70.812,736.0,736.0,,,
2013-09-01,377253.67,4014891.0,4014891.0,756.326,8049.0,8049.0,,,
2013-10-01,603162.41,6058859.0,6058859.0,8.586,86.0,86.0,,,
2013-11-01,425486.39,4255267.0,4255267.0,423.61,4237.0,4237.0,,,
2013-12-01,889698.87,9043623.0,9043623.0,531.131,5399.0,5399.0,,,
2014-01-01,890100.08,9109536.0,9109536.0,477.918,4891.0,4891.0,,,
2014-02-01,882783.11,9185517.0,9185517.0,697.891,7262.0,7262.0,,,
2014-03-01,996312.12,10146993.0,10146993.0,214.882,2188.0,2188.0,,,
2014-04-01,836200.43,8427463.0,8427463.0,471.567,4753.0,4753.0,,,
2014-05-01,564058.94,6053754.0,6053754.0,489.058,5249.0,5249.0,,,
2014-06-01,662752.05,6854685.0,6854685.0,561.951,5812.0,5812.0,,,
2014-07-01,606979.85,6227211.0,6227211.0,550.153,5644.0,5644.0,,,
2014-08-01,565465.17,6051607.0,6051607.0,396.826,4247.0,4247.0,,,
2014-09-01,349608.22,3772392.0,3772392.0,193.776,2091.0,2091.0,,,
2014-10-01,225057.91,2443409.0,2443409.0,364.089,3953.0,3953.0,,,
2014-11-01,664002.79,6914217.0,6914217.0,679.214,7073.0,7073.0,,,
2014-12-01,725102.87,7438969.0,7438969.0,506.128,5192.0,5192.0,,,
2015-01-01,724530.55,7766636.0,7766636.0,373.451,4003.0,4003.0,0.0,0.0,0.0
2015-02-01,763368.15,8008566.0,8008566.0,703.855,7384.0,7384.0,0.0,0.0,0.0
2015-03-01,623837.75,6508942.0,6508942.0,48.246,503.0,503.0,,,
2015-04-01,461270.29,4826284.0,4826284.0,278.709,2916.0,2916.0,,,
2015-05-01,150159.34,1683742.0,1683742.0,256.66,2878.0,2878.0,,,
2015-06-01,239813.34,2651002.0,2651002.0,219.657,2428.0,2428.0,,,
2015-07-01,402977.5,4659247.0,4659247.0,762.497,8816.0,8816.0,,,
2015-08-01,319580.19,3517791.0,3517791.0,772.815,8507.0,8507.0,,,
2015-09-01,519316.6,5547679.0,5547679.0,425.4,4544.0,4544.0,,,
2015-10-01,462572.33,4828452.0,4828452.0,158.674,1656.0,1656.0,,,
2015-11-01,137533.35,1631726.0,1631726.0,671.651,7969.0,7969.0,,,
2015-12-01,358276.5,3855248.0,3855248.0,358.504,3858.0,3858.0,,,
2016-01-01,585917.73,6318309.0,6318309.0,153.269,1653.0,1653.0,,,
2016-02-01,388409.0,4313797.0,4313797.0,0.0,0.0,0.0,,,
2016-03-01,295295.13,3275688.0,3275688.0,515.869,5722.0,5722.0,,,
2016-04-01,307904.57,3349679.0,3349679.0,567.43,6173.0,6173.0,,,
2016-05-01,364414.79,4057675.0,4057675.0,468.206,5213.0,5213.0,,,
2016-06-01,378394.38,4103941.0,4103941.0,546.621,5928.0,5928.0,,,
2016-07-01,588128.29,6349103.0,6349103.0,653.707,7057.0,7057.0,,,
2016-08-01,646664.81,6962866.0,6962866.0,108.191,1165.0,1165.0,,,
2016-09-01,445389.05,4693676.0,4693676.0,251.947,2655.0,2655.0,,,
2016-10-01,16997.358,176509.0,176509.0,93.642,972.0,972.0,,,
2016-11-01,47116.061,559715.0,559715.0,103.939,1235.0,1235.0,,,
2016-12-01,465575.4,5117365.0,5117365.0,440.596,4843.0,4843.0,,,
2017-01-01,259742.55,2895850.0,2895850.0,446.45,4977.0,4977.0,,,
2017-02-01,66238.191,892229.0,892229.0,280.809,3782.0,3782.0,,,
2017-03-01,625086.93,6358702.0,6358702.0,377.07,3836.0,3836.0,,,
2017-04-01,361725.02,4031019.0,4031019.0,203.979,2273.0,2273.0,,,
2017-05-01,211774.47,2324424.0,2324424.0,628.533,6899.0,6899.0,,,
2017-06-01,334457.54,3599603.0,3599603.0,746.456,8034.0,8034.0,,,
2017-07-01,281616.87,3283004.0,3283004.0,852.134,9934.0,9934.0,,,
2017-08-01,573244.82,6219919.0,6219919.0,153.179,1662.0,1662.0,,,
2017-09-01,408750.08,4381713.0,4381713.0,285.919,3065.0,3065.0,,,
2017-10-01,384788.19,4137078.0,4137078.0,599.815,6449.0,6449.0,,,
2017-11-01,148960.9,1717596.0,1717596.0,281.104,3241.0,3241.0,,,
2017-12-01,183779.92,2249818.0,2249818.0,221.08,2706.0,2706.0,,,
2018-01-01,559309.37,5924853.0,5924853.0,520.631,5515.0,5515.0,,,
2018-02-01,195827.07,2091755.0,2091755.0,344.933,3684.0,3684.0,,,
2018-03-01,328424.24,3445174.0,3445174.0,1279.759,13425.0,13425.0,,,
2018-04-01,394762.73,4005175.0,4005175.0,14.272,145.0,145.0,,,
2018-05-01,78481.304,906544.0,906544.0,327.696,3785.0,3785.0,,,
2018-06-01,313699.68,3603690.0,3603690.0,702.319,8068.0,8068.0,,,
2018-07-01,489331.45,5303320.0,5303320.0,1056.551,11451.0,11451.0,,,
2018-08-01,503230.93,5614926.0,5614926.0,1123.071,12531.0,12531.0,,,
2018-09-01,186514.21,2084087.0,2084087.0,542.788,6065.0,6065.0,,,
2018-10-01,433047.95,4481581.0,4481581.0,272.05,2815.0,2815.0,,,
2018-11-01,197343.53,2151622.0,2151622.0,858.473,9360.0,9360.0,,,
2018-12-01,430497.0,4474122.0,4474122.0,0.0,0.0,0.0,,,
2019-01-01,297310.95,3224556.0,3224556.0,697.049,7560.0,7560.0,,,
2019-02-01,60515.473,613605.0,613605.0,619.527,6282.0,6282.0,,,
2019-03-01,126652.91,1311860.0,1311860.0,15.093,156.0,156.0,,,
2019-04-01,108915.58,1278165.0,1278165.0,877.42,10297.0,10297.0,,,
2019-05-01,263635.12,2939538.0,2939538.0,326.882,3645.0,3645.0,,,
2019-06-01,200666.37,2312119.0,2312119.0,1715.629,19768.0,19768.0,,,
2019-07-01,310192.0,3379952.0,3379952.0,0.0,0.0,0.0,,,
2019-08-01,255292.31,2930327.0,2930327.0,124.688,1431.0,1431.0,,,
2019-09-01,228921.93,2558945.0,2558945.0,1109.069,12397.0,12397.0,,,
2019-10-01,42821.479,424001.0,424001.0,17.521,173.0,173.0,,,
2019-11-01,196707.02,1301948.0,1301948.0,3734.976,24721.0,24721.0,,,
2019-12-01,209822.94,2379563.0,2379563.0,5.062,57.0,57.0,,,
2020-01-01,220450.35,2532116.0,2532116.0,971.653,11161.0,11161.0,,,
2020-02-01,210361.22,2343629.0,2343629.0,653.782,7284.0,7284.0,,,
2020-03-01,267776.61,2888520.0,2888520.0,1160.39,12517.0,12517.0,,,
2020-04-01,370708.0,3849737.0,3849737.0,2412.003,25048.0,25048.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
