measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2009-01-01,1160.621,14865.0,14865.0
2009-02-01,1214.5520000000001,15556.0,15556.0
2009-03-01,1734.0620000000001,22210.0,22210.0
2009-04-01,1884.76,24139.0,24139.0
2009-05-01,1665.184,21328.0,21328.0
2009-06-01,1771.191,22685.0,22685.0
2009-07-01,1971.171,25246.0,25246.0
2009-08-01,1894.092,24259.0,24259.0
2009-09-01,1699.141,21762.0,21762.0
2009-10-01,1464.2230000000002,18753.0,18753.0
2009-11-01,1682.971,21555.0,21555.0
2009-12-01,1610.0320000000002,20621.0,20621.0
2010-01-01,1242.069,16062.0,16062.0
2010-02-01,1586.766,20520.0,20520.0
2010-03-01,1852.6170000000002,23958.0,23958.0
2010-04-01,1388.5420000000001,17956.0,17956.0
2010-05-01,1559.434,20167.0,20167.0
2010-06-01,1784.086,23071.0,23071.0
2010-07-01,1841.251,23811.0,23811.0
2010-08-01,1896.38,24524.0,24524.0
2010-09-01,1614.3590000000002,20877.0,20877.0
2010-10-01,1831.6480000000001,23687.0,23687.0
2010-11-01,1821.6270000000002,23557.0,23557.0
2010-12-01,1714.221,22168.0,22168.0
2011-01-01,1876.345,23662.0,23662.0
2011-02-01,2015.989,25423.0,25423.0
2011-03-01,2273.933,28676.0,28676.0
2011-04-01,2223.352,28038.0,28038.0
2011-05-01,2011.097,25362.0,25362.0
2011-06-01,2229.205,28112.0,28112.0
2011-07-01,2162.672,27273.0,27273.0
2011-08-01,2352.188,29663.0,29663.0
2011-09-01,2186.781,27577.0,27577.0
2011-10-01,2399.168,30255.0,30255.0
2011-11-01,1985.842,25043.0,25043.0
2011-12-01,2266.428,28581.0,28581.0
2012-01-01,2165.055,26858.0,26858.0
2012-02-01,2009.557,24930.0,24930.0
2012-03-01,2226.842,27625.0,27625.0
2012-04-01,2239.084,27777.0,27777.0
2012-05-01,1930.515,23949.0,23949.0
2012-06-01,2203.354,27334.0,27334.0
2012-07-01,2216.903,27502.0,27502.0
2012-08-01,2367.86,29374.0,29374.0
2012-09-01,2175.909,26994.0,26994.0
2012-10-01,2308.757,28641.0,28641.0
2012-11-01,2097.14,26016.0,26016.0
2012-12-01,2081.024,25816.0,25816.0
2013-01-01,2008.939,23301.0,23301.0
2013-02-01,1675.913,19438.0,19438.0
2013-03-01,2040.514,23667.0,23667.0
2013-04-01,2168.032,25146.0,25146.0
2013-05-01,1905.21,22097.0,22097.0
2013-06-01,1850.539,21463.0,21463.0
2013-07-01,2575.936,29877.0,29877.0
2013-08-01,2278.906,26432.0,26432.0
2013-09-01,2071.69,24028.0,24028.0
2013-10-01,2064.642,23946.0,23946.0
2013-11-01,2128.879,24691.0,24691.0
2013-12-01,1976.8,22928.0,22928.0
2014-01-01,2495.05,29165.0,29165.0
2014-02-01,1688.484,19737.0,19737.0
2014-03-01,1976.63,23105.0,23105.0
2014-04-01,2319.691,27115.0,27115.0
2014-05-01,2035.275,23791.0,23791.0
2014-06-01,2263.621,26460.0,26460.0
2014-07-01,2340.441,27358.0,27358.0
2014-08-01,2061.574,24098.0,24098.0
2014-09-01,1929.606,22556.0,22556.0
2014-10-01,1829.513,21385.0,21385.0
2014-11-01,2191.293,25615.0,25615.0
2014-12-01,2238.822,26170.0,26170.0
2015-01-01,1937.4,23087.0,23087.0
2015-02-01,2003.917,23879.0,23879.0
2015-03-01,1839.734,21923.0,21923.0
2015-04-01,1937.583,23089.0,23089.0
2015-05-01,1815.804,21638.0,21638.0
2015-06-01,2331.449,27783.0,27783.0
2015-07-01,2449.268,29187.0,29187.0
2015-08-01,2487.148,29638.0,29638.0
2015-09-01,2044.816,24367.0,24367.0
