measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2015-10-01,1027.966,9580.0,9580.0
2015-11-01,949.288,8846.0,8846.0
2015-12-01,849.746,7919.0,7919.0
2016-01-01,53.485,494.0,494.0
2016-02-01,80.58,744.0,744.0
2016-03-01,93.658,865.0,865.0
2016-04-01,95.354,880.0,880.0
2016-05-01,175.911,1624.0,1624.0
2016-06-01,312.124,2882.0,2882.0
2016-07-01,516.66,4770.0,4770.0
2016-08-01,556.186,5135.0,5135.0
2016-09-01,549.44,5072.0,5072.0
2016-10-01,439.431,4057.0,4057.0
2016-11-01,400.518,3698.0,3698.0
2016-12-01,291.653,2693.0,2693.0
2017-01-01,163.475,1506.0,1506.0
2017-02-01,184.362,1699.0,1699.0
2017-03-01,315.839,2910.0,2910.0
2017-04-01,348.631,3212.0,3212.0
2017-05-01,374.695,3452.0,3452.0
2017-06-01,408.398,3763.0,3763.0
2017-07-01,297.582,2742.0,2742.0
2017-08-01,327.086,3013.0,3013.0
2017-09-01,313.086,2884.0,2884.0
2017-10-01,297.825,2744.0,2744.0
2017-11-01,187.932,1731.0,1731.0
2017-12-01,175.089,1613.0,1613.0
2018-01-01,212.588,1935.0,1935.0
2018-02-01,250.006,2276.0,2276.0
2018-03-01,323.285,2943.0,2943.0
2018-04-01,391.789,3567.0,3567.0
2018-05-01,451.492,4110.0,4110.0
2018-06-01,485.199,4417.0,4417.0
2018-07-01,422.911,3850.0,3850.0
2018-08-01,422.238,3844.0,3844.0
2018-09-01,405.822,3695.0,3695.0
2018-10-01,302.614,2755.0,2755.0
2018-11-01,249.447,2271.0,2271.0
2018-12-01,180.609,1644.0,1644.0
2019-01-01,201.949,1798.0,1798.0
2019-02-01,212.794,1895.0,1895.0
2019-03-01,317.003,2823.0,2823.0
2019-04-01,373.184,3323.0,3323.0
2019-05-01,397.301,3538.0,3538.0
2019-06-01,446.889,3980.0,3980.0
2019-07-01,422.998,3767.0,3767.0
2019-08-01,430.605,3835.0,3835.0
2019-09-01,355.45,3165.0,3165.0
2019-10-01,349.391,3111.0,3111.0
2019-11-01,217.153,1934.0,1934.0
2019-12-01,158.283,1410.0,1410.0
2020-01-01,226.411,1985.0,1985.0
2020-02-01,313.111,2745.0,2745.0
2020-03-01,345.618,3030.0,3030.0
2020-04-01,433.735,3803.0,3803.0
2020-05-01,468.507,4107.0,4107.0
2020-06-01,513.587,4503.0,4503.0
2020-07-01,529.065,4638.0,4638.0
2020-08-01,502.218,4403.0,4403.0
2020-09-01,426.447,3739.0,3739.0
2020-10-01,368.985,3235.0,3235.0
2020-11-01,220.082,1929.0,1929.0
2020-12-01,194.234,1703.0,1703.0
2021-01-01,210.334,1860.0,1860.0
2021-02-01,253.92,2246.0,2246.0
2021-03-01,341.202,3018.0,3018.0
2021-04-01,427.706,3783.0,3783.0
2021-05-01,476.222,4212.0,4212.0
2021-06-01,453.208,4008.0,4008.0
2021-07-01,395.146,3495.0,3495.0
2021-08-01,428.708,3791.0,3791.0
2021-09-01,423.783,3748.0,3748.0
2021-10-01,282.269,2496.0,2496.0
2021-11-01,229.299,2028.0,2028.0
2021-12-01,167.203,1479.0,1479.0
2022-01-01,273.706,934.0,934.0
2022-02-01,325.381,1110.0,1110.0
2022-03-01,389.492,1329.0,1329.0
2022-04-01,448.555,1530.0,1530.0
2022-05-01,531.402,1813.0,1813.0
2022-06-01,540.188,1843.0,1843.0
2022-07-01,493.981,1685.0,1685.0
2022-08-01,439.523,1500.0,1500.0
2022-09-01,422.465,1441.0,1441.0
2022-10-01,386.151,1318.0,1318.0
2022-11-01,261.609,893.0,893.0
2022-12-01,178.547,609.0,609.0
2023-01-01,121.0,413.0,413.0
2023-02-01,384.0,1310.0,1310.0
2023-03-01,245.0,836.0,836.0
2023-04-01,498.0,1699.0,1699.0
2023-05-01,381.0,1300.0,1300.0
2023-06-01,416.0,1419.0,1419.0
2023-07-01,442.0,1508.0,1508.0
2023-08-01,343.0,1170.0,1170.0
2023-09-01,443.0,1512.0,1512.0
2023-10-01,403.0,1375.0,1375.0
2023-11-01,328.0,1119.0,1119.0
2023-12-01,257.0,877.0,877.0
2024-01-01,226.0,771.0,771.0
2024-02-01,284.0,969.0,969.0
2024-03-01,313.0,1068.0,1068.0
2024-04-01,431.0,1471.0,1471.0
2024-05-01,460.0,1570.0,1570.0
2024-06-01,452.0,1542.0,1542.0
2024-07-01,437.0,1491.0,1491.0
2024-08-01,404.0,1378.0,1378.0
2024-09-01,410.0,1399.0,1399.0
2024-10-01,375.0,1280.0,1280.0
2024-11-01,314.0,1071.0,1071.0
2024-12-01,290.0,989.0,989.0
