measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,3.798,46.0,46.0,8.708,95.0,95.0
2003-02-01,3.1390000000000002,38.0,38.0,7.196000000000001,78.0,78.0
2003-03-01,3.333,40.0,40.0,7.642,83.0,83.0
2003-04-01,3.175,38.0,38.0,7.279,79.0,79.0
2003-05-01,3.27,40.0,40.0,7.497000000000001,82.0,82.0
2003-06-01,3.45,42.0,42.0,7.909000000000001,86.0,86.0
2003-07-01,4.1530000000000005,50.0,50.0,9.521,104.0,104.0
2003-08-01,4.014,49.0,49.0,9.203000000000001,100.0,100.0
2003-09-01,3.232,39.0,39.0,7.41,81.0,81.0
2003-10-01,3.089,37.0,37.0,7.082000000000001,77.0,77.0
2003-11-01,2.588,31.0,31.0,5.932,65.0,65.0
2003-12-01,3.76,46.0,46.0,8.621,94.0,94.0
2004-01-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-02-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-03-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-04-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-05-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-06-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-07-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-08-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-09-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-10-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-11-01,2.0,31.0,31.0,1.75,16.0,16.0
2004-12-01,2.0,31.0,31.0,1.75,16.0,16.0
2005-01-01,6.838,61.02,61.02,1.788,16.27,16.27
2005-02-01,3.47,30.97,30.97,1.484,13.51,13.51
2005-03-01,4.2,37.48,37.48,1.838,16.73,16.73
2005-04-01,4.377,39.06,39.06,1.8110000000000002,16.48,16.48
2005-05-01,5.157,46.02,46.02,2.135,19.43,19.43
2005-06-01,4.6690000000000005,41.67,41.67,2.695,24.52,24.52
2005-07-01,7.476,66.72,66.72,3.3770000000000002,30.73,30.73
2005-08-01,8.274000000000001,73.83,73.83,3.498,31.83,31.83
2005-09-01,8.216000000000001,73.32,73.32,2.662,24.22,24.22
2005-10-01,4.9030000000000005,43.75,43.75,2.1270000000000002,19.35,19.35
2005-11-01,3.9080000000000004,34.87,34.87,1.814,16.51,16.51
2005-12-01,8.512,75.96,75.96,1.7710000000000001,16.11,16.11
2006-01-01,1.304,14.0,14.0,2.3770000000000002,26.0,26.0
2006-02-01,1.29,14.0,14.0,2.82,31.0,31.0
2006-03-01,1.131,12.0,12.0,3.216,35.0,35.0
2006-04-01,1.492,16.0,16.0,3.597,39.0,39.0
2006-05-01,1.348,14.0,14.0,4.167,45.0,45.0
2006-06-01,1.613,17.0,17.0,5.309,58.0,58.0
2006-07-01,1.564,17.0,17.0,6.675,73.0,73.0
2006-08-01,1.6840000000000002,18.0,18.0,6.759,74.0,74.0
2006-09-01,1.196,13.0,13.0,4.599,50.0,50.0
2006-10-01,1.5390000000000001,16.0,16.0,4.164000000000001,45.0,45.0
2006-11-01,1.344,14.0,14.0,3.092,34.0,34.0
2006-12-01,1.495,16.0,16.0,3.224,35.0,35.0
2007-01-01,2.318,23.0,23.0,0.166,2.0,2.0
2007-02-01,1.602,18.0,18.0,0.49200000000000005,5.0,5.0
2007-03-01,2.165,23.0,23.0,0.29700000000000004,3.0,3.0
2007-04-01,2.398,23.0,23.0,0.139,1.0,1.0
2007-05-01,3.982,41.0,41.0,1.275,12.0,12.0
2007-06-01,1.572,18.0,18.0,2.195,21.0,21.0
2007-07-01,1.372,12.0,12.0,4.088,40.0,40.0
2007-08-01,2.67,29.0,29.0,7.396000000000001,73.0,73.0
