measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,5309.0,54857.9,54857.9
2001-02-01,4784.0,49433.07,49433.07
2001-03-01,5886.0,60820.04,60820.04
2001-04-01,7143.0,73808.62,73808.62
2001-05-01,7652.0,79068.12,79068.12
2001-06-01,8447.0,87282.85,87282.85
2001-07-01,9083.0,93854.64,93854.64
2001-08-01,8531.0,88150.82,88150.82
2001-09-01,4263.0,44049.58,44049.58
2001-10-01,4563.0,47149.48,47149.48
2001-11-01,4563.0,47149.48,47149.48
2001-12-01,3304.0,34140.23,34140.23
2002-01-01,3035.0,30875.06,30875.06
2002-02-01,2121.0,21576.93,21576.93
2002-03-01,6138.0,62441.87,62441.87
2002-04-01,6433.0,65442.91,65442.91
2002-05-01,6350.0,64598.55,64598.55
2002-06-01,5698.0,57965.75,57965.75
2002-07-01,6886.0,70051.28,70051.28
2002-08-01,6784.0,69013.63,69013.63
2002-09-01,4916.0,50010.47,50010.47
2002-10-01,3378.0,34364.39,34364.39
2002-11-01,3844.0,39105.01,39105.01
2002-12-01,3680.0,37436.64,37436.64
2003-01-01,3995.0,40912.8,40912.8
2003-02-01,3066.0,31398.91,31398.91
2003-03-01,3476.0,35597.72,35597.72
2003-04-01,4306.0,44097.75,44097.75
2003-05-01,3553.0,36386.27,36386.27
2003-06-01,5635.0,57708.04,57708.04
2003-07-01,7059.0,72291.22,72291.22
2003-08-01,6255.0,64057.46,64057.46
2003-09-01,5354.0,54830.31,54830.31
2003-10-01,3003.0,30753.72,30753.72
2003-11-01,4069.0,41670.63,41670.63
2003-12-01,5446.0,55772.49,55772.49
2004-01-01,4935.8060000000005,49466.65,49466.65
2004-02-01,4468.848,44786.79,44786.79
2004-03-01,5024.676,50357.3,50357.3
2004-04-01,4195.637000000001,42048.67,42048.67
2004-05-01,4815.354,48259.48,48259.48
2004-06-01,4827.299,48379.19,48379.19
2004-07-01,3609.489,36174.3,36174.3
2004-08-01,3054.112,30608.31,30608.31
2004-09-01,3712.5130000000004,37206.81,37206.81
2004-10-01,3770.3050000000003,37786.0,37786.0
2004-11-01,4081.9970000000003,40909.77,40909.77
2004-12-01,5183.964,51953.69,51953.69
2005-01-01,3848.137,38477.52,38477.52
2005-02-01,3525.909,35255.56,35255.56
2005-03-01,3674.0860000000002,36737.18,36737.18
2005-04-01,3671.434,36710.67,36710.67
2005-05-01,5178.241,51777.23,51777.23
2005-06-01,4828.082,48275.99,48275.99
2005-07-01,4488.045,44875.96,44875.96
2005-08-01,3724.452,37240.8,37240.8
2005-09-01,2951.885,29515.9,29515.9
2005-10-01,3185.6670000000004,31853.49,31853.49
2005-11-01,3432.9390000000003,34325.95,34325.95
2005-12-01,3843.123,38427.39,38427.39
2006-01-01,6145.5070000000005,60957.0,60957.0
2006-02-01,5391.696,53480.0,53480.0
2006-03-01,5794.933,57480.0,57480.0
2006-04-01,6995.953,69393.0,69393.0
2006-05-01,7549.566000000001,74884.0,74884.0
2006-06-01,7797.628000000001,77345.0,77345.0
2006-07-01,6371.642000000001,63200.0,63200.0
2006-08-01,5224.46,51821.0,51821.0
2006-09-01,3830.045,37990.0,37990.0
2006-10-01,3622.2430000000004,35929.0,35929.0
2006-11-01,4202.9890000000005,41689.0,41689.0
2006-12-01,4559.337,45224.0,45224.0
2007-01-01,7193.1810000000005,71097.0,71097.0
2007-02-01,5484.112,54205.0,54205.0
2007-03-01,7671.019,75820.0,75820.0
2007-04-01,6308.674,62355.0,62355.0
2007-05-01,6800.249000000001,67214.0,67214.0
2007-06-01,5321.761,52600.0,52600.0
2007-07-01,4193.339,41447.0,41447.0
2007-08-01,3440.0530000000003,34001.0,34001.0
2007-09-01,3594.739,35530.0,35530.0
2007-10-01,4027.702,39810.0,39810.0
2007-11-01,4565.407,45124.0,45124.0
2007-12-01,5594.765,55299.0,55299.0
2008-01-01,6373.188,62801.0,62801.0
2008-02-01,5460.254,53805.0,53805.0
2008-03-01,6091.3550000000005,60024.0,60024.0
2008-04-01,4812.352,47421.0,47421.0
2008-05-01,7296.342000000001,71898.0,71898.0
2008-06-01,7930.415,78146.0,78146.0
2008-07-01,5246.5160000000005,51699.0,51699.0
2008-08-01,3371.358,33221.0,33221.0
2008-09-01,3899.478,38425.0,38425.0
2008-10-01,4121.156,40610.0,40610.0
2008-11-01,4802.137000000001,47320.0,47320.0
2008-12-01,5604.4490000000005,55226.0,55226.0
2009-01-01,7824.725,76369.0,76369.0
2009-02-01,5409.665,52798.0,52798.0
2009-03-01,6139.251,59919.0,59919.0
2009-04-01,7193.36,70207.0,70207.0
2009-05-01,7562.884,73814.0,73814.0
2009-06-01,7765.705,75793.0,75793.0
2009-07-01,4481.973,43744.0,43744.0
2009-08-01,3185.677,31092.0,31092.0
2009-09-01,3796.058,37050.0,37050.0
2009-10-01,4262.11,41598.0,41598.0
2009-11-01,5083.9710000000005,49620.0,49620.0
2009-12-01,6052.621,59074.0,59074.0
2010-01-01,5109.837,49852.0,49852.0
2010-02-01,4589.2080000000005,44772.0,44772.0
2010-03-01,4678.643,45645.0,45645.0
2010-04-01,3810.744,37178.0,37178.0
2010-05-01,5190.999,50643.0,50643.0
2010-06-01,7681.546,74941.0,74941.0
2010-07-01,4484.863,43754.0,43754.0
2010-08-01,2975.857,29032.0,29032.0
2010-09-01,3632.9680000000003,35443.0,35443.0
2010-10-01,4289.679,41850.0,41850.0
2010-11-01,4863.321,47447.0,47447.0
2010-12-01,5713.335,55739.0,55739.0
2011-01-01,6067.686,58954.0,58954.0
2011-02-01,5752.791,55894.0,55894.0
2011-03-01,6634.593,64462.0,64462.0
2011-04-01,5729.162,55665.0,55665.0
2011-05-01,6190.009,60142.0,60142.0
2011-06-01,6353.012,61726.0,61726.0
2011-07-01,5723.552,55610.0,55610.0
2011-08-01,3729.998,36241.0,36241.0
2011-09-01,3911.322,38002.0,38002.0
2011-10-01,3863.459,37537.0,37537.0
2011-11-01,4036.493,39219.0,39219.0
2011-12-01,4470.923,43439.0,43439.0
2012-01-01,5441.351,51780.0,51780.0
2012-02-01,5050.426,48060.0,48060.0
2012-03-01,6775.96,64480.0,64480.0
2012-04-01,6684.808,63613.0,63613.0
2012-05-01,7140.185,67946.0,67946.0
2012-06-01,6291.997,59875.0,59875.0
2012-07-01,6301.585,59966.0,59966.0
2012-08-01,4289.971,40823.0,40823.0
2012-09-01,4052.147,38560.0,38560.0
2012-10-01,3563.415,33909.0,33909.0
2012-11-01,4529.131,43099.0,43099.0
2012-12-01,6237.024,59352.0,59352.0
2013-01-01,6439.323,61438.0,61438.0
2013-02-01,4747.466,45296.0,45296.0
