measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-01-01,1386.168,9281.0,9281.0
2021-02-01,1277.098,8552.0,8552.0
2021-03-01,1425.416,9546.0,9546.0
2021-04-01,1093.983,7326.0,7326.0
2021-05-01,1222.838,8190.0,8190.0
2021-06-01,1571.324,10522.0,10522.0
2021-07-01,1600.507,10718.0,10718.0
2021-08-01,1721.336,11528.0,11528.0
2021-09-01,1448.334,9700.0,9700.0
2021-10-01,1248.37,8361.0,8361.0
2021-11-01,1717.592,11502.0,11502.0
2021-12-01,1482.034,9925.0,9925.0
2022-01-01,1392.676,9716.0,9716.0
2022-02-01,1126.29,7856.0,7856.0
2022-03-01,1444.354,10075.0,10075.0
2022-04-01,1142.966,7972.0,7972.0
2022-05-01,1205.709,8410.0,8410.0
2022-06-01,1557.273,10863.0,10863.0
2022-07-01,1848.069,12891.0,12891.0
2022-08-01,1872.892,13064.0,13064.0
2022-09-01,1656.002,11552.0,11552.0
2022-10-01,1322.708,9227.0,9227.0
2022-11-01,1457.109,10164.0,10164.0
2022-12-01,1217.952,8496.0,8496.0
2023-01-01,1133.801,8073.0,8073.0
2023-02-01,972.338,6922.0,6922.0
2023-03-01,1226.629,8733.0,8733.0
2023-04-01,1156.963,8237.0,8237.0
2023-05-01,915.668,6519.0,6519.0
2023-06-01,1372.626,9772.0,9772.0
2023-07-01,1386.656,9872.0,9872.0
2023-08-01,1252.102,8914.0,8914.0
2023-09-01,1185.179,8438.0,8438.0
2023-10-01,1022.125,7277.0,7277.0
2023-11-01,1213.598,8640.0,8640.0
2023-12-01,1173.315,8353.0,8353.0
2024-01-01,174.0,1281.0,1281.0
2024-02-01,144.0,1095.0,1095.0
2024-03-01,149.0,1148.0,1148.0
2024-04-01,153.0,1156.0,1156.0
2024-05-01,175.0,1255.0,1255.0
2024-06-01,168.0,1208.0,1208.0
2024-07-01,166.0,1202.0,1202.0
2024-08-01,199.0,1358.0,1358.0
2024-09-01,188.0,1217.0,1217.0
2024-10-01,227.0,1482.0,1482.0
2024-11-01,219.0,1444.0,1444.0
2024-12-01,220.0,1470.0,1470.0
