measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-12-01,1078.0,13134.0,13134.0,20828.0,253698.0,253698.0,,,
2005-01-01,0.0,0.0,0.0,41346.0,517144.95,517144.95,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,26645.0,329190.82,329190.82,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,19414.0,253454.75,253454.75,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,5443.0,75369.43,75369.43,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,19931.0,245335.23,245335.23,0.0,0.0,0.0
2005-06-01,76.0,829.4,829.4,54162.0,591725.78,591725.78,0.0,0.0,0.0
2005-07-01,957.0,11252.0,11252.0,44906.0,528179.21,528179.21,0.0,0.0,0.0
2005-08-01,7990.0,89001.0,89001.0,44812.0,499134.48,499134.48,0.0,0.0,0.0
2005-09-01,4051.0,45187.8,45187.8,76323.0,851323.17,851323.17,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,44901.0,509193.57,509193.57,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,8104.0,102096.22,102096.22,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,54748.0,585940.47,585940.47,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,4368.0,21592.0,21592.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,31432.0,358420.0,358420.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,10190.0,137424.0,137424.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,46004.0,524158.0,524158.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,29196.0,344636.0,344636.0,0.0,0.0,0.0
2006-06-01,779.0,8828.0,8828.0,82873.0,939310.0,939310.0,0.0,0.0,0.0
2006-07-01,4075.0,45513.0,45513.0,93443.0,1043738.0,1043738.0,0.0,0.0,0.0
2006-08-01,3180.0,35948.0,35948.0,107116.0,1210710.0,1210710.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,41673.0,488075.0,488075.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,18046.0,218903.0,218903.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,12191.0,163720.0,163720.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,32746.0,379811.0,379811.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,72636.0,730685.0,730685.0,0.0,0.0,0.0
2007-02-01,1256.892,13073.0,13073.0,62864.108,653863.0,653863.0,0.0,0.0,0.0
2007-03-01,42.839,476.0,476.0,49063.161,544701.0,544701.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,27232.171000000002,345384.0,345384.0,1.8290000000000002,23.0,23.0
2007-05-01,1.9480000000000002,23.0,23.0,71291.052,849048.0,849048.0,0.0,0.0,0.0
2007-06-01,80.358,945.0,945.0,87821.642,1033212.0,1033212.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,84503.0,999343.0,999343.0,0.0,0.0,0.0
2007-08-01,237.96200000000002,2691.0,2691.0,134355.038,1519469.0,1519469.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,101081.0,1152206.0,1152206.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,21055.0,278932.0,278932.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,32261.0,407396.0,407396.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,47339.0,583488.0,583488.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,35832.0,456315.0,456315.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,24281.0,306871.0,306871.0,0.0,0.0,0.0
2008-03-01,139.614,1757.0,1757.0,12428.386,156443.0,156443.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,10418.0,143598.0,143598.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,35817.0,383341.0,383341.0,0.0,0.0,0.0
2008-06-01,59.241,684.0,684.0,44123.759,509758.0,509758.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,79151.0,915031.0,915031.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,84294.0,979081.0,979081.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,47926.0,578544.0,578544.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,6220.0,89861.0,89861.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,2596.0,31471.0,31471.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,23689.0,313805.0,313805.0,0.0,0.0,0.0
2009-01-01,,,,32199.0,405604.0,405604.0,0.0,0.0,0.0
2009-02-01,,,,13622.0,189847.0,189847.0,0.0,0.0,0.0
2009-03-01,,,,25640.0,357046.0,357046.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,14374.0,191828.0,191828.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,64411.0,761384.0,761384.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,75095.0,866880.0,866880.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,72235.0,825172.0,825172.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,72235.0,936860.0,936860.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,37220.0,456734.0,456734.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,16908.0,180412.0,180412.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,50415.0,597699.0,597699.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,47400.0,541404.0,541404.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,61748.0,738186.0,738186.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,53870.0,635056.0,635056.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,11616.0,135391.0,135391.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,45926.0,562217.0,562217.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,38992.0,456127.0,456127.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,63740.0,744453.0,744453.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,73746.0,878866.0,878866.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,84673.0,991023.0,991023.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,35556.0,459661.0,459661.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,14147.0,185327.0,185327.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,2567.0,38153.0,38153.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,4544.0,63501.0,63501.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,6197.0,65701.0,65701.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,25079.0,319593.0,319593.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,7156.0,119317.0,119317.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,9588.0,131484.0,131484.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,10000.0,131484.0,131484.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,26192.0,330818.0,330818.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,84177.0,949056.0,949056.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,104575.0,1153270.0,1153270.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,19889.0,237743.0,237743.0,0.0,0.0,0.0
2011-10-01,8.437,110.0,110.0,8274.563,108084.0,108084.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,747.0,19387.0,19387.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,2840.0,46634.0,46634.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,4968.0,76415.0,76415.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,6021.0,107749.0,107749.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,14894.0,192603.0,192603.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,16527.0,193852.0,193852.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,12034.437,161161.0,161161.0,899.563,12047.0,12047.0
2012-06-01,0.0,0.0,0.0,21801.092,339004.0,339004.0,6779.908,105427.0,105427.0
2012-07-01,0.0,0.0,0.0,32484.354,432097.0,432097.0,2466.646,32811.0,32811.0
2012-08-01,0.0,0.0,0.0,39283.0,478815.0,478815.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,20698.0,265342.0,265342.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,5933.0,84437.0,84437.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,12137.0,190711.0,190711.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,4885.0,83186.0,83186.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,2024.0,46041.0,46041.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,2058.0,38653.0,38653.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,1789.0,23839.0,23839.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,1707.0,28774.0,28774.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,7151.0,90590.0,90590.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,22474.0,280198.0,280198.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,36080.0,426128.0,426128.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,48580.0,573521.0,573521.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,22053.0,271978.0,271978.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,3423.0,46815.0,46815.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,7390.0,104694.0,104694.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,14625.0,214788.0,214788.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,16786.0,225426.0,225426.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,28651.0,361711.0,361711.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,10583.0,137805.0,137805.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,9563.0,141866.0,141866.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,7366.0,97787.0,97787.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,8298.0,122489.0,122489.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,18485.0,235188.0,235188.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,58720.0,654607.0,654607.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,20355.0,246909.0,246909.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,13402.0,161054.0,161054.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,5317.0,63390.0,63390.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,217.0,5761.0,5761.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,1046.0,18961.0,18961.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,11214.0,152751.0,152751.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,10886.0,128590.0,128590.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,946.0,16816.0,16816.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,417.0,12010.0,12010.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,18836.0,220307.0,220307.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,52464.0,582805.0,582805.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,81724.0,892529.0,892529.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,10023.0,111339.0,111339.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,2264.0,31883.0,31883.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,2873.0,41975.0,41975.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,922.0,19467.0,19467.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,87.0,4328.0,4328.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,4631.0,58252.0,58252.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,4368.0,52340.0,52340.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,7518.0,99301.0,99301.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,19915.0,230858.0,230858.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,20596.0,237087.0,237087.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,32544.0,363827.0,363827.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,24150.0,268847.0,268847.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,5991.0,70811.0,70811.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,3777.0,58224.0,58224.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,5536.0,67447.0,67447.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,2429.0,36098.0,36098.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,1567.0,19573.0,19573.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,2879.0,35046.0,35046.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,13636.0,157416.0,157416.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,32921.0,368150.0,368150.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,4968.0,60651.0,60651.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,2838.0,32748.0,32748.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,1281.0,17860.0,17860.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,1584.0,23501.0,23501.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,1069.0,41429.0,41429.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,25268.0,295178.0,295178.0,0.0,0.0,0.0
2018-02-01,,,,654.0,8535.0,8535.0,,,
2018-03-01,,,,0.0,0.0,0.0,,,
2018-04-01,,,,291.0,3448.0,3448.0,,,
2018-05-01,,,,24421.0,282246.0,282246.0,,,
2018-06-01,,,,20689.0,253233.0,253233.0,,,
2018-07-01,,,,53859.0,629910.0,629910.0,,,
2018-08-01,,,,3784.0,48690.0,48690.0,,,
2018-09-01,,,,316.0,4565.0,4565.0,,,
2018-10-01,,,,1562.0,18545.0,18545.0,,,
2018-11-01,,,,320.0,4416.0,4416.0,,,
2018-12-01,,,,0.0,0.0,0.0,,,
2019-01-01,,,,536.0,7321.0,7321.0,,,
2019-02-01,,,,3512.0,41232.0,41232.0,,,
2019-03-01,,,,5728.0,63598.0,63598.0,,,
2019-04-01,,,,2979.0,32343.0,32343.0,,,
2019-05-01,,,,5229.0,61692.0,61692.0,,,
2019-06-01,,,,25492.0,307396.0,307396.0,,,
2019-07-01,,,,26960.0,313035.0,313035.0,,,
2019-08-01,,,,117601.0,1357250.0,1357250.0,,,
2019-09-01,,,,59614.0,705710.0,705710.0,,,
2019-10-01,,,,17923.0,206086.0,206086.0,,,
2019-11-01,,,,10488.0,126008.0,126008.0,,,
2019-12-01,,,,1782.0,18823.0,18823.0,,,
2020-01-01,,,,0.0,0.0,0.0,,,
2020-02-01,,,,13004.0,156567.0,156567.0,,,
2020-03-01,,,,10691.0,124465.0,124465.0,,,
2020-04-01,,,,4313.0,52594.0,52594.0,,,
2020-05-01,,,,10602.0,130724.0,130724.0,,,
2020-06-01,,,,18792.0,236053.0,236053.0,,,
2020-07-01,,,,53679.0,647062.0,647062.0,,,
2020-08-01,,,,64934.0,778832.0,778832.0,,,
2020-09-01,,,,1018.0,15461.0,15461.0,,,
2020-10-01,,,,20064.0,217432.0,217432.0,,,
2020-11-01,,,,9705.0,117840.0,117840.0,,,
2020-12-01,,,,281.0,3212.0,3212.0,,,
2021-01-01,,,,3817.0,48826.0,48826.0,,,
2021-02-01,,,,77063.0,904847.0,904847.0,,,
2021-03-01,,,,776.0,11624.0,11624.0,,,
2021-04-01,,,,6751.0,72388.0,72388.0,,,
2021-05-01,,,,1499.0,17262.0,17262.0,,,
2021-06-01,,,,27798.0,338623.0,338623.0,,,
2021-07-01,,,,39003.0,487092.0,487092.0,,,
2021-08-01,,,,27299.0,352843.0,352843.0,,,
2021-09-01,,,,42093.0,503117.0,503117.0,,,
2021-10-01,,,,29816.0,362256.0,362256.0,,,
2021-11-01,,,,17736.0,197608.0,197608.0,,,
2021-12-01,,,,5687.0,50388.0,50388.0,,,
2022-01-01,225.021,3304.0,3304.0,2008.979,29496.0,29496.0,,,
2022-02-01,18708.707,211803.0,211803.0,2774.293,31408.0,31408.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-05-01,0.0,0.0,0.0,3728.0,57189.0,57189.0,,,
2022-06-01,0.0,0.0,0.0,12490.0,169508.0,169508.0,,,
2022-07-01,0.0,0.0,0.0,59699.0,702231.0,702231.0,,,
2022-08-01,0.0,0.0,0.0,28293.0,361367.0,361367.0,,,
2022-09-01,0.0,0.0,0.0,6122.0,99956.0,99956.0,,,
2022-10-01,1997.069,27937.0,27937.0,5092.931,71244.0,71244.0,,,
2022-11-01,0.0,0.0,0.0,4666.0,67252.0,67252.0,,,
2022-12-01,10592.247,120354.0,120354.0,5154.753,58571.0,58571.0,,,
2023-01-01,0.0,0.0,0.0,21433.0,240887.0,240887.0,,,
2023-02-01,0.0,0.0,0.0,17557.0,186117.0,186117.0,,,
2023-03-01,0.0,0.0,0.0,21138.0,271661.0,271661.0,,,
2023-04-01,0.0,0.0,0.0,12906.0,154857.0,154857.0,,,
2023-05-01,0.0,0.0,0.0,81260.0,954682.0,954682.0,,,
2023-06-01,0.0,0.0,0.0,185993.0,2176332.0,2176332.0,,,
2023-07-01,0.0,0.0,0.0,223685.0,2448174.0,2448174.0,,,
2023-08-01,0.0,0.0,0.0,285035.0,3204778.0,3204778.0,,,
2023-09-01,0.0,0.0,0.0,165546.0,1799889.0,1799889.0,,,
2023-10-01,0.0,0.0,0.0,29059.0,344754.0,344754.0,,,
2023-11-01,1193.128,13636.0,13636.0,105296.87,1203397.0,1203397.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-01-01,72.881,783.0,783.0,76229.119,818965.0,818965.0,,,
2024-02-01,0.0,0.0,0.0,2292.0,26200.0,26200.0,,,
2024-03-01,0.0,0.0,0.0,30659.0,350256.0,350256.0,,,
2024-04-01,0.0,0.0,0.0,23779.0,255749.0,255749.0,,,
2024-05-01,0.0,0.0,0.0,128148.0,1424611.0,1424611.0,,,
2024-06-01,0.0,0.0,0.0,103258.0,1126775.0,1126775.0,,,
2024-07-01,0.0,0.0,0.0,121746.0,1423831.0,1423831.0,,,
2024-08-01,1862.931,20631.0,20631.0,212301.07,2351079.0,2351079.0,,,
2024-09-01,0.0,0.0,0.0,110049.0,1302288.0,1302288.0,,,
2024-10-01,0.0,0.0,0.0,97311.0,1117074.0,1117074.0,,,
2024-11-01,0.0,0.0,0.0,84949.0,906504.0,906504.0,,,
2024-12-01,0.0,0.0,0.0,49255.0,545136.0,545136.0,,,
