measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,,,,109361.0,1135560.0,1135560.0,0.0,0.0,0.0
2003-02-01,,,,85037.0,894621.0,894621.0,3754.0,39492.0,39492.0
2003-03-01,,,,55971.0,597998.0,597998.0,9498.0,101483.0,101483.0
2003-04-01,,,,49731.0,534457.0,534457.0,0.0,0.0,0.0
2003-05-01,,,,103226.0,1090195.0,1090195.0,0.0,0.0,0.0
2003-06-01,,,,60609.0,619904.0,619904.0,0.0,0.0,0.0
2003-07-01,,,,85185.0,920102.0,920102.0,0.0,0.0,0.0
2003-08-01,,,,92440.0,993600.0,993600.0,0.0,0.0,0.0
2003-09-01,,,,53564.0,593813.0,593813.0,0.0,0.0,0.0
2003-10-01,,,,18239.0,210967.0,210967.0,0.0,0.0,0.0
2003-11-01,,,,20874.0,248474.0,248474.0,0.0,0.0,0.0
2003-12-01,,,,15175.0,212418.0,212418.0,0.0,0.0,0.0
2004-01-01,72.0,961.0,961.0,20550.0,272984.0,272984.0,,,
2004-02-01,0.0,0.0,0.0,9569.0,156464.0,156464.0,,,
2004-03-01,140.0,1786.0,1786.0,18649.0,239394.0,239394.0,,,
2004-04-01,0.0,0.0,0.0,55992.0,624591.0,624591.0,,,
2004-05-01,0.0,0.0,0.0,67584.0,730569.0,730569.0,,,
2004-06-01,0.0,0.0,0.0,69824.0,761792.0,761792.0,,,
2004-07-01,0.0,0.0,0.0,94479.0,1020246.0,1020246.0,,,
2004-08-01,0.0,0.0,0.0,96842.0,1041226.0,1041226.0,,,
2004-09-01,0.0,0.0,0.0,27256.0,305307.0,305307.0,,,
2004-10-01,0.0,0.0,0.0,24963.0,296804.0,296804.0,,,
2004-11-01,0.0,0.0,0.0,5839.0,103538.0,103538.0,,,
