measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,0.0,0.0,0.0,1469.02,12626.0,28541.0
2001-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-03-01,,,,0.0,0.0,0.0,2512.72,19480.0,44035.0
2001-04-01,,,,0.0,0.0,0.0,2001.16,16065.0,36316.0
2001-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-01,,,,74.48,712.0,1628.0,0.0,0.0,0.0
2001-07-01,,,,63.7,499.0,1144.0,0.0,0.0,0.0
2001-08-01,,,,0.0,0.0,0.0,1357.3,11307.0,25561.0
2001-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-01,,,,11276.86,83956.0,191900.0,0.0,0.0,0.0
2002-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,,,,360.64,4314.0,6939.0,0.0,0.0,0.0
2002-06-01,,,,536.06,8888.0,10138.0,0.0,0.0,0.0
2002-07-01,,,,381.22,2844.0,6501.0,0.0,0.0,0.0
2002-08-01,,,,568.4,4241.0,9694.0,0.0,0.0,0.0
2002-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-01,327.32,4774.0,6897.0,0.0,0.0,0.0,,,
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,580.16,7633.0,10133.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-01,409.64,5890.0,7140.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,817.13632,7406.5,14878.63,17.58268,159.37,320.15,0.0,0.0,0.0
2004-02-01,92.53169,838.7,1684.75,10.33431,93.67,188.16,0.0,0.0,0.0
2004-03-01,53.394239999999996,483.97,972.21,0.78976,7.16,14.38,0.0,0.0,0.0
2004-04-01,93.8977,851.09,1709.71,2.1073,19.1,38.37,0.0,0.0,0.0
2004-05-01,1832.46286,16609.39,33365.96,36.34614,329.44,661.8,0.0,0.0,0.0
2004-06-01,242.03337,2193.78,4406.78,21.968629999999997,199.12,399.99,0.0,0.0,0.0
2004-07-01,54.531769999999995,494.28,992.67,30.65823,277.89,558.09,0.0,0.0,0.0
2004-08-01,53.28362,482.96,969.94,30.08138,272.66,547.58,0.0,0.0,0.0
2004-09-01,145.51186,1318.92,2649.39,14.070139999999999,127.53,256.18,0.0,0.0,0.0
2004-10-01,12.768709999999999,115.73,232.44,3.65029,33.09,66.45,0.0,0.0,0.0
2004-11-01,61.46321,557.1,1119.13,2.25779,20.46,41.11,0.0,0.0,0.0
2004-12-01,898.43,8143.34,16358.92,12.067,109.37,219.72,0.0,0.0,0.0
2005-01-01,1358.54794,12313.85,23384.87,54.89006,497.52,944.83,0.0,0.0,0.0
2005-02-01,331.48998,3004.61,5706.0,49.544019999999996,449.07,852.81,0.0,0.0,0.0
2005-03-01,473.66326,4293.27,8153.25,53.46774,484.63,920.35,0.0,0.0,0.0
2005-04-01,389.06552,3526.48,6697.06,53.72448,486.96,924.77,0.0,0.0,0.0
2005-05-01,402.33021,3646.71,6925.4,59.00579,534.83,1015.68,0.0,0.0,0.0
2005-06-01,351.89414,3189.56,6057.24,75.78985999999999,686.96,1304.59,0.0,0.0,0.0
2005-07-01,1026.63412,9305.38,17671.59,97.05087999999999,879.67,1670.55,0.0,0.0,0.0
2005-08-01,1242.6317000000001,11263.18,21389.63,100.5753,911.61,1731.22,0.0,0.0,0.0
2005-09-01,1025.94148,9299.1,17659.65,75.85552,687.55,1305.71,0.0,0.0,0.0
2005-10-01,432.5966,3921.03,7446.33,58.878400000000006,533.67,1013.48,0.0,0.0,0.0
2005-11-01,433.53936,3929.59,7462.58,52.53364,476.16,904.27,0.0,0.0,0.0
2005-12-01,977.88992,8863.57,16832.56,59.93908,543.29,1031.74,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,209.192,1896.11,4256.23,,,
2006-02-01,0.0,0.0,0.0,184.43900000000002,1671.75,3752.61,,,
2006-03-01,0.0,0.0,0.0,204.292,1851.69,4156.53,,,
2006-04-01,0.0,0.0,0.0,194.649,1764.3,3960.35,,,
2006-05-01,0.0,0.0,0.0,226.88,2056.43,4616.11,,,
2006-06-01,0.0,0.0,0.0,240.482,2179.71,4892.85,,,
2006-07-01,0.0,0.0,0.0,270.772,2454.27,5509.14,,,
2006-08-01,0.0,0.0,0.0,279.724,2535.4,5691.27,,,
2006-09-01,0.0,0.0,0.0,227.76100000000002,2064.42,4634.04,,,
2006-10-01,0.0,0.0,0.0,238.75900000000001,2164.11,4857.81,,,
2006-11-01,0.0,0.0,0.0,201.684,1828.06,4103.47,,,
2006-12-01,0.0,0.0,0.0,226.166,2049.97,4601.59,,,
2007-01-01,0.0,0.0,0.0,268.031,3048.0,11932.0,,,
2007-02-01,0.0,0.0,0.0,374.809,4263.0,16686.0,,,
2007-03-01,0.0,0.0,0.0,186.644,2123.0,8309.0,,,
2007-04-01,0.0,0.0,0.0,543.606,6183.0,24200.0,,,
2007-05-01,0.0,0.0,0.0,367.788,4183.0,16373.0,,,
2007-06-01,0.0,0.0,0.0,378.723,4307.0,16860.0,,,
2007-07-01,0.0,0.0,0.0,943.0840000000001,10726.0,41984.0,,,
2007-08-01,0.0,0.0,0.0,2314.022,26318.0,103014.0,,,
