measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2018-01-01,675.633,4451.0,4451.0
2018-02-01,593.22,3909.0,3909.0
2018-03-01,616.971,4065.0,4065.0
2018-04-01,464.322,3059.0,3059.0
2018-05-01,423.861,2792.0,2792.0
2018-06-01,579.823,3820.0,3820.0
2018-07-01,1011.789,6666.0,6666.0
2018-08-01,935.995,6167.0,6167.0
2018-09-01,753.29,4964.0,4964.0
2018-10-01,842.007,5548.0,5548.0
2018-11-01,752.722,4959.0,4959.0
2018-12-01,758.367,4997.0,4997.0
2019-01-01,674.955,4944.0,4944.0
2019-02-01,625.825,4586.0,4586.0
2019-03-01,545.75,3999.0,3999.0
2019-04-01,382.951,2806.0,2806.0
2019-05-01,329.995,2418.0,2418.0
2019-06-01,441.262,3233.0,3233.0
2019-07-01,695.607,5097.0,5097.0
2019-08-01,817.074,5987.0,5987.0
2019-09-01,718.965,5268.0,5268.0
2019-10-01,736.375,5395.0,5395.0
2019-11-01,722.192,5292.0,5292.0
2019-12-01,749.049,5489.0,5489.0
2020-01-01,552.133,4116.0,4116.0
2020-02-01,487.585,3635.0,3635.0
2020-03-01,541.252,4035.0,4035.0
2020-04-01,382.774,2854.0,2854.0
2020-05-01,359.911,2683.0,2683.0
2020-06-01,506.291,3774.0,3774.0
2020-07-01,708.247,5280.0,5280.0
2020-08-01,880.755,6566.0,6566.0
2020-09-01,767.0,5718.0,5718.0
2020-10-01,796.549,5938.0,5938.0
2020-11-01,636.255,4744.0,4744.0
2020-12-01,705.248,5258.0,5258.0
2021-01-01,569.509,4099.0,4099.0
2021-02-01,482.962,3476.0,3476.0
2021-03-01,519.277,3738.0,3738.0
2021-04-01,460.772,3317.0,3317.0
2021-05-01,481.566,3466.0,3466.0
2021-06-01,658.514,4740.0,4740.0
2021-07-01,908.737,6541.0,6541.0
2021-08-01,829.708,5972.0,5972.0
2021-09-01,705.983,5081.0,5081.0
2021-10-01,673.019,4844.0,4844.0
2021-11-01,618.538,4452.0,4452.0
2021-12-01,638.415,4595.0,4595.0
2022-01-01,587.21,4146.0,4146.0
2022-02-01,487.542,3441.0,3441.0
2022-03-01,451.105,3185.0,3185.0
2022-04-01,462.083,3262.0,3262.0
2022-05-01,424.039,2993.0,2993.0
2022-06-01,576.722,4072.0,4072.0
2022-07-01,770.443,5438.0,5438.0
2022-08-01,929.642,6563.0,6563.0
2022-09-01,852.014,6014.0,6014.0
2022-10-01,782.444,5524.0,5524.0
2022-11-01,718.54,5073.0,5073.0
2022-12-01,794.216,5606.0,5606.0
2023-01-01,690.695,5052.0,5052.0
2023-02-01,588.338,4303.0,4303.0
2023-03-01,565.468,4135.0,4135.0
2023-04-01,441.749,3231.0,3231.0
2023-05-01,286.119,2093.0,2093.0
2023-06-01,376.399,2753.0,2753.0
2023-07-01,871.291,6373.0,6373.0
2023-08-01,879.15,6430.0,6430.0
2023-09-01,622.287,4552.0,4552.0
2023-10-01,759.927,5558.0,5558.0
2023-11-01,713.867,5221.0,5221.0
2023-12-01,803.71,5878.0,5878.0
2024-01-01,669.0,4831.0,4831.0
2024-02-01,621.0,4457.0,4457.0
2024-03-01,659.0,4720.0,4720.0
2024-04-01,627.0,4511.0,4511.0
2024-05-01,700.0,5029.0,5029.0
2024-06-01,678.0,4906.0,4906.0
2024-07-01,686.0,5003.0,5003.0
2024-08-01,682.0,5020.0,5020.0
2024-09-01,653.0,4826.0,4826.0
2024-10-01,663.0,4905.0,4905.0
2024-11-01,622.0,4607.0,4607.0
2024-12-01,603.0,4529.0,4529.0
