measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,5862.68,68084.0,68084.0
2003-02-01,5409.1720000000005,62817.0,62817.0
2003-03-01,5962.959,69249.0,69249.0
2003-04-01,5639.084,65488.0,65488.0
2003-05-01,6456.655000000001,74982.0,74982.0
2003-06-01,6727.188,78124.0,78124.0
2003-07-01,8637.099,100304.0,100304.0
2003-08-01,8114.252,94232.0,94232.0
2003-09-01,7414.889,86110.0,86110.0
2003-10-01,6978.064,81037.0,81037.0
2003-11-01,5906.93,68598.0,68598.0
2003-12-01,6271.716,72834.0,72834.0
2004-01-01,2221.203,22370.0,22370.0
2004-02-01,2009.15,20235.0,20235.0
2004-03-01,1991.82,20060.0,20060.0
2004-04-01,1881.54,18949.0,18949.0
2004-05-01,2067.824,20825.0,20825.0
2004-06-01,1884.247,18977.0,18977.0
2004-07-01,2119.991,21351.0,21351.0
2004-08-01,2114.976,21300.0,21300.0
2004-09-01,2059.996,20747.0,20747.0
2004-10-01,1862.27,18755.0,18755.0
2004-11-01,2013.215,20275.0,20275.0
2004-12-01,2051.768,20664.0,20664.0
2005-01-01,1963.749,18894.17,18894.17
2005-02-01,1772.488,17053.96,17053.96
2005-03-01,1912.874,18404.68,18404.68
2005-04-01,1922.0610000000001,18493.07,18493.07
2005-05-01,2111.011,20311.05,20311.05
2005-06-01,2711.471,26088.36,26088.36
2005-07-01,3472.088,33406.63,33406.63
2005-08-01,3598.1890000000003,34619.91,34619.91
2005-09-01,2713.802,26110.8,26110.8
2005-10-01,2106.435,20267.03,20267.03
2005-11-01,1879.443,18083.02,18083.02
2005-12-01,2144.389,20632.2,20632.2
2006-01-01,1433.491,15069.0,15069.0
2006-02-01,1700.707,17878.0,17878.0
2006-03-01,1939.8120000000001,20392.0,20392.0
2006-04-01,2169.722,22809.0,22809.0
2006-05-01,2513.08,26418.0,26418.0
2006-06-01,3202.347,33664.0,33664.0
2006-07-01,4026.049,42323.0,42323.0
2006-08-01,4076.8230000000003,42857.0,42857.0
2006-09-01,2773.88,29160.0,29160.0
2006-10-01,2511.503,26402.0,26402.0
2006-11-01,1865.181,19607.0,19607.0
2006-12-01,1944.404,20440.0,20440.0
2007-01-01,3518.03,37290.0,37290.0
2007-02-01,3200.038,33920.0,33920.0
2007-03-01,2960.1150000000002,31377.0,31377.0
2007-04-01,2946.418,31231.0,31231.0
2007-05-01,3286.487,34836.0,34836.0
2007-06-01,3885.735,41188.0,41188.0
2007-07-01,5293.217000000001,56107.0,56107.0
