measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,127141.0,1302050.98,1302050.98
2003-02-01,110593.0,1132582.91,1132582.91
2003-03-01,161293.0,1651801.61,1651801.61
2003-04-01,178177.0,1824710.66,1824710.66
2003-05-01,153496.0,1571952.54,1571952.54
2003-06-01,206687.0,2116681.57,2116681.57
2003-07-01,210346.0,2154153.39,2154153.39
2003-08-01,213859.0,2190130.02,2190130.02
2003-09-01,219560.0,2248513.96,2248513.96
2003-10-01,151461.0,1551112.1,1551112.1
2003-11-01,117179.0,1200030.14,1200030.14
2003-12-01,110523.0,1131866.04,1131866.04
2004-01-01,116981.0,1172383.58,1172383.58
2004-02-01,133484.0,1337776.65,1337776.65
2004-03-01,115553.0,1158072.17,1158072.17
2004-04-01,148645.0,1489720.19,1489720.19
2004-05-01,217235.0,2177129.17,2177129.17
2004-06-01,183082.0,1834847.8,1834847.8
2004-07-01,188972.0,1893877.38,1893877.38
2004-08-01,178794.0,1791873.47,1791873.47
2004-09-01,93047.0,932517.03,932517.03
2004-10-01,52567.0,526826.47,526826.47
2004-11-01,56983.0,571083.63,571083.63
2004-12-01,105938.0,1061710.64,1061710.64
2005-01-01,129033.0,1290200.97,1290200.97
2005-02-01,75080.0,750724.92,750724.92
2005-03-01,146640.0,1466253.36,1466253.36
2005-04-01,123830.0,1238176.17,1238176.17
2005-05-01,98893.0,988831.11,988831.11
2005-06-01,114674.0,1146625.33,1146625.33
2005-07-01,150263.0,1502479.74,1502479.74
2005-08-01,177689.0,1776712.31,1776712.31
2005-09-01,108800.0,1087891.2,1087891.2
2005-10-01,58273.0,582671.73,582671.73
2005-11-01,54798.0,547925.2,547925.2
2005-12-01,112071.0,1120597.93,1120597.93
2006-01-01,104674.0,1038261.0,1038261.0
2006-02-01,86773.0,860701.0,860701.0
2006-03-01,147990.0,1467913.0,1467913.0
2006-04-01,100888.0,1000708.0,1000708.0
