measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,13.478,205.0,205.0
2024-02-01,9.306,143.0,143.0
2024-03-01,10.561,162.0,162.0
2024-04-01,9.922,151.0,151.0
2024-05-01,13.257,203.0,203.0
2024-06-01,14.956,229.0,229.0
2024-07-01,16.166,247.0,247.0
2024-08-01,18.267,280.0,280.0
2024-09-01,15.157,232.0,232.0
2024-10-01,13.129,200.0,200.0
2024-11-01,10.518,161.0,161.0
2024-12-01,11.283,173.0,173.0
