measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,83.029,283.0,283.0
2022-02-01,99.036,338.0,338.0
2022-03-01,131.301,448.0,448.0
2022-04-01,148.112,505.0,505.0
2022-05-01,173.592,592.0,592.0
2022-06-01,180.753,617.0,617.0
2022-07-01,174.334,595.0,595.0
2022-08-01,161.867,552.0,552.0
2022-09-01,136.603,466.0,466.0
2022-10-01,125.851,429.0,429.0
2022-11-01,93.297,318.0,318.0
2022-12-01,65.225,223.0,223.0
2023-01-01,52.0,177.0,177.0
2023-02-01,86.0,293.0,293.0
2023-03-01,101.0,345.0,345.0
2023-04-01,167.0,570.0,570.0
2023-05-01,176.0,601.0,601.0
2023-06-01,167.0,570.0,570.0
2023-07-01,179.0,611.0,611.0
2023-08-01,164.0,560.0,560.0
2023-09-01,133.0,454.0,454.0
2023-10-01,79.0,270.0,270.0
2023-11-01,71.0,242.0,242.0
2023-12-01,50.0,171.0,171.0
2024-01-01,55.0,188.0,188.0
2024-02-01,82.0,280.0,280.0
2024-03-01,123.0,420.0,420.0
2024-04-01,160.0,546.0,546.0
2024-05-01,202.0,689.0,689.0
2024-06-01,192.0,655.0,655.0
2024-07-01,183.0,624.0,624.0
2024-08-01,163.0,556.0,556.0
2024-09-01,127.0,433.0,433.0
2024-10-01,89.0,304.0,304.0
2024-11-01,61.0,208.0,208.0
2024-12-01,43.0,147.0,147.0
