measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,301.699,3089.7,3089.7
2003-02-01,278.361,2850.7,2850.7
2003-03-01,306.85900000000004,3142.54,3142.54
2003-04-01,290.192,2971.86,2971.86
2003-05-01,332.265,3402.73,3402.73
2003-06-01,346.187,3545.3,3545.3
2003-07-01,444.473,4551.85,4551.85
2003-08-01,417.567,4276.3,4276.3
2003-09-01,381.577,3907.73,3907.73
2003-10-01,359.09700000000004,3677.51,3677.51
2003-11-01,303.976,3113.02,3113.02
2003-12-01,322.748,3305.26,3305.26
2004-01-01,324.617,3253.31,3253.31
2004-02-01,297.19300000000004,2978.47,2978.47
2004-03-01,421.935,4228.63,4228.63
2004-04-01,407.49600000000004,4083.92,4083.92
2004-05-01,376.793,3776.22,3776.22
2004-06-01,408.416,4093.15,4093.15
2004-07-01,428.445,4293.88,4293.88
2004-08-01,372.07300000000004,3728.92,3728.92
2004-09-01,280.482,2810.99,2810.99
2004-10-01,240.695,2412.25,2412.25
2004-11-01,215.50900000000001,2159.83,2159.83
2004-12-01,269.34700000000004,2699.4,2699.4
2005-01-01,312.487,3124.56,3124.56
2005-02-01,286.32,2862.92,2862.92
2005-03-01,298.353,2983.23,2983.23
2005-04-01,298.13800000000003,2981.08,2981.08
2005-05-01,420.497,4204.55,4204.55
2005-06-01,392.06300000000005,3920.24,3920.24
2005-07-01,364.45,3644.14,3644.14
2005-08-01,302.44300000000004,3024.13,3024.13
2005-09-01,239.70700000000002,2396.83,2396.83
2005-10-01,258.69100000000003,2586.65,2586.65
2005-11-01,278.771,2787.43,2787.43
2005-12-01,312.08,3120.48,3120.48
2006-01-01,477.71900000000005,4738.0,4738.0
2006-02-01,419.122,4157.0,4157.0
2006-03-01,450.46700000000004,4468.0,4468.0
2006-04-01,543.828,5394.0,5394.0
2006-05-01,586.863,5821.0,5821.0
2006-06-01,606.1460000000001,6012.0,6012.0
2006-07-01,495.297,4913.0,4913.0
2006-08-01,406.122,4028.0,4028.0
2006-09-01,297.72700000000003,2953.0,2953.0
2006-10-01,281.574,2793.0,2793.0
2006-11-01,326.718,3241.0,3241.0
2006-12-01,354.418,3515.0,3515.0
2007-01-01,232.077,2294.0,2294.0
2007-02-01,201.16400000000002,1988.0,1988.0
2007-03-01,269.23400000000004,2661.0,2661.0
2007-04-01,262.65700000000004,2596.0,2596.0
2007-05-01,348.32300000000004,3443.0,3443.0
2007-06-01,319.85200000000003,3161.0,3161.0
2007-07-01,394.485,3899.0,3899.0
2007-08-01,334.01800000000003,3301.0,3301.0
2007-09-01,249.806,2469.0,2469.0
2007-10-01,208.273,2059.0,2059.0
2007-11-01,200.823,1985.0,1985.0
2007-12-01,170.287,1683.0,1683.0
2008-01-01,204.14100000000002,2012.0,2012.0
2008-02-01,160.014,1577.0,1577.0
2008-03-01,187.821,1851.0,1851.0
2008-04-01,353.64500000000004,3485.0,3485.0
2008-05-01,420.757,4146.0,4146.0
2008-06-01,357.02700000000004,3518.0,3518.0
2008-07-01,433.759,4274.0,4274.0
2008-08-01,445.122,4386.0,4386.0
2008-09-01,222.858,2196.0,2196.0
2008-10-01,142.93200000000002,1408.0,1408.0
2008-11-01,102.548,1011.0,1011.0
2008-12-01,111.376,1097.0,1097.0
2009-01-01,128.89600000000002,1258.0,1258.0
2009-02-01,170.632,1665.0,1665.0
2009-03-01,269.505,2630.0,2630.0
2009-04-01,319.457,3118.0,3118.0
2009-05-01,436.70300000000003,4262.0,4262.0
2009-06-01,395.223,3857.0,3857.0
2009-07-01,435.731,4253.0,4253.0
2009-08-01,355.574,3470.0,3470.0
2009-09-01,265.01,2586.0,2586.0
2009-10-01,210.42700000000002,2054.0,2054.0
2009-11-01,146.826,1433.0,1433.0
2009-12-01,154.01600000000002,1503.0,1503.0
2010-01-01,173.61700000000002,1694.0,1694.0
2010-02-01,188.872,1843.0,1843.0
2010-03-01,264.867,2584.0,2584.0
2010-04-01,335.17900000000003,3270.0,3270.0
2010-05-01,512.005,4995.0,4995.0
2010-06-01,576.0740000000001,5620.0,5620.0
2010-07-01,542.164,5289.0,5289.0
2010-08-01,457.57800000000003,4464.0,4464.0
2010-09-01,343.586,3352.0,3352.0
2010-10-01,256.851,2506.0,2506.0
2010-11-01,269.07300000000004,2625.0,2625.0
2010-12-01,424.134,4138.0,4138.0
2011-01-01,371.015,3605.0,3605.0
2011-02-01,270.708,2630.0,2630.0
2011-03-01,441.891,4293.0,4293.0
2011-04-01,521.838,5070.0,5070.0
2011-05-01,579.648,5632.0,5632.0
2011-06-01,563.863,5478.0,5478.0
2011-07-01,566.079,5500.0,5500.0
2011-08-01,458.262,4452.0,4452.0
2011-09-01,367.745,3573.0,3573.0
2011-10-01,258.712,2514.0,2514.0
2011-11-01,225.41,2190.0,2190.0
2011-12-01,201.829,1961.0,1961.0
2012-01-01,208.784,1987.0,1987.0
2012-02-01,173.319,1649.0,1649.0
2012-03-01,233.499,2222.0,2222.0
2012-04-01,360.109,3427.0,3427.0
2012-05-01,541.874,5156.0,5156.0
2012-06-01,476.45,4534.0,4534.0
2012-07-01,512.543,4877.0,4877.0
2012-08-01,464.685,4422.0,4422.0
2012-09-01,380.756,3623.0,3623.0
2012-10-01,295.293,2810.0,2810.0
2012-11-01,237.649,2261.0,2261.0
2012-12-01,307.039,2922.0,2922.0
2013-01-01,318.871,3042.0,3042.0
2013-02-01,282.903,2699.0,2699.0
2013-03-01,336.187,3208.0,3208.0
2013-04-01,423.821,4044.0,4044.0
2013-05-01,509.28,4859.0,4859.0
2013-06-01,537.77,5131.0,5131.0
2013-07-01,600.694,5731.0,5731.0
2013-08-01,494.191,4715.0,4715.0
2013-09-01,332.467,3172.0,3172.0
2013-10-01,265.638,2534.0,2534.0
2013-11-01,194.968,1860.0,1860.0
2013-12-01,174.21,1662.0,1662.0
2014-01-01,142.634,1356.0,1356.0
2014-02-01,127.56,1213.0,1213.0
2014-03-01,167.004,1588.0,1588.0
2014-04-01,248.615,2364.0,2364.0
2014-05-01,362.395,3446.0,3446.0
2014-06-01,387.904,3689.0,3689.0
2014-07-01,405.254,3854.0,3854.0
2014-08-01,331.629,3154.0,3154.0
2014-09-01,218.651,2079.0,2079.0
2014-10-01,175.882,1673.0,1673.0
2014-11-01,145.418,1383.0,1383.0
2014-12-01,172.054,1636.0,1636.0
2015-01-01,137.991,1286.0,1286.0
2015-02-01,144.616,1348.0,1348.0
2015-03-01,145.323,1354.0,1354.0
2015-04-01,158.695,1479.0,1479.0
2015-05-01,202.589,1888.0,1888.0
2015-06-01,248.963,2320.0,2320.0
2015-07-01,307.279,2864.0,2864.0
2015-08-01,272.029,2535.0,2535.0
2015-09-01,221.422,2063.0,2063.0
2015-10-01,146.074,1361.0,1361.0
2015-11-01,103.658,966.0,966.0
2015-12-01,139.361,1299.0,1299.0
2016-01-01,146.044,1348.0,1348.0
2016-02-01,207.512,1916.0,1916.0
2016-03-01,374.177,3454.0,3454.0
2016-04-01,372.718,3441.0,3441.0
2016-05-01,432.158,3990.0,3990.0
2016-06-01,447.964,4136.0,4136.0
2016-07-01,465.529,4298.0,4298.0
2016-08-01,387.277,3575.0,3575.0
2016-09-01,310.332,2865.0,2865.0
2016-10-01,232.102,2143.0,2143.0
2016-11-01,224.876,2076.0,2076.0
2016-12-01,310.311,2865.0,2865.0
2017-01-01,358.133,3299.0,3299.0
2017-02-01,335.029,3087.0,3087.0
2017-03-01,429.397,3956.0,3956.0
2017-04-01,425.832,3923.0,3923.0
2017-05-01,487.267,4489.0,4489.0
2017-06-01,423.499,3902.0,3902.0
2017-07-01,411.923,3795.0,3795.0
2017-08-01,368.7,3397.0,3397.0
2017-09-01,287.606,2650.0,2650.0
2017-10-01,202.715,1868.0,1868.0
2017-11-01,186.455,1718.0,1718.0
2017-12-01,191.444,1764.0,1764.0
2018-01-01,274.822,2502.0,2502.0
2018-02-01,206.767,1882.0,1882.0
2018-03-01,318.192,2897.0,2897.0
2018-04-01,548.185,4991.0,4991.0
2018-05-01,509.205,4636.0,4636.0
2018-06-01,474.393,4319.0,4319.0
2018-07-01,521.622,4749.0,4749.0
2018-08-01,473.387,4310.0,4310.0
2018-09-01,384.185,3498.0,3498.0
2018-10-01,255.453,2326.0,2326.0
2018-11-01,203.569,1853.0,1853.0
2018-12-01,242.22,2205.0,2205.0
2019-01-01,188.458,1678.0,1678.0
2019-02-01,283.404,2524.0,2524.0
2019-03-01,563.666,5019.0,5019.0
2019-04-01,605.884,5395.0,5395.0
2019-05-01,576.116,5130.0,5130.0
2019-06-01,569.924,5075.0,5075.0
2019-07-01,527.503,4697.0,4697.0
2019-08-01,489.42,4358.0,4358.0
2019-09-01,367.105,3269.0,3269.0
2019-10-01,284.804,2536.0,2536.0
2019-11-01,228.039,2031.0,2031.0
2019-12-01,268.677,2393.0,2393.0
2020-01-01,273.015,2394.0,2394.0
2020-02-01,203.685,1786.0,1786.0
2020-03-01,215.637,1890.0,1890.0
2020-04-01,316.534,2775.0,2775.0
2020-05-01,433.531,3801.0,3801.0
2020-06-01,405.076,3551.0,3551.0
2020-07-01,428.28,3755.0,3755.0
2020-08-01,431.558,3783.0,3783.0
2020-09-01,300.564,2635.0,2635.0
2020-10-01,247.179,2167.0,2167.0
2020-11-01,186.946,1639.0,1639.0
2020-12-01,153.995,1350.0,1350.0
2021-01-01,137.304,1214.0,1214.0
2021-02-01,153.423,1357.0,1357.0
2021-03-01,191.072,1690.0,1690.0
2021-04-01,217.566,1924.0,1924.0
2021-05-01,231.68,2049.0,2049.0
2021-06-01,274.926,2431.0,2431.0
2021-07-01,320.011,2830.0,2830.0
2021-08-01,294.645,2606.0,2606.0
2021-09-01,245.395,2170.0,2170.0
2021-10-01,225.793,1997.0,1997.0
2021-11-01,148.495,1313.0,1313.0
