measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,6196.243,77296.0,77296.0
2003-02-01,5940.61,74107.0,74107.0
2003-03-01,6002.503000000001,74879.0,74879.0
2003-04-01,5487.486,68454.0,68454.0
2003-05-01,5585.512000000001,69677.0,69677.0
2003-06-01,5836.446,72807.0,72807.0
2003-07-01,6757.1720000000005,84293.0,84293.0
2003-08-01,7230.653,90200.0,90200.0
2003-09-01,6165.936000000001,76918.0,76918.0
2003-10-01,6005.6320000000005,74918.0,74918.0
2003-11-01,6038.677000000001,75330.0,75330.0
2003-12-01,6588.13,82184.0,82184.0
2004-01-01,5970.917,78723.0,78723.0
2004-02-01,5970.917,78723.0,78723.0
2004-03-01,5970.917,78723.0,78723.0
2004-04-01,5970.917,78723.0,78723.0
2004-05-01,5970.917,78723.0,78723.0
2004-06-01,5970.917,78723.0,78723.0
2004-07-01,5970.917,78723.0,78723.0
2004-08-01,5970.917,78723.0,78723.0
2004-09-01,5970.917,78723.0,78723.0
2004-10-01,5970.917,78723.0,78723.0
2004-11-01,5970.917,78723.0,78723.0
2004-12-01,5970.917,78723.0,78723.0
2005-01-01,5070.622,67736.82,67736.82
2005-02-01,4523.393,60426.57,60426.57
2005-03-01,5166.341,69015.5,69015.5
2005-04-01,5155.661,68872.83,68872.83
2005-05-01,5667.9,75715.66,75715.66
2005-06-01,5615.251,75012.34,75012.34
2005-07-01,5814.292,77671.26,77671.26
2005-08-01,5788.013,77320.22,77320.22
2005-09-01,5452.27,72835.13,72835.13
2005-10-01,5503.662,73521.66,73521.66
2005-11-01,5543.117,74048.73,74048.73
2005-12-01,5555.479,74213.87,74213.87
2006-01-01,5706.119000000001,74619.0,74619.0
2006-02-01,5273.321,68959.0,68959.0
2006-03-01,5816.828,76067.0,76067.0
2006-04-01,4279.777,55967.0,55967.0
2006-05-01,5232.392,68424.0,68424.0
2006-06-01,5481.137000000001,71677.0,71677.0
2006-07-01,5688.51,74389.0,74389.0
2006-08-01,5654.302000000001,73941.0,73941.0
2006-09-01,5408.474,70727.0,70727.0
2006-10-01,5612.229,73391.0,73391.0
2006-11-01,5668.281,74124.0,74124.0
2006-12-01,5461.629,71422.0,71422.0
2007-01-01,5782.255,74324.0,74324.0
2007-02-01,4717.216,60634.0,60634.0
2007-03-01,6422.555,82554.0,82554.0
2007-04-01,6462.823,83072.0,83072.0
2007-05-01,6767.693,86991.0,86991.0
2007-06-01,5964.51,76667.0,76667.0
2007-07-01,5155.577,66269.0,66269.0
2007-08-01,7265.791,93393.0,93393.0
2007-09-01,5038.639,64766.0,64766.0
2007-10-01,5028.432,64634.0,64634.0
2007-11-01,6009.73,77248.0,77248.0
2007-12-01,5854.781,75256.0,75256.0
2008-01-01,6676.001,86784.0,86784.0
2008-02-01,7311.818,95048.0,95048.0
2008-03-01,6397.706,83166.0,83166.0
2008-04-01,7448.08,96819.0,96819.0
2008-05-01,5145.875,66893.0,66893.0
2008-06-01,5506.653,71582.0,71582.0
2008-07-01,6502.351000000001,84526.0,84526.0
2008-08-01,4543.6630000000005,59064.0,59064.0
2008-09-01,6089.054,79153.0,79153.0
2008-10-01,6119.6140000000005,79551.0,79551.0
2008-11-01,3993.0690000000004,51907.0,51907.0
2008-12-01,5319.116,69144.0,69144.0
2009-01-01,6275.264,77124.0,77124.0
2009-02-01,4908.258,60324.0,60324.0
2009-03-01,6809.969,83696.0,83696.0
2009-04-01,6184.023,76003.0,76003.0
2009-05-01,5952.26,73155.0,73155.0
2009-06-01,6760.612,83089.0,83089.0
2009-07-01,6225.685,76515.0,76515.0
2009-08-01,5703.876,70102.0,70102.0
2009-09-01,6472.1630000000005,79544.0,79544.0
2009-10-01,2564.243,31515.0,31515.0
2009-11-01,6840.389,84070.0,84070.0
2009-12-01,5699.258000000001,70045.0,70045.0
2010-01-01,5736.985000000001,74708.0,74708.0
2010-02-01,5249.527,68361.0,68361.0
2010-03-01,6001.6050000000005,78155.0,78155.0
2010-04-01,6214.616,80928.0,80928.0
2010-05-01,5251.572,68388.0,68388.0
2010-06-01,6063.031,78954.0,78954.0
2010-07-01,5518.607,71864.0,71864.0
2010-08-01,6181.745,80500.0,80500.0
2010-09-01,5419.234,70571.0,70571.0
2010-10-01,5540.823,72154.0,72154.0
2010-11-01,6889.651000000001,89719.0,89719.0
2010-12-01,5404.604,70380.0,70380.0
2011-01-01,5040.98,65908.0,65908.0
2011-02-01,5315.718,69500.0,69500.0
2011-03-01,6149.919,80407.0,80407.0
2011-04-01,6276.198,82058.0,82058.0
2011-05-01,4263.761,55747.0,55747.0
2011-06-01,6406.182,83757.0,83757.0
2011-07-01,5456.077,71335.0,71335.0
2011-08-01,6070.522,79369.0,79369.0
2011-09-01,5352.16,69977.0,69977.0
