measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,385.495,4356.0,4356.0
2003-02-01,339.831,3840.0,3840.0
2003-03-01,337.493,3814.0,3814.0
2003-04-01,340.37100000000004,3846.0,3846.0
2003-05-01,405.002,4577.0,4577.0
2003-06-01,422.82300000000004,4778.0,4778.0
2003-07-01,461.279,5212.0,5212.0
2003-08-01,487.58200000000005,5510.0,5510.0
2003-09-01,400.298,4523.0,4523.0
2003-10-01,362.875,4100.0,4100.0
2003-11-01,343.593,3883.0,3883.0
2003-12-01,355.35900000000004,4016.0,4016.0
2004-01-01,307.209,3924.0,3924.0
2004-02-01,359.465,4592.0,4592.0
2004-03-01,299.031,3820.0,3820.0
2004-04-01,156.227,1996.0,1996.0
2004-05-01,326.454,4170.0,4170.0
2004-06-01,376.29,4807.0,4807.0
2004-07-01,354.05100000000004,4523.0,4523.0
2004-08-01,327.296,4181.0,4181.0
2004-09-01,376.937,4815.0,4815.0
2004-10-01,381.598,4874.0,4874.0
2004-11-01,359.848,4597.0,4597.0
2004-12-01,239.59300000000002,3060.0,3060.0
2005-01-01,278.454,3574.03,3574.03
2005-02-01,251.334,3225.93,3225.93
2005-03-01,271.24,3481.43,3481.43
2005-04-01,272.543,3498.15,3498.15
2005-05-01,299.336,3842.04,3842.04
2005-06-01,384.47900000000004,4934.88,4934.88
2005-07-01,492.333,6319.21,6319.21
2005-08-01,510.214,6548.71,6548.71
2005-09-01,384.81,4939.12,4939.12
2005-10-01,298.687,3833.72,3833.72
2005-11-01,266.5,3420.59,3420.59
2005-12-01,304.069,3902.79,3902.79
2006-01-01,337.13,4276.0,4276.0
2006-02-01,297.23900000000003,3770.0,3770.0
2006-03-01,329.232,4176.0,4176.0
2006-04-01,313.69300000000004,3979.0,3979.0
2006-05-01,365.635,4638.0,4638.0
2006-06-01,387.555,4916.0,4916.0
2006-07-01,436.37,5535.0,5535.0
2006-08-01,450.797,5718.0,5718.0
2006-09-01,367.055,4656.0,4656.0
2006-10-01,384.78,4880.0,4880.0
2006-11-01,325.03,4123.0,4123.0
2006-12-01,364.485,4623.0,4623.0
2007-01-01,280.438,3579.0,3579.0
2007-02-01,238.282,3041.0,3041.0
2007-03-01,277.274,3538.0,3538.0
2007-04-01,261.148,3333.0,3333.0
2007-05-01,284.63,3632.0,3632.0
2007-06-01,333.261,4253.0,4253.0
2007-07-01,359.812,4592.0,4592.0
2007-08-01,428.93600000000004,5474.0,5474.0
2007-09-01,350.653,4475.0,4475.0
2007-10-01,294.783,3762.0,3762.0
2007-11-01,233.12,2975.0,2975.0
2007-12-01,241.662,3084.0,3084.0
2008-01-01,-5.15,4534.0,4534.0
2008-02-01,-4.351,3831.0,3831.0
2008-03-01,-4.992,4395.0,4395.0
2008-04-01,-4.855,4274.0,4274.0
2008-05-01,-5.904,5198.0,5198.0
2008-06-01,-7.172000000000001,6314.0,6314.0
2008-07-01,-7.782,6851.0,6851.0
2008-08-01,-7.665,6749.0,6749.0
2008-09-01,-5.167,4549.0,4549.0
2008-10-01,-4.946000000000001,4355.0,4355.0
2008-11-01,-3.802,3348.0,3348.0
2008-12-01,-4.214,3710.0,3710.0
2009-01-01,-2.6830000000000003,3917.0,3917.0
2009-02-01,-2.289,3342.0,3342.0
2009-03-01,-2.945,4301.0,4301.0
2009-04-01,-2.569,3750.0,3750.0
2009-05-01,-3.439,5021.0,5021.0
2009-06-01,-4.598,6715.0,6715.0
2009-07-01,-5.072,7407.0,7407.0
2009-08-01,-5.089,7432.0,7432.0
2009-09-01,-3.8080000000000003,5561.0,5561.0
2009-10-01,-3.065,4476.0,4476.0
2009-11-01,-2.358,3444.0,3444.0
2009-12-01,-3.085,4506.0,4506.0
2010-01-01,358.26500000000004,4682.0,4682.0
2010-02-01,335.742,4387.0,4387.0
2010-03-01,266.255,3479.0,3479.0
2010-04-01,312.161,4078.0,4078.0
2010-05-01,381.362,4983.0,4983.0
