measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,219.0,2137.0,2137.0
2011-01-01,2704.854,26280.0,26280.0
2011-02-01,4854.742,47169.0,47169.0
2011-03-01,7574.163,73591.0,73591.0
2011-04-01,6287.715,61091.0,61091.0
2011-05-01,5292.174,51419.0,51419.0
2011-06-01,5776.449,56124.0,56124.0
2011-07-01,4993.983,48522.0,48522.0
2011-08-01,3815.073,37067.0,37067.0
2011-09-01,3071.166,29839.0,29839.0
2011-10-01,5479.258,53236.0,53236.0
2011-11-01,6437.81,62550.0,62550.0
2011-12-01,3464.613,33662.0,33662.0
2012-01-01,5884.706,55999.0,55999.0
2012-02-01,3920.246,37305.0,37305.0
2012-03-01,6993.463,66550.0,66550.0
2012-04-01,4619.36,43958.0,43958.0
2012-05-01,4680.231,44537.0,44537.0
2012-06-01,4449.685,42343.0,42343.0
2012-07-01,3645.024,34686.0,34686.0
2012-08-01,4051.981,38559.0,38559.0
2012-09-01,3260.847,31030.0,31030.0
2012-10-01,5610.576,53390.0,53390.0
2012-11-01,6278.281,59744.0,59744.0
2012-12-01,9438.6,89818.0,89818.0
2013-01-01,3873.335,36955.0,36955.0
2013-02-01,5412.893,51644.0,51644.0
2013-03-01,5998.774,57234.0,57234.0
2013-04-01,7385.171,70462.0,70462.0
2013-05-01,5175.193,49377.0,49377.0
2013-06-01,4607.89,43964.0,43964.0
2013-07-01,4364.939,41646.0,41646.0
2013-08-01,4657.79,44440.0,44440.0
2013-09-01,5700.0,54384.0,54384.0
2013-10-01,4336.758,41377.0,41377.0
2013-11-01,6089.734,58102.0,58102.0
2013-12-01,4161.523,39705.0,39705.0
2014-01-01,4772.51,45387.0,45387.0
2014-02-01,7520.775,71523.0,71523.0
2014-03-01,6955.95,66151.0,66151.0
2014-04-01,6797.545,64645.0,64645.0
2014-05-01,4729.6,44978.0,44978.0
2014-06-01,5583.773,53102.0,53102.0
2014-07-01,4341.868,41291.0,41291.0
2014-08-01,3055.432,29057.0,29057.0
2014-09-01,4498.375,42780.0,42780.0
2014-10-01,5496.57,52272.0,52272.0
2014-11-01,6141.763,58408.0,58408.0
2014-12-01,5137.839,48861.0,48861.0
2015-01-01,2824.253,26319.0,26319.0
2015-02-01,4786.569,44606.0,44606.0
2015-03-01,5411.205,50427.0,50427.0
2015-04-01,5133.334,47838.0,47838.0
2015-05-01,3492.974,32551.0,32551.0
2015-06-01,3257.61,30358.0,30358.0
2015-07-01,3404.762,31729.0,31729.0
2015-08-01,3862.573,35995.0,35995.0
2015-09-01,4399.707,41001.0,41001.0
2015-10-01,4194.959,39093.0,39093.0
2015-11-01,5184.571,48315.0,48315.0
2015-12-01,6462.483,60224.0,60224.0
2016-01-01,5796.959,53518.0,53518.0
2016-02-01,6514.806,60145.0,60145.0
2016-03-01,7592.677,70096.0,70096.0
2016-04-01,6411.782,59194.0,59194.0
2016-05-01,4999.293,46153.0,46153.0
2016-06-01,5274.118,48691.0,48691.0
2016-07-01,5589.133,51599.0,51599.0
2016-08-01,3906.966,36069.0,36069.0
2016-09-01,2574.108,23764.0,23764.0
2016-10-01,4305.915,39752.0,39752.0
2016-11-01,6061.069,55956.0,55956.0
2016-12-01,7776.174,71790.0,71790.0
2017-01-01,5566.863,51288.0,51288.0
2017-02-01,5445.35,50168.0,50168.0
2017-03-01,5737.499,52860.0,52860.0
2017-04-01,5688.329,52407.0,52407.0
2017-05-01,5442.309,50140.0,50140.0
2017-06-01,4107.763,37845.0,37845.0
2017-07-01,3389.437,31227.0,31227.0
2017-08-01,3684.023,33941.0,33941.0
2017-09-01,3826.133,35250.0,35250.0
2017-10-01,5786.136,53308.0,53308.0
2017-11-01,5533.645,50981.0,50981.0
2017-12-01,5870.513,54085.0,54085.0
2018-01-01,5582.247,50821.0,50821.0
2018-02-01,5182.538,47182.0,47182.0
2018-03-01,6533.35,59480.0,59480.0
2018-04-01,6592.621,60019.0,60019.0
2018-05-01,4904.474,44650.0,44650.0
2018-06-01,5426.884,49406.0,49406.0
2018-07-01,4330.901,39429.0,39429.0
2018-08-01,4491.293,40889.0,40889.0
2018-09-01,4569.094,41597.0,41597.0
2018-10-01,4825.338,43930.0,43930.0
2018-11-01,5296.774,48222.0,48222.0
2018-12-01,5542.486,50459.0,50459.0
2019-01-01,5408.373,48162.0,48162.0
2019-02-01,5359.118,47723.0,47723.0
2019-03-01,5302.422,47218.0,47218.0
2019-04-01,5703.202,50787.0,50787.0
2019-05-01,5249.372,46746.0,46746.0
2019-06-01,4730.189,42122.0,42122.0
2019-07-01,4851.796,43205.0,43205.0
2019-08-01,4388.662,39081.0,39081.0
2019-09-01,5578.834,49680.0,49680.0
2019-10-01,5412.111,48195.0,48195.0
2019-11-01,5481.388,48812.0,48812.0
2019-12-01,5440.533,48448.0,48448.0
2020-01-01,6572.436,57621.0,57621.0
2020-02-01,7899.131,69252.0,69252.0
2020-03-01,5720.584,50152.0,50152.0
2020-04-01,5513.535,48337.0,48337.0
2020-05-01,5936.395,52044.0,52044.0
2020-06-01,5692.549,49907.0,49907.0
2020-07-01,4652.921,40792.0,40792.0
2020-08-01,4571.737,40080.0,40080.0
2020-09-01,3644.832,31954.0,31954.0
2020-10-01,5724.965,50191.0,50191.0
2020-11-01,6214.992,54487.0,54487.0
2020-12-01,5590.923,49016.0,49016.0
2021-01-01,5547.374,49061.0,49061.0
2021-02-01,7116.873,62942.0,62942.0
2021-03-01,5507.675,48710.0,48710.0
2021-04-01,5770.596,51035.0,51035.0
2021-05-01,5821.358,51484.0,51484.0
2021-06-01,4279.843,37851.0,37851.0
2021-07-01,2669.56,23610.0,23610.0
2021-08-01,4304.356,38068.0,38068.0
2021-09-01,3443.788,30457.0,30457.0
2021-10-01,4711.536,41669.0,41669.0
2021-11-01,4472.695,39557.0,39557.0
2021-12-01,4883.346,43188.0,43188.0
2022-01-01,4882.788,16660.0,16660.0
2022-02-01,5702.849,19458.0,19458.0
2022-03-01,6192.957,21130.0,21130.0
2022-04-01,6746.089,23018.0,23018.0
2022-05-01,6237.692,21283.0,21283.0
2022-06-01,4245.872,14487.0,14487.0
2022-07-01,2771.346,9456.0,9456.0
2022-08-01,2996.751,10225.0,10225.0
2022-09-01,3879.094,13235.0,13235.0
2022-10-01,3761.943,12836.0,12836.0
2022-11-01,5798.251,19784.0,19784.0
2022-12-01,6222.368,21231.0,21231.0
2023-01-01,5911.0,20168.0,20168.0
2023-02-01,7859.0,26815.0,26815.0
2023-03-01,7776.0,26532.0,26532.0
2023-04-01,7331.0,25013.0,25013.0
2023-05-01,3696.0,12611.0,12611.0
2023-06-01,3474.0,11853.0,11853.0
2023-07-01,3359.0,11461.0,11461.0
2023-08-01,4335.0,14791.0,14791.0
2023-09-01,2439.0,8322.0,8322.0
2023-10-01,5341.0,18223.0,18223.0
2023-11-01,3550.0,12113.0,12113.0
2023-12-01,5849.0,19957.0,19957.0
2024-01-01,8112.0,27678.0,27678.0
2024-02-01,6150.0,20984.0,20984.0
2024-03-01,4804.0,16391.0,16391.0
2024-04-01,7680.0,26204.0,26204.0
2024-05-01,8062.0,27508.0,27508.0
2024-06-01,5308.0,18111.0,18111.0
2024-07-01,4281.0,14607.0,14607.0
2024-08-01,4353.0,14852.0,14852.0
2024-09-01,3544.0,12092.0,12092.0
2024-10-01,4395.0,14996.0,14996.0
2024-11-01,6478.0,22103.0,22103.0
2024-12-01,5260.0,17947.0,17947.0
