measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2018-01-01,7.251,50.0,50.0
2018-02-01,4.273,37.0,37.0
2018-03-01,6.578,56.0,56.0
2018-04-01,3.691,31.0,31.0
2018-05-01,7.401,62.0,62.0
2018-06-01,5.767,50.0,50.0
2018-07-01,4.665,37.0,37.0
2018-08-01,6.387,56.0,56.0
2018-09-01,6.506,56.0,56.0
2018-10-01,5.67,50.0,50.0
2018-11-01,5.575,43.0,43.0
2018-12-01,4.236,37.0,37.0
2019-01-01,13.753,153.0,153.0
2019-02-01,11.156,116.0,116.0
2019-03-01,20.542,214.0,214.0
2019-04-01,10.173,110.0,110.0
2019-05-01,14.552,153.0,153.0
2019-06-01,23.325,244.0,244.0
2019-07-01,10.694,110.0,110.0
2019-08-01,10.708,110.0,110.0
2019-09-01,13.957,146.0,146.0
2019-10-01,14.587,153.0,153.0
2019-11-01,12.256,128.0,128.0
2019-12-01,9.297,98.0,98.0
2020-01-01,14.103,151.0,151.0
2020-02-01,5.234,52.0,52.0
2020-03-01,10.96,110.0,110.0
2020-04-01,5.673,58.0,58.0
2020-05-01,8.398,87.0,87.0
2020-06-01,13.298,133.0,133.0
2020-07-01,9.27,93.0,93.0
2020-08-01,11.614,116.0,116.0
2020-09-01,6.476,64.0,64.0
2020-10-01,8.754,87.0,87.0
2020-11-01,15.957,162.0,162.0
2020-12-01,10.263,104.0,104.0
2021-01-01,10.951,95.0,95.0
2021-02-01,16.88,146.0,146.0
2021-03-01,9.578,84.0,84.0
2021-04-01,11.089,95.0,95.0
2021-05-01,14.038,123.0,123.0
2021-06-01,15.385,134.0,134.0
2021-07-01,14.249,123.0,123.0
2021-08-01,15.497,134.0,134.0
2021-09-01,9.229,78.0,78.0
2021-10-01,8.324,73.0,73.0
2021-11-01,7.044,62.0,62.0
2021-12-01,10.736,95.0,95.0
2022-01-01,15.384,124.0,124.0
2022-02-01,4.153,31.0,31.0
2022-03-01,9.392,74.0,74.0
2022-04-01,8.381,68.0,68.0
2022-05-01,9.421,74.0,74.0
2022-06-01,8.16,68.0,68.0
2022-07-01,9.809,81.0,81.0
2022-08-01,7.977,62.0,62.0
2022-09-01,6.745,56.0,56.0
2022-10-01,8.585,68.0,68.0
2022-11-01,7.337,56.0,56.0
2022-12-01,13.656,112.0,112.0
2023-01-01,16.26,148.0,148.0
2023-02-01,8.999,89.0,89.0
2023-03-01,12.4,118.0,118.0
2023-04-01,7.422,71.0,71.0
2023-05-01,9.627,94.0,94.0
2023-06-01,12.186,118.0,118.0
2023-07-01,10.076,100.0,100.0
2023-08-01,10.162,100.0,100.0
2023-09-01,10.103,100.0,100.0
2023-10-01,14.935,142.0,142.0
2023-11-01,5.888,59.0,59.0
2023-12-01,11.942,118.0,118.0
2024-01-01,16.958,133.0,133.0
2024-02-01,6.685,52.0,52.0
2024-03-01,9.558,75.0,75.0
2024-04-01,10.732,87.0,87.0
2024-05-01,8.956,75.0,75.0
2024-06-01,13.238,110.0,110.0
2024-07-01,16.589,133.0,133.0
2024-08-01,10.573,87.0,87.0
2024-09-01,10.976,87.0,87.0
2024-10-01,11.203,93.0,93.0
2024-11-01,14.214,116.0,116.0
2024-12-01,13.318,110.0,110.0
