measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-08-01,,,,724.335,6406.0,6406.0
2021-09-01,,,,624.564,5524.0,5524.0
2021-10-01,,,,519.84,4597.0,4597.0
2021-11-01,,,,413.632,3658.0,3658.0
2021-12-01,,,,282.629,2500.0,2500.0
2022-01-01,,,,373.655,1275.0,1275.0
2022-02-01,,,,445.696,1521.0,1521.0
2022-03-01,0.0,0.0,0.0,590.898,2016.0,2016.0
2022-04-01,0.0,0.0,0.0,666.553,2274.0,2274.0
2022-05-01,0.0,0.0,0.0,781.22,2666.0,2666.0
2022-06-01,0.0,0.0,0.0,813.445,2775.0,2775.0
2022-07-01,0.0,0.0,0.0,784.556,2677.0,2677.0
2022-08-01,0.0,0.0,0.0,728.454,2485.0,2485.0
2022-09-01,0.0,0.0,0.0,614.755,2098.0,2098.0
2022-10-01,0.0,0.0,0.0,566.368,1932.0,1932.0
2022-11-01,0.0,0.0,0.0,419.866,1433.0,1433.0
2022-12-01,0.0,0.0,0.0,293.534,1002.0,1002.0
2023-01-01,0.0,0.0,0.0,235.0,802.0,802.0
2023-02-01,0.0,0.0,0.0,336.0,1146.0,1146.0
2023-03-01,0.0,0.0,0.0,449.0,1532.0,1532.0
2023-04-01,0.0,0.0,0.0,720.0,2457.0,2457.0
2023-05-01,0.0,0.0,0.0,775.0,2644.0,2644.0
2023-06-01,0.0,0.0,0.0,795.0,2713.0,2713.0
2023-07-01,0.0,0.0,0.0,853.0,2910.0,2910.0
2023-08-01,0.0,0.0,0.0,680.0,2320.0,2320.0
2023-09-01,0.0,0.0,0.0,613.0,2092.0,2092.0
2023-10-01,0.0,0.0,0.0,440.0,1501.0,1501.0
2023-11-01,0.0,0.0,0.0,322.0,1099.0,1099.0
2023-12-01,0.0,0.0,0.0,213.0,727.0,727.0
2024-01-01,0.0,0.0,0.0,236.0,805.0,805.0
2024-02-01,0.0,0.0,0.0,336.0,1146.0,1146.0
2024-03-01,0.0,0.0,0.0,449.0,1532.0,1532.0
2024-04-01,0.0,0.0,0.0,720.0,2457.0,2457.0
2024-05-01,0.0,0.0,0.0,775.0,2644.0,2644.0
2024-06-01,0.0,0.0,0.0,799.0,2726.0,2726.0
2024-07-01,0.0,0.0,0.0,853.0,2910.0,2910.0
2024-08-01,0.0,0.0,0.0,680.0,2320.0,2320.0
2024-09-01,0.0,0.0,0.0,613.0,2092.0,2092.0
2024-10-01,0.0,0.0,0.0,440.0,1501.0,1501.0
2024-11-01,0.0,0.0,0.0,321.0,1095.0,1095.0
2024-12-01,0.0,0.0,0.0,216.0,737.0,737.0
