measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2013-11-01,2576.0,24578.0,24578.0
2013-12-01,8055.0,76853.0,76853.0
2014-01-01,20854.0,198322.0,198322.0
2014-02-01,20212.0,192216.0,192216.0
2014-03-01,27677.0,263208.0,263208.0
2014-04-01,29898.0,284330.0,284330.0
2014-05-01,20606.0,195963.0,195963.0
2014-06-01,15055.0,143173.0,143173.0
2014-07-01,17852.0,169773.0,169773.0
2014-08-01,15472.0,147139.0,147139.0
2014-09-01,16180.0,153872.0,153872.0
2014-10-01,29266.0,278320.0,278320.0
2014-11-01,33255.0,316255.0,316255.0
2014-12-01,26652.0,253461.0,253461.0
2015-01-01,34627.0,322689.0,322689.0
2015-02-01,27534.0,256589.0,256589.0
2015-03-01,32682.0,304564.0,304564.0
2015-04-01,27249.0,253933.0,253933.0
2015-05-01,22263.0,207469.0,207469.0
2015-06-01,16908.0,157566.0,157566.0
2015-07-01,11731.0,109321.0,109321.0
2015-08-01,14234.0,132647.0,132647.0
2015-09-01,11079.0,103245.0,103245.0
2015-10-01,31150.0,290287.0,290287.0
2015-11-01,26510.0,247047.0,247047.0
2015-12-01,30940.0,288330.0,288330.0
2016-01-01,32563.0,300622.0,300622.0
2016-02-01,29284.0,270350.0,270350.0
2016-03-01,26563.0,245230.0,245230.0
2016-04-01,19672.0,181612.0,181612.0
2016-05-01,14031.0,129534.0,129534.0
2016-06-01,18135.0,167422.0,167422.0
2016-07-01,15904.0,146826.0,146826.0
2016-08-01,14130.0,130448.0,130448.0
2016-09-01,15994.0,147657.0,147657.0
2016-10-01,23474.0,216712.0,216712.0
2016-11-01,24461.0,225824.0,225824.0
2016-12-01,30824.0,284567.0,284567.0
2017-01-01,20805.061,191677.0,191677.0
2017-02-01,21768.439,200553.0,200553.0
2017-03-01,25189.002,232066.0,232066.0
2017-04-01,24563.081,226300.0,226300.0
2017-05-01,21686.532,199798.0,199798.0
2017-06-01,18644.366,171771.0,171771.0
2017-07-01,15241.233,140417.0,140417.0
2017-08-01,12530.01,115439.0,115439.0
2017-09-01,16877.591,155493.0,155493.0
2017-10-01,22999.028,211890.0,211890.0
2017-11-01,21155.101,194902.0,194902.0
2017-12-01,20509.556,188955.0,188955.0
2018-01-01,33463.038,304647.0,304647.0
2018-02-01,31520.38,286962.0,286962.0
2018-03-01,23140.659,210673.0,210673.0
2018-04-01,26916.77,245050.0,245050.0
2018-05-01,23660.637,215406.0,215406.0
2018-06-01,17945.589,163377.0,163377.0
2018-07-01,17002.182,154788.0,154788.0
2018-08-01,16547.48,150648.0,150648.0
2018-09-01,18100.466,164787.0,164787.0
2018-10-01,26566.312,241860.0,241860.0
2018-11-01,27385.123,249314.0,249314.0
2018-12-01,26938.364,245247.0,245247.0
2019-01-01,28663.261,255246.0,255246.0
2019-02-01,25543.65,227466.0,227466.0
2019-03-01,29007.622,258313.0,258313.0
2019-04-01,27642.827,246159.0,246159.0
2019-05-01,18550.062,165188.0,165188.0
2019-06-01,20207.876,179951.0,179951.0
2019-07-01,14933.163,132980.0,132980.0
2019-08-01,15702.201,139828.0,139828.0
2019-09-01,17162.53,152832.0,152832.0
2019-10-01,24215.529,215639.0,215639.0
2019-11-01,22904.093,203961.0,203961.0
2019-12-01,30108.186,268113.0,268113.0
2020-01-01,24029.186,210664.0,210664.0
2020-02-01,24356.158,213530.0,213530.0
2020-03-01,29359.771,257397.0,257397.0
2020-04-01,28049.508,245910.0,245910.0
2020-05-01,19798.519,173574.0,173574.0
2020-06-01,15102.324,132402.0,132402.0
2020-07-01,16990.551,148956.0,148956.0
2020-08-01,15426.084,135240.0,135240.0
2020-09-01,21888.013,191892.0,191892.0
2020-10-01,23401.36,205160.0,205160.0
2020-11-01,35010.764,306939.0,306939.0
2020-12-01,28213.762,247350.0,247350.0
2021-01-01,16068.7,142112.0,142112.0
2021-02-01,19583.087,173193.0,173193.0
2021-03-01,35149.453,310862.0,310862.0
2021-04-01,20232.297,178934.0,178934.0
2021-05-01,16962.934,150020.0,150020.0
2021-06-01,23189.062,205084.0,205084.0
2021-07-01,12070.967,106756.0,106756.0
2021-08-01,12411.208,109765.0,109765.0
2021-09-01,18918.102,167312.0,167312.0
2021-10-01,19386.091,171451.0,171451.0
2021-11-01,22762.678,201313.0,201313.0
2021-12-01,29048.421,256904.0,256904.0
2022-01-01,18512.558,63165.0,63165.0
2022-02-01,23673.095,80773.0,80773.0
2022-03-01,25987.542,88669.0,88669.0
2022-04-01,22765.41,77676.0,77676.0
2022-05-01,15221.168,51935.0,51935.0
2022-06-01,17036.74,58129.0,58129.0
2022-07-01,15882.884,54192.0,54192.0
2022-08-01,11233.786,38330.0,38330.0
2022-09-01,11915.706,40656.0,40656.0
2022-10-01,20571.686,70191.0,70191.0
2022-11-01,25265.314,86205.0,86205.0
2022-12-01,26679.111,91029.0,91029.0
2023-01-01,14277.0,48713.0,48713.0
2023-02-01,25632.0,87456.0,87456.0
2023-03-01,25667.0,87576.0,87576.0
2023-04-01,20204.0,68936.0,68936.0
2023-05-01,11458.0,39095.0,39095.0
2023-06-01,11595.0,39562.0,39562.0
2023-07-01,14468.0,49365.0,49365.0
2023-08-01,12598.0,42984.0,42984.0
2023-09-01,12893.0,43991.0,43991.0
2023-10-01,19883.0,67841.0,67841.0
2023-11-01,28052.0,95713.0,95713.0
2023-12-01,25019.0,85365.0,85365.0
2024-01-01,24564.0,83812.0,83812.0
2024-02-01,20217.0,68980.0,68980.0
2024-03-01,26753.0,91281.0,91281.0
2024-04-01,22360.0,76292.0,76292.0
2024-05-01,13364.0,45598.0,45598.0
2024-06-01,16473.0,56206.0,56206.0
2024-07-01,7467.0,25477.0,25477.0
2024-08-01,12269.0,41862.0,41862.0
2024-09-01,13359.0,45581.0,45581.0
2024-10-01,21086.0,71945.0,71945.0
2024-11-01,28339.0,96693.0,96693.0
2024-12-01,26603.0,90769.0,90769.0
