measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-11-01,3228.468,24349.0,24349.0
2019-12-01,3348.532,25254.0,25254.0
2020-01-01,664.458,4345.0,4345.0
2020-02-01,586.78,3838.0,3838.0
2020-03-01,651.365,4261.0,4261.0
2020-04-01,460.646,3013.0,3013.0
2020-05-01,433.132,2834.0,2834.0
2020-06-01,609.291,3986.0,3986.0
2020-07-01,852.334,5575.0,5575.0
2020-08-01,1059.936,6934.0,6934.0
2020-09-01,923.039,6038.0,6038.0
2020-10-01,958.6,6271.0,6271.0
2020-11-01,765.695,5009.0,5009.0
2020-12-01,848.724,5552.0,5552.0
2021-01-01,471.862,4357.0,4357.0
2021-02-01,400.154,3695.0,3695.0
2021-03-01,430.242,3974.0,3974.0
2021-04-01,381.769,3526.0,3526.0
2021-05-01,398.997,3685.0,3685.0
2021-06-01,545.606,5039.0,5039.0
2021-07-01,752.926,6953.0,6953.0
2021-08-01,687.447,6348.0,6348.0
2021-09-01,584.936,5402.0,5402.0
2021-10-01,557.624,5150.0,5150.0
2021-11-01,512.484,4733.0,4733.0
2021-12-01,528.953,4885.0,4885.0
2022-01-01,567.951,4082.0,4082.0
2022-02-01,471.552,3389.0,3389.0
2022-03-01,436.31,3137.0,3137.0
2022-04-01,446.928,3212.0,3212.0
2022-05-01,410.132,2948.0,2948.0
2022-06-01,557.807,4010.0,4010.0
2022-07-01,745.174,5356.0,5356.0
2022-08-01,899.152,6463.0,6463.0
2022-09-01,824.07,5923.0,5923.0
2022-10-01,756.782,5440.0,5440.0
2022-11-01,694.974,4995.0,4995.0
2022-12-01,768.168,5521.0,5521.0
2023-01-01,664.52,4736.0,4736.0
2023-02-01,566.04,4036.0,4036.0
2023-03-01,544.037,3879.0,3879.0
2023-04-01,425.007,3030.0,3030.0
2023-05-01,275.275,1963.0,1963.0
2023-06-01,362.134,2582.0,2582.0
2023-07-01,838.269,5977.0,5977.0
2023-08-01,845.83,6030.0,6030.0
2023-09-01,598.702,4269.0,4269.0
2023-10-01,731.126,5213.0,5213.0
2023-11-01,686.811,4897.0,4897.0
2023-12-01,773.249,5513.0,5513.0
2024-01-01,708.0,5019.0,5019.0
2024-02-01,645.0,4588.0,4588.0
2024-03-01,682.0,4863.0,4863.0
2024-04-01,678.0,4792.0,4792.0
2024-05-01,710.0,4990.0,4990.0
2024-06-01,675.0,4751.0,4751.0
2024-07-01,698.0,4941.0,4941.0
2024-08-01,710.0,5007.0,5007.0
2024-09-01,684.0,4843.0,4843.0
2024-10-01,655.0,4646.0,4646.0
2024-11-01,705.0,4895.0,4895.0
2024-12-01,721.0,5031.0,5031.0
