measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,65.248,666.0,666.0
2003-02-01,57.355,585.0,585.0
2003-03-01,57.294000000000004,585.0,585.0
2003-04-01,48.558,496.0,496.0
2003-05-01,52.873000000000005,540.0,540.0
2003-06-01,56.776,580.0,580.0
2003-07-01,63.693000000000005,650.0,650.0
2003-08-01,68.409,698.0,698.0
2003-09-01,58.334,595.0,595.0
2003-10-01,62.506,638.0,638.0
2003-11-01,59.964000000000006,612.0,612.0
2003-12-01,62.989000000000004,643.0,643.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,41.504000000000005,405.26,405.26
2005-02-01,14.259,139.24,139.24
2005-03-01,15.805,154.33,154.33
2005-04-01,19.144000000000002,186.93,186.93
2005-05-01,17.78,173.61,173.61
2005-06-01,23.077,225.33,225.33
2005-07-01,23.489,229.36,229.36
2005-08-01,27.594,269.44,269.44
2005-09-01,18.063000000000002,176.38,176.38
2005-10-01,20.06,195.87,195.87
2005-11-01,16.126,157.46,157.46
2005-12-01,34.099000000000004,332.95,332.95
2006-01-01,23.27,235.0,235.0
2006-02-01,12.176,123.0,123.0
2006-03-01,10.228,103.0,103.0
2006-04-01,19.593,198.0,198.0
2006-05-01,18.314,185.0,185.0
2006-06-01,16.646,168.0,168.0
2006-07-01,24.113,243.0,243.0
2006-08-01,23.389,236.0,236.0
2006-09-01,10.745,108.0,108.0
2006-10-01,11.351,114.0,114.0
2006-11-01,13.366000000000001,135.0,135.0
2006-12-01,14.809000000000001,149.0,149.0
2007-01-01,16.252000000000002,180.0,180.0
2007-02-01,18.506,203.0,203.0
2007-03-01,15.424000000000001,168.0,168.0
2007-04-01,16.363,180.0,180.0
2007-05-01,16.851,185.0,185.0
2007-06-01,19.806,214.0,214.0
2007-07-01,15.487,168.0,168.0
2007-08-01,12.392000000000001,133.0,133.0
2007-09-01,11.739,127.0,127.0
2007-10-01,16.863,185.0,185.0
2007-11-01,13.847000000000001,151.0,151.0
2007-12-01,24.469,266.0,266.0
2008-01-01,8.486,81.0,81.0
2008-02-01,5.121,52.0,52.0
2008-03-01,8.201,81.0,81.0
2008-04-01,6.088,58.0,58.0
2008-05-01,5.742,58.0,58.0
2008-06-01,9.816,99.0,99.0
2008-07-01,7.986000000000001,75.0,75.0
2008-08-01,8.289,81.0,81.0
2008-09-01,6.751,64.0,64.0
2008-10-01,7.364000000000001,70.0,70.0
2008-11-01,6.357,64.0,64.0
2008-12-01,9.799000000000001,99.0,99.0
2009-01-01,1.421,12.0,12.0
2009-02-01,1.258,12.0,12.0
