measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,84.0,287.0,287.0
2024-02-01,116.0,396.0,396.0
2024-03-01,185.0,631.0,631.0
2024-04-01,248.0,846.0,846.0
2024-05-01,301.0,1027.0,1027.0
2024-06-01,296.0,1010.0,1010.0
2024-07-01,281.0,959.0,959.0
2024-08-01,253.0,863.0,863.0
2024-09-01,209.0,713.0,713.0
2024-10-01,155.0,529.0,529.0
2024-11-01,102.0,348.0,348.0
2024-12-01,85.0,290.0,290.0
