measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2002-01-01,49385.0,502393.61,502393.61
2002-02-01,10087.11,102616.17,102616.17
2002-03-01,13377.0,136084.22,136084.22
2002-04-01,15092.55,153536.51,153536.51
2002-05-01,16769.61,170597.24,170597.24
2002-06-01,19667.34,200075.85,200075.85
2002-07-01,15909.3,161845.31,161845.31
2002-08-01,19203.03,195352.42,195352.42
2002-09-01,10556.37,107389.95,107389.95
2002-10-01,8951.58,91064.42,91064.42
2002-11-01,7721.01,78545.83,78545.83
2002-12-01,12165.12,123755.77,123755.77
2003-01-01,8047.71,82416.6,82416.6
2003-02-01,11547.36,118256.51,118256.51
2003-03-01,12991.0,133040.83,133040.83
2003-04-01,16218.18,166090.38,166090.38
2003-05-01,12144.0,124366.7,124366.7
2003-06-01,14417.0,147644.5,147644.5
2003-07-01,16845.0,172509.65,172509.65
2003-08-01,14777.0,151331.26,151331.26
2003-09-01,13435.0,137587.84,137587.84
2003-10-01,9667.0,98999.75,98999.75
2003-11-01,12292.0,125882.37,125882.37
2003-12-01,16683.0,170850.6,170850.6
2004-01-01,12104.0,121306.29,121306.29
2004-02-01,13642.0,136720.12,136720.12
2004-03-01,14709.0,147413.6,147413.6
2004-04-01,16431.0,164671.48,164671.48
2004-05-01,21946.0,219942.81,219942.81
2004-06-01,17031.0,170684.68,170684.68
2004-07-01,10936.0,109600.59,109600.59
2004-08-01,6787.0,68019.31,68019.31
2004-09-01,11251.0,112757.52,112757.52
2004-10-01,9865.0,98867.03,98867.03
2004-11-01,12231.0,122579.08,122579.08
2004-12-01,14233.0,142643.13,142643.13
2005-01-01,15331.0,153294.67,153294.67
2005-02-01,9292.0,92910.71,92910.71
2005-03-01,13939.0,139376.06,139376.06
2005-04-01,18901.0,188991.1,188991.1
2005-05-01,17912.0,179102.09,179102.09
2005-06-01,21483.0,214808.52,214808.52
2005-07-01,15743.0,157414.26,157414.26
2005-08-01,11039.0,110378.96,110378.96
2005-09-01,12072.0,120707.93,120707.93
2005-10-01,13822.0,138206.18,138206.18
2005-11-01,12231.0,122297.77,122297.77
2005-12-01,10837.0,108359.16,108359.16
2006-01-01,15569.0,154429.0,154429.0
2006-02-01,12554.0,124523.0,124523.0
2006-03-01,18891.0,187380.0,187380.0
